Liquid Phase - GradientBoosting
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,7168864917186.0%,0.036,0.033,0.181,0.989
Exp x NIST,5145114807847795.0%,0.590,0.364,0.603,0.875
NIST x Model,264.0%,0.583,0.357,0.597,0.880

Vapor Phase - GradientBoosting
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,9.0%,0.140,0.821,0.906,0.835
Exp x NIST,71.0%,0.841,4.688,2.165,0.060
NIST x Model,9.0%,0.810,4.328,2.080,-0.565

Supercritical Phase - GradientBoosting
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,3.0%,0.166,0.071,0.266,0.994
Exp x NIST,122.0%,1.683,16.721,4.089,-0.500
NIST x Model,14.0%,1.689,16.859,4.106,-1.511

