# Temperature (K)	Pressure (MPa)	Experimental(J/mol*K)	NIST(J/mol*K)	Model(J/mol*K)
1.210999999999999943e+02	5.000000000000000000e+00	5.521200000000000330e+01	5.595360000000000156e+01	4.579291858615508204e+01
1.210999999999999943e+02	5.000000000000000000e+00	5.508359999999999701e+01	5.595360000000000156e+01	4.579291858615508204e+01
1.210999999999999943e+02	5.000000000000000000e+00	5.500339999999999918e+01	5.595360000000000156e+01	4.579291858615508204e+01
1.210000000000000000e+02	5.000000000000000000e+00	5.517990000000000350e+01	5.594239999999999924e+01	4.567766026807697699e+01
1.360999999999999943e+02	5.000000000000000000e+00	5.736269999999999669e+01	5.807469999999999999e+01	6.010047871557810595e+01
1.361999999999999886e+02	5.000000000000000000e+00	5.742690000000000339e+01	5.809250000000000114e+01	6.015772308198415885e+01
1.361999999999999886e+02	5.000000000000000000e+00	5.726639999999999731e+01	5.809250000000000114e+01	6.015772308198415885e+01
1.513000000000000114e+02	5.000000000000000000e+00	6.129500000000000171e+01	6.171309999999999718e+01	7.597043866594896144e+01
1.513000000000000114e+02	5.000000000000000000e+00	6.107030000000000314e+01	6.171309999999999718e+01	7.597043866594896144e+01
1.511999999999999886e+02	5.000000000000000000e+00	6.099000000000000199e+01	6.168110000000000070e+01	7.586603831607207837e+01
1.650999999999999943e+02	5.000000000000000000e+00	6.787550000000000239e+01	6.805060000000000286e+01	8.927932139995238003e+01
1.650999999999999943e+02	5.000000000000000000e+00	6.785939999999999372e+01	6.805060000000000286e+01	8.927932139995238003e+01
1.650999999999999943e+02	5.000000000000000000e+00	6.808410000000000650e+01	6.805060000000000286e+01	8.927932139995238003e+01
1.650000000000000000e+02	5.000000000000000000e+00	6.776309999999999434e+01	6.798510000000000275e+01	8.918288022072047738e+01
1.755999999999999943e+02	5.000000000000000000e+00	7.861289999999999623e+01	7.840460000000000207e+01	9.940564521930281217e+01
1.756999999999999886e+02	5.000000000000000000e+00	7.912649999999999295e+01	7.855419999999999447e+01	9.950208639853471482e+01
1.755999999999999943e+02	5.000000000000000000e+00	7.874129999999999541e+01	7.840460000000000207e+01	9.940564521930281217e+01
1.755000000000000000e+02	5.000000000000000000e+00	7.911050000000000182e+01	7.825639999999999930e+01	9.930920404007090951e+01
1.826999999999999886e+02	5.000000000000000000e+00	9.466289999999999338e+01	9.493699999999999761e+01	1.062529689447683268e+02
1.826999999999999886e+02	5.000000000000000000e+00	9.461480000000000246e+01	9.493699999999999761e+01	1.062529689447683268e+02
1.826999999999999886e+02	5.000000000000000000e+00	9.469499999999999318e+01	9.493699999999999761e+01	8.494275445310294970e+01
1.841999999999999886e+02	5.000000000000000000e+00	1.018854000000000042e+02	1.012690000000000055e+02	8.577009920174386082e+01
1.864000000000000057e+02	5.000000000000000000e+00	1.162982999999999976e+02	1.149380000000000024e+02	8.698353816641720471e+01
1.885000000000000000e+02	5.000000000000000000e+00	1.404696000000000140e+02	1.383930000000000007e+02	8.814182081451447459e+01
1.444000000000000057e+02	3.200000000000000178e+00	5.988259999999999650e+01	6.085459999999999781e+01	6.640700361279424158e+01
1.443000000000000114e+02	3.200000000000000178e+00	6.071719999999999828e+01	6.082529999999999859e+01	6.635418841432290549e+01
1.444000000000000057e+02	3.200000000000000178e+00	5.999490000000000123e+01	6.085459999999999781e+01	6.640700361279424158e+01
1.461999999999999886e+02	3.200000000000000178e+00	6.163199999999999790e+01	6.140489999999999782e+01	6.735767718527851855e+01
1.465000000000000000e+02	3.200000000000000178e+00	6.092580000000000240e+01	6.150110000000000099e+01	6.751612278069258366e+01
1.549000000000000057e+02	3.200000000000000178e+00	6.402339999999999520e+01	6.486180000000000234e+01	7.208563514187532917e+01
1.548000000000000114e+02	3.200000000000000178e+00	6.416790000000000305e+01	6.481229999999999336e+01	7.203360529577875582e+01
1.649000000000000057e+02	3.200000000000000178e+00	7.159910000000000707e+01	7.183180000000000121e+01	7.738844306519237648e+01
1.649000000000000057e+02	3.200000000000000178e+00	7.134229999999999450e+01	7.183180000000000121e+01	7.738844306519237648e+01
1.743000000000000114e+02	3.200000000000000178e+00	8.920589999999999975e+01	8.751439999999999486e+01	8.258269125937093236e+01
1.784000000000000057e+02	3.200000000000000178e+00	8.473115999999999985e+02	1.057930000000000064e+02	8.484126389836308135e+01
1.164800000000000040e+02	1.030000000000000027e+00	5.538880000000000337e+01	5.624920000000000186e+01	5.354865726215802368e+01
1.220400000000000063e+02	1.030000000000000027e+00	5.653020000000000067e+01	5.702620000000000289e+01	5.664219964684937736e+01
1.275900000000000034e+02	1.030000000000000027e+00	5.787299999999999756e+01	5.795739999999999981e+01	5.989529684832061207e+01
1.331500000000000057e+02	1.030000000000000027e+00	5.935000000000000142e+01	5.909980000000000189e+01	6.307391985226178122e+01
1.387100000000000080e+02	1.030000000000000027e+00	6.109559999999999746e+01	6.053179999999999694e+01	6.598618120545150134e+01
1.442599999999999909e+02	1.030000000000000027e+00	6.337830000000000297e+01	6.237530000000000285e+01	8.375906000535624685e+01
1.164800000000000040e+02	2.069999999999999840e+00	5.532169999999999987e+01	5.602839999999999776e+01	5.275044230149121915e+01
1.220400000000000063e+02	2.069999999999999840e+00	5.646309999999999718e+01	5.675169999999999959e+01	5.784298764166395301e+01
1.275900000000000034e+02	2.069999999999999840e+00	5.747010000000000218e+01	5.761129999999999995e+01	6.341332546110740509e+01
1.331500000000000057e+02	2.069999999999999840e+00	5.874580000000000268e+01	5.865509999999999735e+01	6.846390210040699742e+01
1.387100000000000080e+02	2.069999999999999840e+00	6.008850000000000335e+01	5.994639999999999702e+01	7.429067226544395908e+01
1.442599999999999909e+02	2.069999999999999840e+00	6.169980000000000331e+01	6.157979999999999876e+01	7.999504281760845004e+01
1.498199999999999932e+02	2.069999999999999840e+00	6.371399999999999864e+01	6.371889999999999787e+01	8.648710793254656437e+01
1.553700000000000045e+02	2.069999999999999840e+00	6.653379999999999939e+01	6.663219999999999743e+01	9.257983682115320789e+01
1.609300000000000068e+02	2.069999999999999840e+00	7.130060000000000286e+01	7.087949999999999307e+01	9.868354359964922651e+01
1.164800000000000040e+02	2.410000000000000142e+00	5.532169999999999987e+01	5.595879999999999654e+01	5.176124567181155101e+01
1.220400000000000063e+02	2.410000000000000142e+00	5.639589999999999748e+01	5.666550000000000153e+01	5.663576496431484486e+01
1.275900000000000034e+02	2.410000000000000142e+00	5.740299999999999869e+01	5.750330000000000297e+01	6.191101472382372606e+01
1.331500000000000057e+02	2.410000000000000142e+00	5.854429999999999978e+01	5.851740000000000208e+01	6.750529147767176141e+01
1.387100000000000080e+02	2.410000000000000142e+00	5.988709999999999667e+01	5.976700000000000301e+01	7.318709148713247714e+01
1.442599999999999909e+02	2.410000000000000142e+00	6.156550000000000011e+01	6.133950000000000102e+01	7.863578326284239495e+01
1.498199999999999932e+02	2.410000000000000142e+00	6.364679999999999893e+01	6.338389999999999702e+01	8.538352715423508243e+01
