# Temperature (K)	Pressure (MPa)	Experimental(m/s)	NIST(m/s)	Model(m/s)
1.908499999999999943e+02	4.589999999999999858e+00	2.485999999999999943e+02	2.492189999999999941e+02	2.150904133333329753e+02
1.908499999999999943e+02	4.620000000000000107e+00	2.397899999999999920e+02	2.410289999999999964e+02	2.150904133333329753e+02
1.908499999999999943e+02	4.629999999999999893e+00	2.288700000000000045e+02	2.346479999999999961e+02	2.150904133333329753e+02
1.908499999999999943e+02	4.639999999999999680e+00	2.157700000000000102e+02	2.133870000000000005e+02	2.150904133333329753e+02
1.908499999999999943e+02	4.639999999999999680e+00	2.050600000000000023e+02	2.133870000000000005e+02	2.150904133333329753e+02
1.908499999999999943e+02	4.639999999999999680e+00	2.044399999999999977e+02	2.133870000000000005e+02	2.150904133333329753e+02
1.908499999999999943e+02	4.639999999999999680e+00	2.050900000000000034e+02	2.133870000000000005e+02	2.150904133333329753e+02
1.908499999999999943e+02	4.650000000000000355e+00	2.128799999999999955e+02	2.324900000000000091e+02	2.150904133333329753e+02
1.908499999999999943e+02	4.650000000000000355e+00	2.258700000000000045e+02	2.324900000000000091e+02	2.150904133333329753e+02
1.906299999999999955e+02	4.559999999999999609e+00	2.473499999999999943e+02	2.496289999999999907e+02	2.212101422222216343e+02
1.906299999999999955e+02	4.610000000000000320e+00	2.040900000000000034e+02	2.134199999999999875e+02	2.150904133333329753e+02
1.906299999999999955e+02	4.610000000000000320e+00	1.912599999999999909e+02	2.134199999999999875e+02	2.150904133333329753e+02
1.906299999999999955e+02	4.610000000000000320e+00	1.951599999999999966e+02	2.134199999999999875e+02	2.150904133333329753e+02
1.906299999999999955e+02	4.610000000000000320e+00	1.955399999999999920e+02	2.134199999999999875e+02	2.150904133333329753e+02
1.906299999999999955e+02	4.610000000000000320e+00	2.058700000000000045e+02	2.134199999999999875e+02	2.150904133333329753e+02
1.906299999999999955e+02	4.610000000000000320e+00	2.190500000000000114e+02	2.134199999999999875e+02	2.150904133333329753e+02
1.905600000000000023e+02	4.559999999999999609e+00	2.469300000000000068e+02	2.479869999999999948e+02	2.212101422222216343e+02
1.905600000000000023e+02	4.580000000000000071e+00	2.369600000000000080e+02	2.424559999999999889e+02	2.150904133333329753e+02
1.905000000000000000e+02	4.549999999999999822e+00	2.465699999999999932e+02	2.484960000000000093e+02	2.248804422222216033e+02
1.905000000000000000e+02	4.580000000000000071e+00	2.362899999999999920e+02	2.387239999999999895e+02	2.150904133333329753e+02
1.904300000000000068e+02	4.570000000000000284e+00	2.355200000000000102e+02	2.394970000000000141e+02	2.150904133333329753e+02
1.904300000000000068e+02	4.580000000000000071e+00	2.183000000000000114e+02	2.207160000000000082e+02	2.150904133333329753e+02
1.902500000000000000e+02	4.549999999999999822e+00	2.332299999999999898e+02	2.379230000000000018e+02	2.293276354761897551e+02
1.904300000000000068e+02	4.580000000000000071e+00	2.068300000000000125e+02	2.207160000000000082e+02	2.150904133333329753e+02
1.903700000000000045e+02	4.570000000000000284e+00	2.157700000000000102e+02	2.322050000000000125e+02	2.150904133333329753e+02
1.903499999999999943e+02	4.570000000000000284e+00	2.155900000000000034e+02	2.328830000000000098e+02	2.150904133333329753e+02
1.902500000000000000e+02	4.559999999999999609e+00	2.208300000000000125e+02	2.478549999999999898e+02	2.262665976984120846e+02
1.895000000000000000e+02	4.450000000000000178e+00	2.392899999999999920e+02	2.755649999999999977e+02	2.905780666666653360e+02
1.894000000000000057e+02	4.440000000000000391e+00	2.391100000000000136e+02	2.824959999999999809e+02	2.905780666666653360e+02
1.881500000000000057e+02	4.269999999999999574e+00	2.482299999999999898e+02	3.222629999999999768e+02	3.130853566666659162e+02
1.859000000000000057e+02	3.970000000000000195e+00	2.560000000000000000e+02	2.565160000000000196e+02	3.931872333333350298e+02
1.815500000000000114e+02	3.450000000000000178e+00	2.647400000000000091e+02	2.642629999999999768e+02	4.459276666666664255e+02
1.813000000000000114e+02	3.430000000000000160e+00	2.647799999999999727e+02	4.733910000000000196e+02	5.063009999999975435e+02
1.782500000000000000e+02	3.100000000000000089e+00	2.690199999999999818e+02	5.276849999999999454e+02	5.399751333333315415e+02
1.780500000000000114e+02	3.080000000000000071e+00	2.691299999999999955e+02	5.311530000000000200e+02	5.399751333333315415e+02
1.685500000000000114e+02	2.209999999999999964e+00	2.783199999999999932e+02	6.786000000000000227e+02	6.624535666666643010e+02
1.631500000000000057e+02	1.800000000000000044e+00	2.818899999999999864e+02	2.815210000000000150e+02	7.561530000000029759e+02
1.626500000000000057e+02	1.729999999999999982e+00	2.838100000000000023e+02	2.834010000000000105e+02	7.586320000000017671e+02
1.614499999999999886e+02	1.689999999999999947e+00	2.827699999999999818e+02	7.764539999999999509e+02	7.992869999999962829e+02
1.531500000000000057e+02	1.199999999999999956e+00	2.857900000000000205e+02	8.825000000000000000e+02	8.623170000000004620e+02
1.506500000000000057e+02	1.070000000000000062e+00	2.862599999999999909e+02	2.859110000000000014e+02	9.256559999999991533e+02
1.481500000000000057e+02	9.599999999999999645e-01	2.865699999999999932e+02	9.431219999999999573e+02	9.431395666666659281e+02
1.904300000000000068e+02	4.580000000000000071e+00	2.090600000000000023e+02	2.207160000000000082e+02	2.151081030952388744e+02
1.904300000000000068e+02	4.580000000000000071e+00	2.177299999999999898e+02	2.207160000000000082e+02	2.151081030952388744e+02
1.902500000000000000e+02	4.559999999999999609e+00	2.244499999999999886e+02	2.478549999999999898e+02	2.261601333333342438e+02
1.902500000000000000e+02	4.559999999999999609e+00	2.271299999999999955e+02	2.478549999999999898e+02	2.261601333333342438e+02
1.881500000000000057e+02	4.269999999999999574e+00	3.141200000000000045e+02	3.222629999999999768e+02	2.471768666666671379e+02
1.881500000000000057e+02	4.269999999999999574e+00	3.141800000000000068e+02	3.222629999999999768e+02	2.471768666666671379e+02
1.859099999999999966e+02	3.979999999999999982e+00	3.742400000000000091e+02	3.790960000000000036e+02	3.208344333333334930e+02
1.781500000000000057e+02	3.089999999999999858e+00	5.283700000000000045e+02	5.294220000000000255e+02	3.077907666666670252e+02
1.707500000000000000e+02	2.390000000000000124e+00	6.464700000000000273e+02	2.761299999999999955e+02	6.432688666666642803e+02
1.631500000000000057e+02	1.800000000000000044e+00	7.541000000000000227e+02	2.815210000000000150e+02	4.331294333333324289e+02
1.531500000000000057e+02	1.199999999999999956e+00	8.827799999999999727e+02	8.825000000000000000e+02	8.623170000000004620e+02
1.250900000000000034e+02	2.700000000000000178e-01	1.200309999999999945e+03	2.808220000000000027e+02	1.201363999999997759e+03
1.500000000000000000e+02	4.000000000000000000e+00	9.807000000000000455e+02	9.806230000000000473e+02	9.788946666666669216e+02
1.500000000000000000e+02	3.810000000000000053e+00	9.772000000000000455e+02	9.770900000000000318e+02	9.749446666666669898e+02
1.500000000000000000e+02	3.620000000000000107e+00	9.735000000000000000e+02	9.735209999999999582e+02	9.749446666666669898e+02
1.500000000000000000e+02	3.419999999999999929e+00	9.700000000000000000e+02	9.697240000000000464e+02	9.703203333333337923e+02
1.500000000000000000e+02	3.220000000000000195e+00	9.657000000000000455e+02	9.658840000000000146e+02	9.703203333333337923e+02
1.500000000000000000e+02	3.020000000000000018e+00	9.622999999999999545e+02	9.620000000000000000e+02	9.660840000000008558e+02
1.500000000000000000e+02	2.830000000000000071e+00	9.581000000000000227e+02	9.582680000000000291e+02	9.533313333333334185e+02
1.500000000000000000e+02	2.629999999999999893e+00	9.545000000000000000e+02	9.542939999999999827e+02	9.533313333333334185e+02
1.500000000000000000e+02	2.439999999999999947e+00	9.505000000000000000e+02	9.504740000000000464e+02	9.491843333333332566e+02
1.500000000000000000e+02	2.240000000000000213e+00	9.462999999999999545e+02	9.464039999999999964e+02	9.405699999999998226e+02
1.500000000000000000e+02	2.040000000000000036e+00	9.421000000000000227e+02	9.422839999999999918e+02	9.371449999999991860e+02
1.500000000000000000e+02	1.850000000000000089e+00	9.382999999999999545e+02	9.383200000000000500e+02	9.333556666666655701e+02
1.500000000000000000e+02	1.659999999999999920e+00	9.342000000000000455e+02	9.343070000000000164e+02	9.313013333333321953e+02
1.550000000000000000e+02	4.000000000000000000e+00	9.225000000000000000e+02	9.222400000000000091e+02	9.200573333333340997e+02
1.550000000000000000e+02	3.810000000000000053e+00	9.182999999999999545e+02	9.182140000000000555e+02	9.179203333333335877e+02
1.550000000000000000e+02	3.609999999999999876e+00	9.143999999999999773e+02	9.139220000000000255e+02	9.179203333333335877e+02
1.550000000000000000e+02	3.419999999999999929e+00	9.098999999999999773e+02	9.097910000000000537e+02	9.114816666666662286e+02
1.550000000000000000e+02	3.220000000000000195e+00	9.057999999999999545e+02	9.053840000000000146e+02	9.114816666666662286e+02
1.550000000000000000e+02	3.020000000000000018e+00	9.012999999999999545e+02	9.009139999999999873e+02	9.089273333333329674e+02
1.550000000000000000e+02	2.830000000000000071e+00	8.967999999999999545e+02	8.966090000000000373e+02	8.940679999999981646e+02
1.550000000000000000e+02	2.629999999999999893e+00	8.922000000000000455e+02	8.920109999999999673e+02	8.940679999999981646e+02
1.550000000000000000e+02	2.439999999999999947e+00	8.877000000000000455e+02	8.875789999999999509e+02	8.758493333333314013e+02
1.550000000000000000e+02	2.240000000000000213e+00	8.830000000000000000e+02	8.828429999999999609e+02	8.738223333333312439e+02
1.550000000000000000e+02	2.049999999999999822e+00	8.782999999999999545e+02	8.782749999999999773e+02	8.735599999999989222e+02
1.600000000000000000e+02	4.000000000000000000e+00	8.612000000000000455e+02	8.609080000000000155e+02	6.751322800000009465e+02
1.600000000000000000e+02	3.979999999999999982e+00	8.611000000000000227e+02	8.604210000000000491e+02	6.742532800000013822e+02
1.600000000000000000e+02	3.810000000000000053e+00	8.565000000000000000e+02	8.562450000000000045e+02	6.740396133333341595e+02
1.600000000000000000e+02	3.790000000000000036e+00	8.563999999999999773e+02	8.557500000000000000e+02	6.745069300000009207e+02
1.600000000000000000e+02	3.620000000000000107e+00	8.522000000000000455e+02	8.515090000000000146e+02	6.722975966666666636e+02
1.600000000000000000e+02	3.609999999999999876e+00	8.518999999999999773e+02	8.512580000000000382e+02	6.714215966666665736e+02
1.600000000000000000e+02	3.589999999999999858e+00	8.512999999999999545e+02	8.507540000000000191e+02	6.713572633333332078e+02
1.600000000000000000e+02	3.419999999999999929e+00	8.472999999999999545e+02	8.464410000000000309e+02	6.648535299999999779e+02
1.600000000000000000e+02	3.229999999999999982e+00	8.422999999999999545e+02	8.415449999999999591e+02	6.587678522222212223e+02
1.600000000000000000e+02	3.029999999999999805e+00	8.370000000000000000e+02	8.363010000000000446e+02	6.507309883333336984e+02
1.600000000000000000e+02	2.830000000000000071e+00	8.312999999999999545e+02	8.309610000000000127e+02	6.471183216666669296e+02
1.600000000000000000e+02	2.609999999999999876e+00	8.253999999999999773e+02	8.249690000000000509e+02	6.428436550000009220e+02
1.600000000000000000e+02	2.430000000000000160e+00	8.203999999999999773e+02	8.199710000000000036e+02	6.359259883333344305e+02
1.600000000000000000e+02	2.240000000000000213e+00	8.147999999999999545e+02	8.145960000000000036e+02	6.100609216666678094e+02
1.600000000000000000e+02	2.040000000000000036e+00	8.090000000000000000e+02	8.088239999999999554e+02	5.899343849999995655e+02
1.600000000000000000e+02	1.850000000000000089e+00	8.033999999999999773e+02	8.032250000000000227e+02	4.570456103968255661e+02
1.600000000000000000e+02	1.739999999999999991e+00	7.997999999999999545e+02	7.999299999999999500e+02	3.134220416666661890e+02
1.600000000000000000e+02	1.659999999999999920e+00	7.972999999999999545e+02	7.975080000000000382e+02	3.184826194444444241e+02
1.500000000000000000e+02	1.459999999999999964e+00	9.300000000000000000e+02	9.300270000000000437e+02	8.780140511111135311e+02
