Liquid Phase - HistGradientBoosting
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,7.0%,9.722,786.010,28.036,0.791
Exp x NIST,6.0%,4.122,695.778,26.378,0.815
NIST x Model,2.0%,7.214,141.158,11.881,0.955

Vapor Phase - HistGradientBoosting
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,82.0%,8.465,347.179,18.633,0.762
Exp x NIST,3.0%,3.988,489.328,22.121,0.665
NIST x Model,82.0%,7.129,190.699,13.809,0.740

Supercritical Phase - HistGradientBoosting
Comparison,MAPE,MAE,MSE,RMSE,R2
Exp x Model,5.0%,6.492,182.004,13.491,0.978
Exp x NIST,1.0%,1.813,106.597,10.325,0.987
NIST x Model,4.0%,5.466,72.072,8.490,0.991

