# Temperature (K)	Pressure (MPa)	Experimental(uPas)	NIST(uPas)	Model(uPas)
2.600000000000000000e+02	4.750000000000000000e+00	1.089600000000000080e+01	1.089070000000000071e+01	1.120768844766998029e+01
2.600000000000000000e+02	5.000000000000000000e+00	1.098799999999999955e+01	1.098070000000000057e+01	1.122282228808681026e+01
2.600000000000000000e+02	5.500000000000000000e+00	1.118200000000000038e+01	1.117329999999999934e+01	1.122374003740040216e+01
2.600000000000000000e+02	6.000000000000000000e+00	1.139400000000000013e+01	1.138330000000000020e+01	1.129859357148181687e+01
2.600000000000000000e+02	6.500000000000000000e+00	1.162299999999999933e+01	1.161180000000000057e+01	1.192944336207454548e+01
2.600000000000000000e+02	7.000000000000000000e+00	1.187100000000000044e+01	1.185989999999999966e+01	1.219597767606721561e+01
2.600000000000000000e+02	7.500000000000000000e+00	1.214100000000000001e+01	1.212829999999999941e+01	1.278087237185756742e+01
2.600000000000000000e+02	7.990000000000000213e+00	1.242800000000000082e+01	1.241189999999999927e+01	1.280763156274698034e+01
2.600000000000000000e+02	8.480000000000000426e+00	1.272600000000000087e+01	1.271630000000000038e+01	1.328218912618288172e+01
2.600000000000000000e+02	9.009999999999999787e+00	1.307199999999999918e+01	1.306930000000000014e+01	1.342543678168857646e+01
2.600000000000000000e+02	9.460000000000000853e+00	1.338899999999999935e+01	1.338819999999999943e+01	1.350953256735396302e+01
2.600000000000000000e+02	9.990000000000000213e+00	1.379100000000000037e+01	1.378589999999999982e+01	1.357508780041146146e+01
2.600000000000000000e+02	1.050000000000000000e+01	1.418500000000000050e+01	1.419030000000000058e+01	1.232260691073181569e+01
2.600000000000000000e+02	1.100999999999999979e+01	1.459699999999999953e+01	1.461430000000000007e+01	1.467727733508402466e+01
2.600000000000000000e+02	1.148000000000000043e+01	1.500399999999999956e+01	1.502089999999999925e+01	1.482261050385316992e+01
2.600000000000000000e+02	1.200999999999999979e+01	1.548199999999999932e+01	1.549510000000000076e+01	1.543474434320649991e+01
2.600000000000000000e+02	1.248000000000000043e+01	1.590300000000000047e+01	1.592719999999999914e+01	1.557761105234144239e+01
2.600000000000000000e+02	1.301999999999999957e+01	1.639600000000000080e+01	1.643430000000000035e+01	1.609140172619047249e+01
2.600000000000000000e+02	1.350000000000000000e+01	1.684600000000000009e+01	1.689179999999999993e+01	1.682812975000000222e+01
2.600000000000000000e+02	1.399000000000000021e+01	1.732600000000000051e+01	1.736289999999999978e+01	1.715739424358973508e+01
2.600000000000000000e+02	1.450000000000000000e+01	1.780000000000000071e+01	1.785529999999999973e+01	1.826174379353978949e+01
2.600000000000000000e+02	1.500999999999999979e+01	1.829200000000000159e+01	1.834740000000000038e+01	1.809073205086578895e+01
2.600000000000000000e+02	1.552999999999999936e+01	1.878600000000000136e+01	1.884690000000000154e+01	1.872954392857143091e+01
2.600000000000000000e+02	1.601000000000000156e+01	1.923999999999999844e+01	1.930450000000000088e+01	1.914583153571429008e+01
2.600000000000000000e+02	1.653999999999999915e+01	1.973499999999999943e+01	1.980460000000000065e+01	1.935261079151404928e+01
2.600000000000000000e+02	1.701999999999999957e+01	2.019200000000000017e+01	2.025199999999999889e+01	1.949818936813186099e+01
2.600000000000000000e+02	1.739000000000000057e+01	2.053200000000000003e+01	2.059280000000000044e+01	1.995757747130647175e+01
2.600000000000000000e+02	1.798999999999999844e+01	2.106200000000000117e+01	2.113759999999999906e+01	2.055216165079366064e+01
2.600000000000000000e+02	1.846999999999999886e+01	2.149599999999999866e+01	2.156599999999999895e+01	2.092268512698410632e+01
2.600000000000000000e+02	1.898999999999999844e+01	2.194300000000000139e+01	2.202260000000000062e+01	2.154114334523809760e+01
2.600000000000000000e+02	1.946999999999999886e+01	2.235900000000000176e+01	2.243680000000000163e+01	2.216068126190476661e+01
2.600000000000000000e+02	1.982000000000000028e+01	2.265200000000000102e+01	2.273460000000000036e+01	2.233647749999999021e+01
2.800000000000000000e+02	1.048000000000000043e+01	1.110699999999999932e+01	1.387749999999999950e+01	1.316856005828592657e+01
2.800000000000000000e+02	1.050000000000000000e+01	1.116200000000000081e+01	1.388879999999999981e+01	1.277027342569838275e+01
2.800000000000000000e+02	1.051999999999999957e+01	1.123499999999999943e+01	1.390019999999999989e+01	1.177116114487728460e+01
2.800000000000000000e+02	1.053999999999999915e+01	1.129499999999999993e+01	1.391150000000000020e+01	1.162114164323877574e+01
2.800000000000000000e+02	1.055000000000000071e+01	1.136800000000000033e+01	1.391719999999999935e+01	1.157616200974061726e+01
2.800000000000000000e+02	1.056000000000000050e+01	1.143999999999999950e+01	1.392290000000000028e+01	1.160229641268096046e+01
2.800000000000000000e+02	1.057000000000000028e+01	1.151399999999999935e+01	1.392859999999999943e+01	1.157308717532317210e+01
2.800000000000000000e+02	1.058999999999999986e+01	1.167600000000000016e+01	1.393999999999999950e+01	1.173825702183945019e+01
2.800000000000000000e+02	1.059999999999999964e+01	1.184500000000000064e+01	1.394570000000000043e+01	1.176016906595477352e+01
2.800000000000000000e+02	1.061999999999999922e+01	1.202699999999999925e+01	1.395710000000000051e+01	1.179845850334601209e+01
2.800000000000000000e+02	1.066000000000000014e+01	1.221799999999999997e+01	1.398000000000000043e+01	1.242449608456933419e+01
2.800000000000000000e+02	1.069999999999999929e+01	1.242099999999999937e+01	1.400300000000000011e+01	1.257188851425672915e+01
2.800000000000000000e+02	1.074000000000000021e+01	1.262700000000000067e+01	1.402599999999999980e+01	1.321622445388324252e+01
2.800000000000000000e+02	1.078999999999999915e+01	1.287500000000000000e+01	1.405499999999999972e+01	1.340399625469208367e+01
2.800000000000000000e+02	1.083000000000000007e+01	1.310500000000000043e+01	1.407820000000000071e+01	1.304994831041250514e+01
2.800000000000000000e+02	1.089000000000000057e+01	1.336100000000000065e+01	1.411320000000000086e+01	1.337369329226091885e+01
2.800000000000000000e+02	1.093999999999999950e+01	1.362500000000000000e+01	1.414240000000000030e+01	1.375032126665237620e+01
2.800000000000000000e+02	1.099000000000000021e+01	1.390199999999999925e+01	1.417179999999999929e+01	1.442105851595330002e+01
2.800000000000000000e+02	1.105000000000000071e+01	1.418999999999999950e+01	1.420720000000000027e+01	1.441941518032945702e+01
2.800000000000000000e+02	1.150000000000000000e+01	1.448199999999999932e+01	1.447770000000000046e+01	1.457958835192658142e+01
2.800000000000000000e+02	1.200000000000000000e+01	1.479499999999999993e+01	1.478829999999999956e+01	1.488844854008767982e+01
2.800000000000000000e+02	1.248000000000000043e+01	1.509800000000000075e+01	1.509580000000000055e+01	1.530365134955980189e+01
2.800000000000000000e+02	1.300000000000000000e+01	1.543999999999999950e+01	1.543820000000000014e+01	1.571851347383655551e+01
2.800000000000000000e+02	1.350000000000000000e+01	1.576600000000000001e+01	1.577560000000000073e+01	1.595100867556683433e+01
2.800000000000000000e+02	1.392999999999999972e+01	1.605900000000000105e+01	1.607150000000000034e+01	1.590752690213547105e+01
2.800000000000000000e+02	1.447000000000000064e+01	1.643100000000000094e+01	1.644940000000000069e+01	1.643120658808601675e+01
2.800000000000000000e+02	1.500000000000000000e+01	1.680699999999999861e+01	1.682600000000000051e+01	1.667692557398721576e+01
2.800000000000000000e+02	1.550000000000000000e+01	1.716700000000000159e+01	1.718540000000000134e+01	1.705022612567373841e+01
2.800000000000000000e+02	1.600000000000000000e+01	1.752299999999999969e+01	1.754769999999999897e+01	1.710234910031812561e+01
2.800000000000000000e+02	1.651000000000000156e+01	1.787699999999999889e+01	1.791929999999999978e+01	1.753448058930489850e+01
2.800000000000000000e+02	1.700000000000000000e+01	1.824699999999999989e+01	1.827740000000000009e+01	1.801894635050725313e+01
2.800000000000000000e+02	1.750000000000000000e+01	1.859600000000000009e+01	1.864310000000000045e+01	1.839943677010007050e+01
2.800000000000000000e+02	1.798999999999999844e+01	1.896099999999999852e+01	1.900110000000000099e+01	1.845632744271911463e+01
2.800000000000000000e+02	1.851000000000000156e+01	1.933099999999999952e+01	1.937989999999999924e+01	1.937705098638318901e+01
2.800000000000000000e+02	1.901000000000000156e+01	1.968599999999999994e+01	1.974249999999999972e+01	1.971028448804818822e+01
2.800000000000000000e+02	1.946999999999999886e+01	2.000600000000000023e+01	2.007430000000000092e+01	1.995955732246377323e+01
2.800000000000000000e+02	1.983999999999999986e+01	2.026800000000000068e+01	2.033970000000000056e+01	2.015529978571429126e+01
3.000000000000000000e+02	4.750000000000000000e+00	1.200099999999999945e+01	1.200370000000000026e+01	1.221136171046840957e+01
3.000000000000000000e+02	4.990000000000000213e+00	1.206400000000000006e+01	1.206460000000000043e+01	1.221862786571150927e+01
3.000000000000000000e+02	5.490000000000000213e+00	1.219699999999999918e+01	1.219710000000000072e+01	1.240788419687871347e+01
3.000000000000000000e+02	5.969999999999999751e+00	1.233200000000000074e+01	1.233159999999999989e+01	1.248162023264236353e+01
3.000000000000000000e+02	6.469999999999999751e+00	1.248199999999999932e+01	1.247940000000000005e+01	1.257846279595405115e+01
3.000000000000000000e+02	7.000000000000000000e+00	1.264799999999999969e+01	1.264470000000000027e+01	1.267582348668727654e+01
3.000000000000000000e+02	7.500000000000000000e+00	1.281300000000000061e+01	1.280910000000000082e+01	1.301640415596997435e+01
