# Temperature (K)	Pressure (MPa)	Experimental(uPas)	NIST(uPas)	Model(uPas)
1.800000000000000000e+02	2.962000000000000099e+01	5.806000000000000227e+01	5.842900000000000205e+01	5.801370251226013863e+01
1.800000000000000000e+02	2.608999999999999986e+01	5.535000000000000142e+01	5.589759999999999707e+01	5.858676835187501553e+01
1.800000000000000000e+02	2.255999999999999872e+01	5.290999999999999659e+01	5.321079999999999899e+01	5.043918387708337292e+01
1.800000000000000000e+02	1.894000000000000128e+01	5.000000000000000000e+01	5.025289999999999679e+01	5.079794900345055453e+01
1.800000000000000000e+02	1.800000000000000000e+01	4.904999999999999716e+01	4.944409999999999883e+01	5.075300120100111201e+01
1.800000000000000000e+02	1.552999999999999936e+01	4.734000000000000341e+01	4.722120000000000317e+01	4.841388877964707405e+01
1.800000000000000000e+02	1.435999999999999943e+01	4.607000000000000028e+01	4.611099999999999710e+01	4.893346224749326723e+01
1.800000000000000000e+02	1.097000000000000064e+01	4.277000000000000313e+01	4.262120000000000175e+01	4.485182548115094647e+01
1.800000000000000000e+02	6.679999999999999716e+00	3.764000000000000057e+01	3.726039999999999708e+01	4.383044974844389685e+01
1.800000000000000000e+02	4.730000000000000426e+00	3.446999999999999886e+01	3.408630000000000138e+01	4.386856675789635318e+01
1.800000000000000000e+02	3.529999999999999805e+00	3.178000000000000114e+01	3.153209999999999980e+01	4.394373200158215553e+01
1.700000000000000000e+02	3.135999999999999943e+01	6.587000000000000455e+01	6.653730000000000189e+01	5.724119187177259960e+01
1.700000000000000000e+02	2.801000000000000156e+01	6.350000000000000000e+01	6.414589999999999748e+01	5.745065610055439720e+01
1.700000000000000000e+02	2.462999999999999901e+01	6.125999999999999801e+01	6.161520000000000152e+01	5.022382119851959459e+01
1.700000000000000000e+02	2.144000000000000128e+01	5.820000000000000284e+01	5.909870000000000090e+01	4.986254340606555502e+01
1.700000000000000000e+02	1.778000000000000114e+01	5.565999999999999659e+01	5.602499999999999858e+01	5.004180972509879410e+01
1.700000000000000000e+02	1.476999999999999957e+01	5.331000000000000227e+01	5.331150000000000233e+01	4.701693830089745063e+01
1.700000000000000000e+02	1.465000000000000036e+01	5.325999999999999801e+01	5.319919999999999760e+01	4.702109094476157480e+01
1.700000000000000000e+02	1.161999999999999922e+01	5.025999999999999801e+01	5.023890000000000100e+01	4.258951714708375391e+01
1.700000000000000000e+02	8.589999999999999858e+00	4.707000000000000028e+01	4.697910000000000252e+01	4.320838284235448867e+01
1.700000000000000000e+02	5.919999999999999929e+00	4.364999999999999858e+01	4.374649999999999750e+01	4.356674633412647779e+01
1.700000000000000000e+02	3.209999999999999964e+00	4.024000000000000199e+01	3.989419999999999789e+01	4.200194278891460442e+01
