# Temperature (K)	Pressure (MPa)	Experimental(uPas)	NIST(uPas)	Model(uPas)
2.600000000000000000e+02	4.750000000000000000e+00	1.089600000000000080e+01	1.089070000000000071e+01	1.005100392187998892e+01
2.600000000000000000e+02	5.000000000000000000e+00	1.098799999999999955e+01	1.098070000000000057e+01	9.845290830794594328e+00
2.600000000000000000e+02	5.500000000000000000e+00	1.118200000000000038e+01	1.117329999999999934e+01	1.082588013779398572e+01
2.600000000000000000e+02	6.000000000000000000e+00	1.139400000000000013e+01	1.138330000000000020e+01	1.085960295885304028e+01
2.600000000000000000e+02	6.500000000000000000e+00	1.162299999999999933e+01	1.161180000000000057e+01	1.185303166644509254e+01
2.600000000000000000e+02	7.000000000000000000e+00	1.187100000000000044e+01	1.185989999999999966e+01	1.251687206590562518e+01
2.600000000000000000e+02	7.500000000000000000e+00	1.214100000000000001e+01	1.212829999999999941e+01	1.251140439505277691e+01
2.600000000000000000e+02	7.990000000000000213e+00	1.242800000000000082e+01	1.241189999999999927e+01	1.264769785630865506e+01
2.600000000000000000e+02	8.480000000000000426e+00	1.272600000000000087e+01	1.271630000000000038e+01	1.283867129453978606e+01
2.600000000000000000e+02	9.009999999999999787e+00	1.307199999999999918e+01	1.306930000000000014e+01	1.338632612329837990e+01
2.600000000000000000e+02	9.460000000000000853e+00	1.338899999999999935e+01	1.338819999999999943e+01	1.346252040949213047e+01
2.600000000000000000e+02	9.990000000000000213e+00	1.379100000000000037e+01	1.378589999999999982e+01	1.337385775218755235e+01
2.600000000000000000e+02	1.050000000000000000e+01	1.418500000000000050e+01	1.419030000000000058e+01	1.326120130988044998e+01
2.600000000000000000e+02	1.100999999999999979e+01	1.459699999999999953e+01	1.461430000000000007e+01	1.481972812508761628e+01
2.600000000000000000e+02	1.148000000000000043e+01	1.500399999999999956e+01	1.502089999999999925e+01	1.499355937353980295e+01
2.600000000000000000e+02	1.200999999999999979e+01	1.548199999999999932e+01	1.549510000000000076e+01	1.649256477997294823e+01
2.600000000000000000e+02	1.248000000000000043e+01	1.590300000000000047e+01	1.592719999999999914e+01	1.674362438304378742e+01
2.600000000000000000e+02	1.301999999999999957e+01	1.639600000000000080e+01	1.643430000000000035e+01	1.688246676606166830e+01
2.600000000000000000e+02	1.350000000000000000e+01	1.684600000000000009e+01	1.689179999999999993e+01	1.699382552038143857e+01
2.600000000000000000e+02	1.399000000000000021e+01	1.732600000000000051e+01	1.736289999999999978e+01	1.695252665576527207e+01
2.600000000000000000e+02	1.450000000000000000e+01	1.780000000000000071e+01	1.785529999999999973e+01	1.751297117762283051e+01
2.600000000000000000e+02	1.500999999999999979e+01	1.829200000000000159e+01	1.834740000000000038e+01	1.816105117221763976e+01
2.600000000000000000e+02	1.552999999999999936e+01	1.878600000000000136e+01	1.884690000000000154e+01	1.799754217507025444e+01
2.600000000000000000e+02	1.601000000000000156e+01	1.923999999999999844e+01	1.930450000000000088e+01	1.815415017371500994e+01
2.600000000000000000e+02	1.653999999999999915e+01	1.973499999999999943e+01	1.980460000000000065e+01	1.942452625800174459e+01
2.600000000000000000e+02	1.701999999999999957e+01	2.019200000000000017e+01	2.025199999999999889e+01	1.942653050200826925e+01
2.600000000000000000e+02	1.739000000000000057e+01	2.053200000000000003e+01	2.059280000000000044e+01	2.216635535683251845e+01
2.600000000000000000e+02	1.798999999999999844e+01	2.106200000000000117e+01	2.113759999999999906e+01	2.217237456498950010e+01
2.600000000000000000e+02	1.846999999999999886e+01	2.149599999999999866e+01	2.156599999999999895e+01	2.233786860717859923e+01
2.600000000000000000e+02	1.898999999999999844e+01	2.194300000000000139e+01	2.202260000000000062e+01	2.247104242696691756e+01
2.600000000000000000e+02	1.946999999999999886e+01	2.235900000000000176e+01	2.243680000000000163e+01	2.201650927973090077e+01
2.600000000000000000e+02	1.982000000000000028e+01	2.265200000000000102e+01	2.273460000000000036e+01	2.260076738572540833e+01
2.800000000000000000e+02	1.048000000000000043e+01	1.110699999999999932e+01	1.387749999999999950e+01	1.245628405483953038e+01
2.800000000000000000e+02	1.050000000000000000e+01	1.116200000000000081e+01	1.388879999999999981e+01	1.250114664465396075e+01
2.800000000000000000e+02	1.051999999999999957e+01	1.123499999999999943e+01	1.390019999999999989e+01	1.249865337774630802e+01
2.800000000000000000e+02	1.053999999999999915e+01	1.129499999999999993e+01	1.391150000000000020e+01	1.249660411240129143e+01
2.800000000000000000e+02	1.055000000000000071e+01	1.136800000000000033e+01	1.391719999999999935e+01	1.249411085378966924e+01
2.800000000000000000e+02	1.056000000000000050e+01	1.143999999999999950e+01	1.392290000000000028e+01	1.252323064954154219e+01
2.800000000000000000e+02	1.057000000000000028e+01	1.151399999999999935e+01	1.392859999999999943e+01	1.252961803111447026e+01
2.800000000000000000e+02	1.058999999999999986e+01	1.167600000000000016e+01	1.393999999999999950e+01	1.255692157396273601e+01
2.800000000000000000e+02	1.059999999999999964e+01	1.184500000000000064e+01	1.394570000000000043e+01	1.255074309459528514e+01
2.800000000000000000e+02	1.061999999999999922e+01	1.202699999999999925e+01	1.395710000000000051e+01	1.254408939742119600e+01
2.800000000000000000e+02	1.066000000000000014e+01	1.221799999999999997e+01	1.398000000000000043e+01	1.250435420955088794e+01
2.800000000000000000e+02	1.069999999999999929e+01	1.242099999999999937e+01	1.400300000000000011e+01	1.252463397989628824e+01
2.800000000000000000e+02	1.074000000000000021e+01	1.262700000000000067e+01	1.402599999999999980e+01	1.286549750729735386e+01
2.800000000000000000e+02	1.078999999999999915e+01	1.287500000000000000e+01	1.405499999999999972e+01	1.285773475554165479e+01
2.800000000000000000e+02	1.083000000000000007e+01	1.310500000000000043e+01	1.407820000000000071e+01	1.300212624199698830e+01
2.800000000000000000e+02	1.089000000000000057e+01	1.336100000000000065e+01	1.411320000000000086e+01	1.286931813682496539e+01
2.800000000000000000e+02	1.093999999999999950e+01	1.362500000000000000e+01	1.414240000000000030e+01	1.397320333678058368e+01
2.800000000000000000e+02	1.099000000000000021e+01	1.390199999999999925e+01	1.417179999999999929e+01	1.399184604525119724e+01
2.800000000000000000e+02	1.105000000000000071e+01	1.418999999999999950e+01	1.420720000000000027e+01	1.383001605818692958e+01
2.800000000000000000e+02	1.150000000000000000e+01	1.448199999999999932e+01	1.447770000000000046e+01	1.432475825663406965e+01
2.800000000000000000e+02	1.200000000000000000e+01	1.479499999999999993e+01	1.478829999999999956e+01	1.456122891983364731e+01
2.800000000000000000e+02	1.248000000000000043e+01	1.509800000000000075e+01	1.509580000000000055e+01	1.512907290047165176e+01
2.800000000000000000e+02	1.300000000000000000e+01	1.543999999999999950e+01	1.543820000000000014e+01	1.535330918352841856e+01
2.800000000000000000e+02	1.350000000000000000e+01	1.576600000000000001e+01	1.577560000000000073e+01	1.568889371596111815e+01
2.800000000000000000e+02	1.392999999999999972e+01	1.605900000000000105e+01	1.607150000000000034e+01	1.565324704845160753e+01
2.800000000000000000e+02	1.447000000000000064e+01	1.643100000000000094e+01	1.644940000000000069e+01	1.635886263534937157e+01
2.800000000000000000e+02	1.500000000000000000e+01	1.680699999999999861e+01	1.682600000000000051e+01	1.525721155847881683e+01
2.800000000000000000e+02	1.550000000000000000e+01	1.716700000000000159e+01	1.718540000000000134e+01	1.543732327972260521e+01
2.800000000000000000e+02	1.600000000000000000e+01	1.752299999999999969e+01	1.754769999999999897e+01	1.527725697658737047e+01
2.800000000000000000e+02	1.651000000000000156e+01	1.787699999999999889e+01	1.791929999999999978e+01	1.614400310942482619e+01
2.800000000000000000e+02	1.700000000000000000e+01	1.824699999999999989e+01	1.827740000000000009e+01	1.644531236685660147e+01
2.800000000000000000e+02	1.750000000000000000e+01	1.859600000000000009e+01	1.864310000000000045e+01	1.717263435759078050e+01
2.800000000000000000e+02	1.798999999999999844e+01	1.896099999999999852e+01	1.900110000000000099e+01	1.705601095621731034e+01
