Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
273.092	18.8977	178.368	0.00560638	8.60076	10.3005	51.2227	29.4889	62.9772	519.805	1.60337	20.3042	0.0640928	supercritical
273.150	18.8927	178.248	0.00561015	8.60422	10.3046	51.2396	29.4891	62.9642	519.677	1.60493	20.2943	0.0640689	supercritical
191.032	4.67010	172.472	0.00579805	6.10646	6.54086	40.4108	51.5403	6666.20	216.047	6.50484	17.0060	0.153920	supercritical
192.498	4.92950	186.996	0.00534770	5.98392	6.40683	39.5914	40.9962	892.026	259.585	5.42653	18.5686	0.0854310	supercritical
195.840	5.52560	188.075	0.00531702	6.09765	6.56898	40.1640	36.4412	399.958	294.025	4.84887	18.6839	0.0732301	supercritical
198.182	5.95110	188.307	0.00531049	6.17810	6.68511	40.5693	35.0429	295.552	309.814	4.55905	18.7508	0.0698788	supercritical
203.434	6.91920	188.494	0.00530520	6.35411	6.94300	41.4432	33.1179	194.373	339.262	4.03335	18.9023	0.0662991	supercritical
212.034	8.53080	188.490	0.00530532	6.63040	7.35648	42.7738	31.3402	132.961	377.559	3.40700	19.1806	0.0641317	supercritical
212.035	8.53100	188.490	0.00530531	6.63043	7.35652	42.7739	31.3401	132.956	377.564	3.40692	19.1807	0.0641316	supercritical
222.632	10.5407	188.439	0.00530677	6.95730	7.85469	44.2794	30.3425	101.570	414.475	2.84039	19.5543	0.0634171	supercritical
233.402	12.5956	188.380	0.00530843	7.28198	8.35465	45.7051	29.8451	85.4285	446.457	2.40026	19.9395	0.0635496	supercritical
233.403	12.5973	188.401	0.00530782	7.28170	8.35439	45.7033	29.8449	85.4223	446.503	2.39952	19.9418	0.0635547	supercritical
237.033	13.2922	188.390	0.00530815	7.39000	8.52193	46.1641	29.7364	81.6622	456.493	2.27301	20.0718	0.0637067	supercritical
237.034	13.2920	188.384	0.00530829	7.39011	8.52205	46.1646	29.7364	81.6623	456.485	2.27314	20.0713	0.0637055	supercritical
243.378	14.5053	188.336	0.00530965	7.57898	8.81457	46.9523	29.5963	76.3401	473.108	2.07391	20.2937	0.0640504	supercritical
243.381	14.5050	188.326	0.00530994	7.57922	8.81484	46.9535	29.5963	76.3395	473.095	2.07411	20.2928	0.0640481	supercritical
253.284	16.3987	188.244	0.00531226	7.87283	9.27038	48.1383	29.4766	70.2051	497.320	1.80682	20.6333	0.0647464	supercritical
263.449	18.3402	188.152	0.00531485	8.17360	9.73738	49.3054	29.4537	65.6856	520.328	1.57563	20.9733	0.0656091	supercritical
268.300	19.2683	188.129	0.00531549	8.31685	9.95997	49.8449	29.4729	63.9647	530.778	1.47716	21.1343	0.0660669	supercritical
268.300	19.2678	188.126	0.00531560	8.31691	9.96001	49.8453	29.4729	63.9650	530.769	1.47725	21.1339	0.0660660	supercritical
272.694	20.1050	188.084	0.00531678	8.44709	10.1620	50.3279	29.5054	62.5967	539.896	1.39443	21.2756	0.0664947	supercritical
272.695	20.1049	188.081	0.00531684	8.44715	10.1620	50.3282	29.5055	62.5965	539.893	1.39446	21.2754	0.0664943	supercritical
272.698	20.1046	188.075	0.00531702	8.44733	10.1623	50.3291	29.5055	62.5961	539.885	1.39454	21.2749	0.0664930	supercritical
190.032	4.52360	200.303	0.00499243	5.71451	6.07682	38.0418	41.8869	1547.00	249.435	5.27431	20.2351	0.0948329	liquid
191.032	4.72470	204.219	0.00489671	5.70661	6.07777	37.9631	38.8382	640.481	276.292	4.70255	20.5951	0.0832373	supercritical
190.532	4.02390	70.7299	0.0141383	7.84074	8.75343	52.6113	32.3446	107.747	280.781	10.8441	9.16568	0.0386344	vapor
190.703	4.65990	203.976	0.00490253	5.69676	6.06326	37.9138	39.3601	734.893	271.035	4.79903	20.5874	0.0862457	supercritical
191.454	4.80970	204.678	0.00488571	5.71710	6.09408	38.0135	38.1970	549.707	282.983	4.58007	20.6272	0.0806819	supercritical
192.397	4.99690	204.682	0.00488562	5.75258	6.14423	38.1984	37.2040	441.042	293.882	4.40429	20.5960	0.0774588	supercritical
196.505	5.85210	205.835	0.00485825	5.88377	6.33988	38.8609	34.3803	248.094	331.833	3.80057	20.7186	0.0715960	supercritical
203.573	7.36420	206.065	0.00485284	6.11491	6.68823	40.0139	32.1779	157.432	375.027	3.18256	20.8915	0.0686090	supercritical
209.295	8.61100	206.053	0.00485311	6.29621	6.96664	40.8924	31.2133	126.938	401.999	2.82509	21.0647	0.0677340	supercritical
218.622	10.6682	206.013	0.00485407	6.58338	7.41415	42.2356	30.3415	100.723	438.174	2.37529	21.3800	0.0673314	supercritical
228.103	12.7755	205.950	0.00485554	6.86951	7.86468	43.5181	29.8736	86.1970	469.536	2.02199	21.7116	0.0675265	supercritical
238.550	15.1093	205.898	0.00485677	7.18073	8.35799	44.8534	29.5935	76.3715	500.366	1.71156	22.0799	0.0681022	supercritical
245.920	16.7546	205.820	0.00485862	7.39955	8.70551	45.7588	29.4894	71.5603	520.239	1.52997	22.3314	0.0686342	supercritical
252.972	18.3347	205.791	0.00485931	7.60775	9.03706	46.5943	29.4441	67.9744	538.236	1.37666	22.5736	0.0692294	supercritical
260.108	19.9300	205.734	0.00486066	7.81867	9.37278	47.4181	29.4439	65.0782	555.386	1.23979	22.8106	0.0698824	supercritical
267.312	21.5373	205.664	0.00486229	8.03191	9.71193	48.2288	29.4839	62.7067	571.769	1.11673	23.0434	0.0705873	supercritical
274.151	23.0576	205.579	0.00486431	8.23502	10.0344	48.9818	29.5550	60.8498	586.518	1.01193	23.2573	0.0712899	supercritical
188.969	4.38660	219.937	0.00454675	5.43364	5.75361	36.3916	36.8139	459.217	300.550	4.00476	22.5424	0.0780609	liquid
189.258	4.45020	219.886	0.00454780	5.44488	5.76956	36.4515	36.6019	426.874	303.941	3.94969	22.5202	0.0780017	liquid
189.767	4.56390	219.920	0.00454711	5.46299	5.79592	36.5468	36.2217	379.659	310.095	3.85113	22.4997	0.0780920	liquid
190.032	4.02400	71.9231	0.0139037	7.80045	8.69803	52.3200	32.6805	113.547	278.653	10.8966	9.18482	0.0387511	vapor
190.172	4.65490	219.932	0.00454686	5.47745	5.81700	36.6228	35.9413	350.797	314.705	3.78003	22.4849	0.0784473	liquid
191.032	4.35230	86.3977	0.0115744	7.54737	8.35553	50.1706	34.8067	171.837	269.842	10.2852	9.91071	0.0467703	vapor
190.447	4.71770	220.005	0.00454534	5.48638	5.83039	36.6691	35.7477	333.266	317.950	3.73007	22.4842	0.0790163	liquid
190.532	4.73790	220.093	0.00454353	5.48830	5.83365	36.6784	35.6773	327.379	319.158	3.71067	22.4922	0.0794146	liquid
190.736	4.78400	220.078	0.00454384	5.49575	5.84448	36.7177	35.5533	317.152	321.253	3.68013	22.4843	0.0785561	supercritical
191.075	4.86150	220.107	0.00454324	5.50740	5.86173	36.7784	35.3453	301.273	324.824	3.62794	22.4789	0.0774905	supercritical
192.892	5.28170	220.209	0.00454114	5.56940	5.95418	37.1005	34.3872	242.260	342.098	3.38796	22.4649	0.0748105	supercritical
195.048	5.78930	220.287	0.00453954	5.64152	6.06313	37.4716	33.5070	201.362	359.647	3.16007	22.4765	0.0732828	supercritical
195.065	5.79280	220.262	0.00454004	5.64241	6.06433	37.4764	33.5035	201.224	359.700	3.15978	22.4736	0.0732718	supercritical
197.100	6.27870	220.310	0.00453907	5.70927	6.16648	37.8169	32.8532	176.089	374.186	2.98063	22.5030	0.0724080	supercritical
