Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
190.850	4.62000	127.646	0.00783419	6.78044	7.36109	44.7356	44.6194	1470.15	241.029	8.29863	12.5215	0.106641	supercritical
190.850	4.63000	135.063	0.00740394	6.65494	7.20489	43.9108	47.2999	2630.06	234.648	7.91021	13.1294	0.130348	supercritical
190.850	4.64000	157.967	0.00633044	6.29661	6.76784	41.6149	54.9558	14787.6	213.387	6.98248	15.3614	0.226751	supercritical
190.850	4.64000	157.967	0.00633044	6.29661	6.76784	41.6149	54.9558	14787.6	213.387	6.98248	15.3614	0.226751	supercritical
190.850	4.64000	157.967	0.00633044	6.29661	6.76784	41.6149	54.9558	14787.6	213.387	6.98248	15.3614	0.226751	supercritical
190.850	4.64000	157.967	0.00633044	6.29661	6.76784	41.6149	54.9558	14787.6	213.387	6.98248	15.3614	0.226751	supercritical
190.850	4.65000	187.415	0.00533576	5.90752	6.30556	39.1880	45.6656	2486.17	232.490	5.85346	18.7179	0.110956	supercritical
190.850	4.65000	187.415	0.00533576	5.90752	6.30556	39.1880	45.6656	2486.17	232.490	5.85346	18.7179	0.110956	supercritical
190.630	4.51000	104.687	0.00955229	7.18362	7.87476	47.5099	38.8264	385.512	256.054	9.53129	10.8951	0.0669433	vapor
190.630	4.56000	114.344	0.00874556	7.00594	7.64572	46.2698	41.1474	657.260	249.629	9.03390	11.5218	0.0820828	vapor
190.630	4.59000	124.995	0.00800030	6.81654	7.40566	44.9893	undefined	undefined	undefined	undefined	12.2928	undefined	vapor
190.630	4.60000	131.958	0.00757816	6.69677	7.25601	44.1977	undefined	undefined	undefined	undefined	12.8439	undefined	supercritical
190.630	4.61000	178.976	0.00558735	6.00211	6.41533	39.7818	51.1534	11610.1	213.420	6.37947	17.7875	0.185899	supercritical
190.630	4.61000	178.976	0.00558735	6.00211	6.41533	39.7818	51.1534	11610.1	213.420	6.37947	17.7875	0.185899	supercritical
190.630	4.61000	178.976	0.00558735	6.00211	6.41533	39.7818	51.1534	11610.1	213.420	6.37947	17.7875	0.185899	supercritical
190.630	4.61000	178.976	0.00558735	6.00211	6.41533	39.7818	51.1534	11610.1	213.420	6.37947	17.7875	0.185899	supercritical
190.630	4.61000	178.976	0.00558735	6.00211	6.41533	39.7818	51.1534	11610.1	213.420	6.37947	17.7875	0.185899	supercritical
190.630	4.61000	178.976	0.00558735	6.00211	6.41533	39.7818	51.1534	11610.1	213.420	6.37947	17.7875	0.185899	supercritical
190.560	4.51000	105.684	0.00946221	7.16230	7.84692	47.3638	39.1223	410.505	255.142	9.49086	10.9509	0.0697757	vapor
190.560	4.56000	116.317	0.00859721	6.96739	7.59632	46.0106	41.7670	760.352	247.987	8.93660	11.6518	0.0883556	vapor
190.560	4.58000	123.899	0.00807108	6.83262	7.42565	45.1009	44.0285	1309.89	242.456	8.52423	12.2023	0.107831	vapor
190.560	4.60000	183.172	0.00545934	5.94631	6.34919	39.4394	undefined	undefined	undefined	undefined	18.2749	undefined	liquid
190.560	4.60000	183.172	0.00545934	5.94631	6.34919	39.4394	undefined	undefined	undefined	undefined	18.2749	undefined	liquid
190.560	4.60000	183.172	0.00545934	5.94631	6.34919	39.4394	undefined	undefined	undefined	undefined	18.2749	undefined	liquid
190.560	4.60000	183.172	0.00545934	5.94631	6.34919	39.4394	undefined	undefined	undefined	undefined	18.2749	undefined	liquid
190.560	4.60000	183.172	0.00545934	5.94631	6.34919	39.4394	undefined	undefined	undefined	undefined	18.2749	undefined	liquid
190.560	4.60000	183.172	0.00545934	5.94631	6.34919	39.4394	undefined	undefined	undefined	undefined	18.2749	undefined	liquid
190.560	4.60000	183.172	0.00545934	5.94631	6.34919	39.4394	undefined	undefined	undefined	undefined	18.2749	undefined	liquid
190.500	0.770000	8.28170	0.120748	9.15698	10.6486	73.9654	25.7527	36.2397	350.556	10.3776	7.44388	0.0215044	vapor
190.500	1.54000	17.7738	0.0562627	8.94985	10.3399	67.0781	26.5361	40.2897	337.580	10.6434	7.60104	0.0228672	vapor
190.500	2.20000	27.3016	0.0366279	8.74394	10.0367	62.9679	27.3697	45.5318	325.367	10.8528	7.79494	0.0245063	vapor
190.500	2.76000	36.9127	0.0270909	8.53874	9.73828	59.9147	28.2634	52.4985	313.927	11.0019	8.02796	0.0265277	vapor
190.500	3.23000	46.6858	0.0214198	8.33297	9.44290	57.4091	29.2566	62.1349	303.232	11.0770	8.30454	0.0290790	vapor
190.500	3.60000	56.1826	0.0177991	8.13590	9.16387	55.3349	30.3461	75.2621	293.728	11.0619	8.61275	0.0321817	vapor
190.500	3.90000	65.9078	0.0151727	7.93712	8.88643	53.4623	31.6361	94.7858	284.835	10.9459	8.97018	0.0361910	vapor
190.500	4.13000	75.6334	0.0132217	7.74145	8.61747	51.7755	33.1406	124.435	276.688	10.7249	9.37226	0.0413077	vapor
190.500	4.30000	85.3655	0.0117143	7.54898	8.35708	50.2300	34.8772	171.691	269.163	10.4058	9.82303	0.0479052	vapor
190.500	4.42000	95.1210	0.0105129	7.35981	8.10528	48.7957	36.8373	251.752	262.130	10.0034	10.3290	0.0565400	vapor
190.500	4.50000	104.965	0.00952701	7.17337	7.86115	47.4465	39.0143	399.726	255.409	9.53495	10.9015	0.0681855	vapor
190.500	4.55000	115.216	0.00867937	6.98477	7.61832	46.1334	41.5556	721.797	248.496	9.00240	11.5699	0.0853087	vapor
190.500	4.58000	128.082	0.00780752	6.75713	7.33080	44.6031	45.6528	1957.95	238.724	8.29877	12.5177	0.122159	vapor
190.500	4.59000	180.930	0.00552701	5.97108	6.37807	39.5956	undefined	undefined	undefined	undefined	18.0274	undefined	liquid
190.500	4.59000	180.930	0.00552701	5.97108	6.37807	39.5956	undefined	undefined	undefined	undefined	18.0274	undefined	liquid
190.430	4.49000	104.396	0.00957890	7.18128	7.87127	47.5077	38.9497	392.868	255.545	9.57282	10.8608	0.0671046	vapor
190.430	4.54000	114.424	0.00873939	6.99622	7.63274	46.2164	41.4406	700.870	248.751	9.05282	11.5092	0.0834595	vapor
190.430	4.57000	126.721	0.00789132	6.77753	7.35609	44.7425	45.3189	1822.64	239.497	8.37847	12.4038	0.117509	vapor
190.430	4.58000	186.115	0.00537302	5.90385	6.29863	39.1831	48.1173	6983.59	220.716	6.10047	18.6235	0.148710	liquid
190.250	4.29000	85.8782	0.0116444	7.53018	8.33159	50.1059	35.1039	177.988	268.100	10.4252	9.83072	0.0478245	vapor
190.250	4.40000	95.1226	0.0105128	7.35055	8.09263	48.7469	37.0152	258.652	261.355	10.0400	10.3100	0.0559397	vapor
190.250	4.48000	105.426	0.00948530	7.15494	7.83667	47.3339	39.3714	428.529	254.204	9.54530	10.9090	0.0681846	vapor
190.250	4.52000	113.947	0.00877604	6.99744	7.63382	46.2369	41.5607	718.301	248.343	9.09934	11.4601	0.0824984	vapor
190.250	4.55000	127.408	0.00784881	6.75736	7.33028	44.6202	46.0581	2295.99	237.923	8.35169	12.4361	0.124402	vapor
189.650	3.86000	65.9833	0.0151554	7.90860	8.84710	53.3066	31.8477	97.3557	282.973	11.0816	8.92394	0.0356997	vapor
189.650	4.08000	75.6482	0.0132191	7.71285	8.57810	51.6241	33.4476	129.379	274.643	10.8610	9.31868	0.0406176	vapor
189.650	4.25000	86.0312	0.0116237	7.50600	8.29853	49.9711	35.4598	187.121	266.329	10.5128	9.79538	0.0475383	vapor
189.650	4.36000	96.0437	0.0104119	7.31039	8.03867	48.4982	37.6782	289.655	258.800	10.0863	10.3133	0.0565664	vapor
189.650	4.42000	104.537	0.00956600	7.14794	7.82626	47.3274	39.7731	458.092	252.666	9.67150	10.8029	0.0671146	vapor
189.650	4.46000	114.311	0.00874803	6.96553	7.59146	46.0582	42.5580	918.475	245.589	9.14809	11.4267	0.0857689	vapor
188.150	0.760000	8.28937	0.120637	9.09628	10.5671	73.6376	25.7630	36.3064	348.051	10.6274	7.35394	0.0211711	vapor
188.150	1.51000	17.6963	0.0565089	8.88914	10.2581	66.7892	26.5725	40.4619	334.857	10.9184	7.50497	0.0224871	vapor
188.150	2.16000	27.2938	0.0366383	8.67969	9.94930	62.6305	27.4527	45.9887	322.195	11.1576	7.69439	0.0240986	vapor
188.150	2.71000	37.0376	0.0269996	8.46948	9.64331	59.5277	28.4172	53.5293	310.219	11.3365	7.92390	0.0260931	vapor
188.150	3.15000	46.5672	0.0214743	8.26646	9.35166	57.0726	29.4746	63.7863	299.379	11.4345	8.18539	0.0284934	vapor
188.150	3.51000	56.3291	0.0177528	8.06110	9.06077	54.9258	30.7404	79.0414	289.126	11.4375	8.49193	0.0315558	vapor
188.150	3.79000	66.1693	0.0151127	7.85670	8.77559	53.0180	32.2748	102.653	279.566	11.3266	8.84158	0.0354735	vapor
188.150	3.99000	75.6132	0.0132252	7.66295	8.50951	51.3621	34.0471	139.334	270.994	11.1087	9.21754	0.0403246	vapor
188.150	4.14000	85.7136	0.0116668	7.45852	8.23340	49.7351	36.2988	209.121	262.340	10.7632	9.66777	0.0472652	vapor
188.150	4.23000	95.1015	0.0105151	7.27151	7.98507	48.3300	38.7261	339.775	254.657	10.3545	10.1369	0.0563849	vapor
183.150	0.740000	8.32231	0.120159	8.96666	10.3931	72.9083	25.7953	36.4737	342.617	11.1936	7.16157	0.0205525	vapor
183.150	1.46000	17.7194	0.0564353	8.75550	10.0774	66.0599	26.6825	40.9719	328.699	11.5494	7.30170	0.0218708	vapor
183.150	2.08000	27.3709	0.0365352	8.54021	9.75936	61.8602	27.6700	47.1644	315.165	11.8590	7.47838	0.0235174	vapor
183.150	2.59000	37.0666	0.0269785	8.32588	9.44686	58.7493	28.7904	55.9005	302.374	12.1070	7.68933	0.0255475	vapor
183.150	2.99000	46.5924	0.0214627	8.11703	9.14656	56.2646	30.1194	68.6299	290.557	12.2655	7.92841	0.0280193	vapor
183.150	3.31000	56.5189	0.0176932	7.90071	8.84025	54.0442	31.8890	89.8930	278.907	12.3105	8.20916	0.0312910	vapor
183.150	3.54000	66.3788	0.0150650	7.68653	8.54210	52.0861	34.1897	127.518	267.820	12.2120	8.51804	0.0356034	vapor
173.150	0.690000	8.26830	0.120944	8.70953	10.0483	71.5152	25.8876	36.8411	331.592	12.4812	6.76997	0.0193553	vapor
173.150	1.36000	17.7857	0.0562248	8.48574	9.71246	64.5184	26.9875	42.2784	315.837	13.0123	6.88433	0.0207678	vapor
173.150	1.91000	27.4052	0.0364895	8.25991	9.37801	60.2780	28.2930	50.2725	300.507	13.5131	7.02243	0.0225715	vapor
173.150	2.34000	37.0121	0.0270182	8.03371	9.04798	57.1173	30.0629	63.1755	285.656	13.9538	7.17554	0.0248499	vapor
163.150	0.650000	8.34944	0.119769	8.44791	9.69684	69.8836	26.0576	37.4191	319.835	14.0478	6.37186	0.0182111	vapor
163.150	1.26000	17.8929	0.0558882	8.21103	9.34075	62.8420	27.4802	44.2020	302.081	14.8347	6.44753	0.0197878	vapor
163.150	1.74000	27.5538	0.0362927	7.96765	8.98074	58.5048	29.6372	56.0343	284.217	15.6549	6.51805	0.0219139	vapor
153.150	0.600000	8.29778	0.120514	8.18754	9.34758	68.2839	26.2958	38.1264	307.746	15.9698	5.96329	0.0170839	vapor
143.150	0.560000	8.41311	0.118862	7.91950	8.98735	66.3700	26.7295	39.3283	294.588	18.4533	5.54218	0.0160423	vapor
190.430	4.58000	186.115	0.00537302	5.90385	6.29863	39.1831	48.1173	6983.59	220.716	6.10047	18.6235	0.148710	liquid
190.370	4.57000	134.187	0.00745229	6.64661	7.19298	43.8858	48.6809	4688.06	232.205	7.97122	12.9959	0.163055	vapor
190.350	4.57000	192.163	0.00520391	5.82663	6.20816	38.7124	45.0108	3006.11	232.883	5.74886	19.3046	0.114198	liquid
190.250	4.56000	198.412	0.00504001	5.74657	6.11527	38.2286	42.2383	1547.39	247.855	5.33879	20.0034	0.0966082	liquid
190.030	4.52000	123.644	0.00808771	6.81349	7.39996	45.0068	45.1085	1832.14	240.006	8.58110	12.1255	0.112326	vapor
189.970	4.52000	204.094	0.00489970	5.66608	6.02137	37.7514	40.4588	1076.09	260.078	4.99944	20.6593	0.0885427	liquid
189.650	4.47000	208.227	0.00480246	5.60311	5.94750	37.3828	39.4583	884.379	268.393	4.76945	21.1486	0.0847345	liquid
189.650	4.47000	208.227	0.00480246	5.60311	5.94750	37.3828	39.4583	884.379	268.393	4.76945	21.1486	0.0847345	liquid
189.500	4.45000	211.000	0.00473934	5.56349	5.90183	37.1499	38.7436	744.200	275.565	4.58843	21.4730	0.0824809	liquid
189.400	4.44000	213.401	0.00468601	5.53029	5.86408	36.9546	38.1356	637.249	282.496	4.42203	21.7538	0.0808624	liquid
188.700	4.34000	221.718	0.00451023	5.40169	5.71572	36.2089	36.5997	439.610	303.961	3.92135	22.7696	0.0776149	liquid
188.600	4.33000	223.279	0.00447871	5.37866	5.68977	36.0752	36.3153	408.025	308.799	3.81968	22.9619	0.0772397	liquid
188.150	4.27000	227.958	0.00438678	5.30401	5.60451	35.6452	35.6105	341.242	322.263	3.54441	23.5549	0.0765249	liquid
187.600	4.19000	95.8671	0.0104311	7.23484	7.93601	48.1046	39.4782	391.422	252.198	10.4013	10.1280	0.0580272	vapor
187.450	4.17000	94.7057	0.0105590	7.25207	7.95845	48.2422	39.2817	372.022	252.661	10.4802	10.0537	0.0567355	vapor
186.100	3.99000	85.3678	0.0117140	7.38976	8.13958	49.3841	37.7093	253.874	256.583	11.1134	9.48388	0.0478610	vapor
185.900	3.97000	84.7888	0.0117940	7.39419	8.14535	49.4354	37.6994	251.423	256.516	11.1704	9.44081	0.0474560	vapor
184.150	3.75000	75.8246	0.0131883	7.51819	8.31161	50.5720	36.2982	183.767	260.293	11.7974	8.92703	0.0410595	vapor
183.900	3.73000	257.728	0.00388006	4.77465	5.00683	32.6257	32.5978	156.685	422.297	2.06257	27.7568	0.0797474	liquid
183.150	3.64000	261.666	0.00382166	4.69728	4.92045	32.1854	32.3345	145.950	437.406	1.90370	28.3830	0.0807962	liquid
181.550	3.45000	66.0125	0.0151487	7.63929	8.47773	51.8527	34.9255	137.284	264.263	12.5238	8.38618	0.0356319	vapor
181.300	3.43000	270.601	0.00369548	4.51588	4.71923	31.1506	31.8205	126.482	473.391	1.57305	29.8815	0.0835343	liquid
178.250	3.10000	283.256	0.00353038	4.24245	4.41802	29.5817	31.2737	107.224	527.685	1.17446	32.2220	0.0881354	liquid
178.050	3.08000	284.029	0.00352076	4.22519	4.39916	29.4821	31.2458	106.262	531.153	1.15238	32.3746	0.0884419	liquid
174.250	2.70000	46.7581	0.0213867	7.83678	8.76315	54.6760	32.3436	84.4571	273.061	14.0248	7.40499	0.0278404	vapor
173.950	2.68000	298.433	0.00335083	3.88987	4.03394	27.5325	30.8384	91.7909	597.974	0.787996	35.4496	0.0946189	liquid
173.150	2.60000	44.5845	0.0224293	7.85333	8.78888	55.0265	32.0721	80.5246	274.058	14.2148	7.29641	0.0271123	vapor
169.150	2.24000	37.0607	0.0269828	7.91048	8.88013	56.3897	31.0330	68.2701	278.206	14.8408	6.94336	0.0247276	vapor
168.550	2.21000	314.621	0.00317843	3.48309	3.59578	25.1179	30.5892	80.8066	678.600	0.466774	39.5515	0.102585	liquid
163.150	1.80000	28.9926	0.0344915	7.93071	8.92673	57.9649	30.0862	58.6214	281.521	15.7731	6.52541	0.0222858	vapor
162.650	1.73000	27.5314	0.0363221	7.95338	8.96147	58.4222	29.7375	56.4115	283.401	15.7767	6.49030	0.0218824	vapor
161.450	1.69000	332.903	0.00300388	2.98610	3.06754	22.0730	30.5287	72.3963	776.454	0.191295	45.3016	0.112859	liquid
155.050	1.17000	17.8548	0.0560073	7.98688	9.03814	61.4472	28.1885	46.5573	290.367	16.6911	6.06948	0.0190786	vapor
153.150	1.20000	351.447	0.00284538	2.44111	2.49589	18.5851	30.6798	66.5322	882.500	-0.0163087	52.8346	0.124707	liquid
150.650	1.07000	16.7987	0.0595284	7.89096	8.91281	61.2331	28.4997	47.0323	285.911	17.7546	5.85393	0.0185027	vapor
148.150	0.960000	361.584	0.00276561	2.12602	2.16861	16.4844	30.8468	64.0953	943.122	-0.105973	57.9302	0.131819	liquid
143.150	0.750000	11.8103	0.0846721	7.82196	8.84075	63.2134	27.7899	43.1000	286.341	19.1471	5.52156	0.0167516	vapor
138.150	0.530000	8.30652	0.120387	7.78821	8.81182	65.5312	27.0496	40.0671	288.061	19.9842	5.32516	0.0155262	vapor
133.150	0.440000	7.08354	0.141172	7.69029	8.68680	65.9954	27.0422	39.6236	284.384	21.4600	5.11863	0.0147821	vapor
123.150	0.240000	405.027	0.00246897	0.643376	0.652882	5.51816	32.1890	57.4295	1220.78	-0.357530	92.7680	0.167474	liquid
113.150	0.110000	1.94940	0.512979	7.33362	8.23888	73.1203	25.9252	35.6496	272.977	28.8603	4.37911	0.0116034	vapor
190.500	4.59000	180.930	0.00552701	5.97108	6.37807	39.5956	undefined	undefined	undefined	undefined	18.0274	undefined	liquid
190.500	4.59000	180.930	0.00552701	5.97108	6.37807	39.5956	undefined	undefined	undefined	undefined	18.0274	undefined	liquid
190.500	4.59000	180.930	0.00552701	5.97108	6.37807	39.5956	undefined	undefined	undefined	undefined	18.0274	undefined	liquid
190.500	4.59000	180.930	0.00552701	5.97108	6.37807	39.5956	undefined	undefined	undefined	undefined	18.0274	undefined	liquid
190.500	4.59000	180.930	0.00552701	5.97108	6.37807	39.5956	undefined	undefined	undefined	undefined	18.0274	undefined	liquid
190.430	4.58000	186.115	0.00537302	5.90385	6.29863	39.1831	48.1173	6983.59	220.716	6.10047	18.6235	0.148710	liquid
190.430	4.58000	186.115	0.00537302	5.90385	6.29863	39.1831	48.1173	6983.59	220.716	6.10047	18.6235	0.148710	liquid
190.250	4.56000	198.412	0.00504001	5.74657	6.11527	38.2286	42.2383	1547.39	247.855	5.33879	20.0034	0.0966082	liquid
190.250	4.56000	198.412	0.00504001	5.74657	6.11527	38.2286	42.2383	1547.39	247.855	5.33879	20.0034	0.0966082	liquid
189.650	4.47000	208.227	0.00480246	5.60311	5.94750	37.3828	39.4583	884.379	268.393	4.76945	21.1486	0.0847345	liquid
189.650	4.47000	208.227	0.00480246	5.60311	5.94750	37.3828	39.4583	884.379	268.393	4.76945	21.1486	0.0847345	liquid
188.150	4.27000	227.958	0.00438678	5.30401	5.60451	35.6452	35.6105	341.242	322.263	3.54441	23.5549	0.0765249	liquid
188.150	4.27000	227.958	0.00438678	5.30401	5.60451	35.6452	35.6105	341.242	322.263	3.54441	23.5549	0.0765249	liquid
185.910	3.98000	245.763	0.00406896	4.99918	5.25898	33.9031	33.5641	201.868	379.096	2.59810	25.9661	0.0772808	liquid
183.150	3.64000	261.666	0.00382166	4.69728	4.92045	32.1854	32.3345	145.950	437.406	1.90370	28.3830	0.0807962	liquid
183.150	3.64000	261.666	0.00382166	4.69728	4.92045	32.1854	32.3345	145.950	437.406	1.90370	28.3830	0.0807962	liquid
178.150	3.09000	283.644	0.00352555	4.23381	4.40858	29.5318	31.2597	106.739	529.422	1.16335	32.2984	0.0882887	liquid
173.150	2.61000	301.028	0.00332195	3.82707	3.96617	27.1636	30.7840	89.7086	610.575	0.730498	36.0564	0.0958254	liquid
170.750	2.39000	40.2013	0.0248748	7.88329	8.83705	55.7693	31.5198	73.3292	276.130	14.6107	7.07969	0.0256988	vapor
163.150	1.80000	28.9926	0.0344915	7.93071	8.92673	57.9649	30.0862	58.6214	281.521	15.7731	6.52541	0.0222858	vapor
155.440	1.32000	346.559	0.00288552	2.58859	2.64970	19.5462	30.6204	67.8839	853.888	0.0325666	50.6459	0.121439	liquid
153.150	1.20000	351.447	0.00284538	2.44111	2.49589	18.5851	30.6798	66.5322	882.500	-0.0163087	52.8346	0.124707	liquid
143.150	0.750000	11.8103	0.0846721	7.82196	8.84075	63.2134	27.7899	43.1000	286.341	19.1471	5.52156	0.0167516	vapor
140.020	0.640000	10.1275	0.0987406	7.78497	8.79878	64.0556	27.5370	41.8475	286.017	19.8062	5.39158	0.0160982	vapor
133.150	0.440000	7.08354	0.141172	7.69029	8.68680	65.9954	27.0422	39.6236	284.384	21.4600	5.11863	0.0147821	vapor
125.090	0.270000	4.48526	0.222953	7.55800	8.52373	68.4465	26.5618	37.7245	280.822	23.8940	4.81266	0.0134106	vapor
123.150	0.240000	405.027	0.00246897	0.643376	0.652882	5.51816	32.1890	57.4295	1220.78	-0.357530	92.7680	0.167474	liquid
113.150	0.120000	420.189	0.00237988	0.0787876	0.0833692	0.735343	32.8823	56.0215	1323.30	-0.409954	113.261	0.181635	liquid
150.000	4.00000	364.634	0.00274248	2.13440	2.31039	16.5345	30.8516	62.0606	980.623	-0.155051	59.7414	0.134608	liquid
150.000	3.81000	364.235	0.00274548	2.14077	2.30859	16.5782	30.8458	62.2137	977.090	-0.150691	59.5110	0.134279	liquid
150.000	3.62000	363.831	0.00274853	2.14721	2.30683	16.6224	30.8402	62.3703	973.521	-0.146240	59.2792	0.133947	liquid
150.000	3.42000	363.402	0.00275177	2.15405	2.30503	16.6692	30.8344	62.5391	969.724	-0.141455	59.0338	0.133595	liquid
150.000	3.22000	362.969	0.00275506	2.16097	2.30329	16.7165	30.8288	62.7122	965.884	-0.136564	58.7868	0.133240	liquid
