# Temperature (K)	Pressure (MPa)	Experimental(kJ/mol)	NIST(kJ/mol)	Model(kJ/mol)
1.950000000000000000e+02	5.000000000000000000e+00	7.402999999999999581e+00	7.862980000000000302e+00	1.012476599705932934e+01
2.000000000000000000e+02	5.000000000000000000e+00	8.309900000000000730e+00	8.733670000000000044e+00	1.015129997920960037e+01
2.100000000000000000e+02	5.000000000000000000e+00	9.226599999999999469e+00	9.607739999999999725e+00	1.020436794351015841e+01
2.200000000000000000e+02	5.000000000000000000e+00	9.853099999999999525e+00	1.024160000000000004e+01	1.025743590781070225e+01
2.300000000000000000e+02	5.000000000000000000e+00	1.039600000000000080e+01	1.078550000000000075e+01	1.031050387211126385e+01
2.400000000000000000e+02	5.000000000000000000e+00	1.089620000000000033e+01	1.128129999999999988e+01	1.036357183641180590e+01
2.500000000000000000e+02	5.000000000000000000e+00	1.136679999999999957e+01	1.174760000000000026e+01	1.041663980071236750e+01
2.550000000000000000e+02	5.000000000000000000e+00	1.159639999999999915e+01	1.197300000000000075e+01	1.044317378286263853e+01
3.387099999999999795e+02	6.889999999999999680e+00	8.478999999999999870e-01	1.524130000000000074e+01	1.064419179352724498e+01
3.387099999999999795e+02	1.033999999999999986e+01	1.258099999999999996e+00	1.483259999999999934e+01	1.020022987881359455e+01
3.387099999999999795e+02	1.378999999999999915e+01	1.616300000000000070e+00	1.445470000000000077e+01	9.756267964099933465e+00
2.942599999999999909e+02	6.889999999999999680e+00	1.121099999999999985e+00	1.332390000000000008e+01	1.040830469221129562e+01
2.942599999999999909e+02	1.033999999999999986e+01	1.664500000000000091e+00	1.274160000000000004e+01	9.964342777497641634e+00
3.109300000000000068e+02	6.889999999999999680e+00	9.930999999999999828e-01	1.405109999999999992e+01	1.049676898870031749e+01
3.109300000000000068e+02	1.033999999999999986e+01	1.462900000000000089e+00	1.354729999999999990e+01	1.005280707398666351e+01
3.275899999999999750e+02	6.889999999999999680e+00	8.990000000000000213e-01	1.476660000000000039e+01	1.058518021722503377e+01
3.275899999999999750e+02	1.033999999999999986e+01	1.313299999999999912e+00	1.432380000000000031e+01	1.014121830251137979e+01
3.442599999999999909e+02	6.889999999999999680e+00	8.154000000000000137e-01	1.547799999999999976e+01	1.067364451371404854e+01
3.442599999999999909e+02	1.033999999999999986e+01	1.169599999999999973e+00	1.508460000000000001e+01	9.593187763682294644e+00
3.609300000000000068e+02	6.889999999999999680e+00	7.486000000000000432e-01	1.619010000000000105e+01	1.010927923966785968e+01
3.609300000000000068e+02	1.033999999999999986e+01	1.077800000000000091e+00	1.583750000000000036e+01	9.635346191425995244e+00
3.775899999999999750e+02	6.889999999999999680e+00	6.814999999999999947e-01	1.690569999999999951e+01	1.015141237741290325e+01
3.775899999999999750e+02	1.033999999999999986e+01	9.848999999999999977e-01	1.658770000000000167e+01	9.677479329171040590e+00
1.942599999999999909e+02	4.690000000000000391e+00	8.826200000000000045e+00	8.335089999999999222e+00	9.989989007917300157e+00
1.970399999999999920e+02	4.690000000000000391e+00	9.247899999999999565e+00	8.723019999999999996e+00	9.997019627541028797e+00
1.998199999999999932e+02	4.690000000000000391e+00	9.538999999999999702e+00	9.011509999999999465e+00	1.000405024716474678e+01
2.025900000000000034e+02	4.690000000000000391e+00	9.785299999999999443e+00	9.252459999999999241e+00	1.001105557678982194e+01
2.053700000000000045e+02	4.690000000000000391e+00	1.000929999999999964e+01	9.466469999999999274e+00	1.001808619641355058e+01
2.109300000000000068e+02	4.690000000000000391e+00	1.039739999999999931e+01	9.843410000000000437e+00	1.003214743566100076e+01
2.164799999999999898e+02	4.690000000000000391e+00	1.074070000000000036e+01	1.017740000000000045e+01	1.004618338490980278e+01
