# Temperature (K)	Pressure (MPa)	Experimental(kJ/mol)	NIST(kJ/mol)	Model(kJ/mol)
2.442599999999999909e+02	5.519999999999999574e+00	1.188649999999999984e+01	1.133280000000000065e+01	1.183441352844238281e+01
2.498199999999999932e+02	5.519999999999999574e+00	1.215140000000000065e+01	1.160019999999999918e+01	1.210687446594238281e+01
2.553700000000000045e+02	5.519999999999999574e+00	1.240889999999999915e+01	1.185960000000000036e+01	1.239517688751220703e+01
2.609300000000000068e+02	5.519999999999999574e+00	1.265900000000000070e+01	1.211340000000000039e+01	1.267405796051025391e+01
2.664800000000000182e+02	5.519999999999999574e+00	1.290530000000000044e+01	1.236190000000000033e+01	1.293517208099365234e+01
2.720400000000000205e+02	5.519999999999999574e+00	1.315160000000000018e+01	1.260679999999999978e+01	1.324240398406982422e+01
2.775899999999999750e+02	5.519999999999999574e+00	1.339419999999999966e+01	1.284789999999999921e+01	1.346017932891845703e+01
2.831499999999999773e+02	5.519999999999999574e+00	1.363299999999999912e+01	1.308689999999999998e+01	1.351746177673339844e+01
1.942599999999999909e+02	6.209999999999999964e+00	6.299599999999999866e+00	5.753400000000000070e+00	7.563783168792724609e+00
1.970399999999999920e+02	6.209999999999999964e+00	6.766099999999999781e+00	6.193260000000000431e+00	7.840104579925537109e+00
1.998199999999999932e+02	6.209999999999999964e+00	7.348300000000000054e+00	6.813220000000000276e+00	8.201764106750488281e+00
2.025900000000000034e+02	6.209999999999999964e+00	8.053699999999999193e+00	7.550309999999999633e+00	8.497419357299804688e+00
2.053700000000000045e+02	6.209999999999999964e+00	8.568699999999999761e+00	8.126429999999999154e+00	8.775463104248046875e+00
2.109300000000000068e+02	6.209999999999999964e+00	9.363599999999999923e+00	8.868949999999999889e+00	9.267825126647949219e+00
2.164799999999999898e+02	6.209999999999999964e+00	9.893599999999999284e+00	9.387859999999999872e+00	9.673280715942382812e+00
2.220399999999999920e+02	6.209999999999999964e+00	1.033019999999999960e+01	9.811749999999999972e+00	1.013792133331298828e+01
2.275900000000000034e+02	6.209999999999999964e+00	1.071829999999999927e+01	1.018169999999999931e+01	1.051859092712402344e+01
2.331500000000000057e+02	6.209999999999999964e+00	1.107290000000000063e+01	1.051859999999999928e+01	1.082546329498291016e+01
2.387100000000000080e+02	6.209999999999999964e+00	1.138260000000000005e+01	1.083189999999999920e+01	1.118779468536376953e+01
2.442599999999999909e+02	6.209999999999999964e+00	1.167370000000000019e+01	1.112770000000000081e+01	1.147023773193359375e+01
2.498199999999999932e+02	6.209999999999999964e+00	1.195739999999999981e+01	1.141109999999999935e+01	1.179212856292724609e+01
2.553700000000000045e+02	6.209999999999999964e+00	1.223349999999999937e+01	1.168399999999999928e+01	1.205846500396728516e+01
2.609300000000000068e+02	6.209999999999999964e+00	1.249479999999999968e+01	1.194929999999999914e+01	1.233806133270263672e+01
2.664800000000000182e+02	6.209999999999999964e+00	1.275600000000000023e+01	1.220780000000000065e+01	1.260297870635986328e+01
2.720400000000000205e+02	6.209999999999999964e+00	1.300980000000000025e+01	1.246160000000000068e+01	1.285390090942382812e+01
2.775899999999999750e+02	6.209999999999999964e+00	1.325980000000000025e+01	1.271059999999999945e+01	1.309921455383300781e+01
2.831499999999999773e+02	6.209999999999999964e+00	1.350609999999999999e+01	1.295669999999999966e+01	1.318691825866699219e+01
1.942599999999999909e+02	6.889999999999999680e+00	6.154099999999999682e+00	5.595379999999999576e+00	6.533662796020507812e+00
1.970399999999999920e+02	6.889999999999999680e+00	6.478799999999999670e+00	5.927489999999999704e+00	6.777671337127685547e+00
1.998199999999999932e+02	6.889999999999999680e+00	6.848200000000000287e+00	6.322169999999999845e+00	7.208022594451904297e+00
2.025900000000000034e+02	6.889999999999999680e+00	7.299800000000000288e+00	6.802620000000000111e+00	7.500761985778808594e+00
2.053700000000000045e+02	6.889999999999999680e+00	7.833499999999999908e+00	7.354420000000000179e+00	7.784465789794921875e+00
2.109300000000000068e+02	6.889999999999999680e+00	8.781399999999999650e+00	8.310660000000000380e+00	8.283148765563964844e+00
2.164799999999999898e+02	6.889999999999999680e+00	9.438299999999999912e+00	8.965909999999999158e+00	8.668600082397460938e+00
2.220399999999999920e+02	6.889999999999999680e+00	9.964499999999999247e+00	9.468310000000000670e+00	9.106404304504394531e+00
2.275900000000000034e+02	6.889999999999999680e+00	1.041230000000000011e+01	9.889099999999999113e+00	9.477304458618164062e+00
2.331500000000000057e+02	6.889999999999999680e+00	1.080039999999999978e+01	1.026200000000000045e+01	9.849950790405273438e+00
2.387100000000000080e+02	6.889999999999999680e+00	1.114750000000000085e+01	1.060249999999999915e+01	1.015891361236572266e+01
2.442599999999999909e+02	6.889999999999999680e+00	1.146850000000000058e+01	1.091960000000000086e+01	1.044291877746582031e+01
2.498199999999999932e+02	6.889999999999999680e+00	1.176699999999999946e+01	1.122029999999999994e+01	1.069946861267089844e+01
2.553700000000000045e+02	6.889999999999999680e+00	1.205439999999999934e+01	1.150750000000000028e+01	1.104143714904785156e+01
2.609300000000000068e+02	6.889999999999999680e+00	1.233060000000000045e+01	1.178519999999999968e+01	1.130173206329345703e+01
2.664800000000000182e+02	6.889999999999999680e+00	1.259929999999999950e+01	1.205419999999999980e+01	1.155807495117187500e+01
2.720400000000000205e+02	6.889999999999999680e+00	1.286420000000000030e+01	1.231719999999999970e+01	1.182361507415771484e+01
2.775899999999999750e+02	6.889999999999999680e+00	1.312170000000000059e+01	1.257450000000000045e+01	1.204545974731445312e+01
2.831499999999999773e+02	6.889999999999999680e+00	1.337550000000000061e+01	1.282779999999999987e+01	1.211902523040771484e+01
1.942599999999999909e+02	8.269999999999999574e+00	5.993599999999999817e+00	5.414670000000000094e+00	6.819833278656005859e+00
1.970399999999999920e+02	8.269999999999999574e+00	6.247399999999999842e+00	5.672640000000000349e+00	7.106475353240966797e+00
1.998199999999999932e+02	8.269999999999999574e+00	6.523600000000000065e+00	5.950689999999999813e+00	7.562972545623779297e+00
2.025900000000000034e+02	8.269999999999999574e+00	6.825800000000000090e+00	6.252559999999999896e+00	7.885666370391845703e+00
2.053700000000000045e+02	8.269999999999999574e+00	7.150500000000000078e+00	6.584769999999999790e+00	8.191518783569335938e+00
2.109300000000000068e+02	8.269999999999999574e+00	7.885699999999999932e+00	7.329649999999999999e+00	8.715385437011718750e+00
2.164799999999999898e+02	8.269999999999999574e+00	8.639599999999999724e+00	8.082019999999999982e+00	9.091151237487792969e+00
2.220399999999999920e+02	8.269999999999999574e+00	9.288999999999999702e+00	8.727289999999999992e+00	9.512378692626953125e+00
2.275900000000000034e+02	8.269999999999999574e+00	9.818899999999999295e+00	9.259999999999999787e+00	9.831405639648437500e+00
2.331500000000000057e+02	8.269999999999999574e+00	1.027420000000000044e+01	9.715519999999999712e+00	1.024336814880371094e+01
2.387100000000000080e+02	8.269999999999999574e+00	1.067730000000000068e+01	1.011829999999999963e+01	1.049789142608642578e+01
2.442599999999999909e+02	8.269999999999999574e+00	1.104299999999999926e+01	1.048390000000000022e+01	1.077760696411132812e+01
2.498199999999999932e+02	8.269999999999999574e+00	1.138260000000000005e+01	1.082349999999999923e+01	1.105226802825927734e+01
2.553700000000000045e+02	8.269999999999999574e+00	1.170359999999999978e+01	1.114279999999999937e+01	1.137129592895507812e+01
2.609300000000000068e+02	8.269999999999999574e+00	1.200210000000000043e+01	1.144730000000000025e+01	1.168118667602539062e+01
2.664800000000000182e+02	8.269999999999999574e+00	1.229320000000000057e+01	1.173939999999999984e+01	1.188222312927246094e+01
2.720400000000000205e+02	8.269999999999999574e+00	1.257690000000000019e+01	1.202229999999999954e+01	1.218798446655273438e+01
2.775899999999999750e+02	8.269999999999999574e+00	1.285299999999999976e+01	1.229700000000000060e+01	1.240093994140625000e+01
2.831499999999999773e+02	8.269999999999999574e+00	1.312170000000000059e+01	1.256589999999999918e+01	1.241627120971679688e+01
1.942599999999999909e+02	1.033999999999999986e+01	5.900299999999999656e+00	5.272079999999999878e+00	6.011767864227294922e+00
1.970399999999999920e+02	1.033999999999999986e+01	6.113000000000000433e+00	5.489410000000000345e+00	6.304811477661132812e+00
1.998199999999999932e+02	1.033999999999999986e+01	6.340700000000000003e+00	5.714769999999999683e+00	6.779356002807617188e+00
2.025900000000000034e+02	1.033999999999999986e+01	6.572099999999999831e+00	5.948339999999999961e+00	7.133720397949218750e+00
2.053700000000000045e+02	1.033999999999999986e+01	6.814700000000000202e+00	6.192800000000000082e+00	7.409853935241699219e+00
2.109300000000000068e+02	1.033999999999999986e+01	7.340900000000000425e+00	6.714570000000000149e+00	7.967267513275146484e+00
2.164799999999999898e+02	1.033999999999999986e+01	7.900699999999999612e+00	7.274980000000000224e+00	8.385566711425781250e+00
2.220399999999999920e+02	1.033999999999999986e+01	8.479100000000000747e+00	7.853399999999999714e+00	8.811877250671386719e+00
2.275900000000000034e+02	1.033999999999999986e+01	9.038899999999999935e+00	8.414020000000000721e+00	9.142866134643554688e+00
2.331500000000000057e+02	1.033999999999999986e+01	9.557700000000000529e+00	8.934649999999999537e+00	9.548749923706054688e+00
2.387100000000000080e+02	1.033999999999999986e+01	1.002420000000000044e+01	9.407849999999999824e+00	9.808677673339843750e+00
2.442599999999999909e+02	1.033999999999999986e+01	1.044589999999999996e+01	9.837460000000000093e+00	1.007917213439941406e+01
2.498199999999999932e+02	1.033999999999999986e+01	1.083399999999999963e+01	1.023269999999999946e+01	1.032494449615478516e+01
2.553700000000000045e+02	1.033999999999999986e+01	1.119229999999999947e+01	1.059929999999999950e+01	1.068734359741210938e+01
2.609300000000000068e+02	1.033999999999999986e+01	1.152439999999999998e+01	1.094449999999999967e+01	1.095426368713378906e+01
2.664800000000000182e+02	1.033999999999999986e+01	1.184539999999999971e+01	1.127149999999999963e+01	1.111617183685302734e+01
2.720400000000000205e+02	1.033999999999999986e+01	1.215520000000000067e+01	1.158500000000000085e+01	1.142516136169433594e+01
2.775899999999999750e+02	1.033999999999999986e+01	1.245369999999999955e+01	1.188640000000000008e+01	1.159887790679931641e+01
2.831499999999999773e+02	1.033999999999999986e+01	1.274479999999999968e+01	1.217900000000000027e+01	1.169142436981201172e+01
1.942599999999999909e+02	1.378999999999999915e+01	5.803300000000000125e+00	5.160870000000000068e+00	5.772521495819091797e+00
1.970399999999999920e+02	1.378999999999999915e+01	5.986100000000000421e+00	5.350270000000000081e+00	6.051205158233642578e+00
1.998199999999999932e+02	1.378999999999999915e+01	6.180200000000000138e+00	5.542970000000000397e+00	6.528502464294433594e+00
2.025900000000000034e+02	1.378999999999999915e+01	6.374299999999999855e+00	5.738470000000000404e+00	6.897176742553710938e+00
2.053700000000000045e+02	1.378999999999999915e+01	6.568299999999999805e+00	5.938349999999999795e+00	7.214829921722412109e+00
2.109300000000000068e+02	1.378999999999999915e+01	6.967699999999999783e+00	6.349730000000000096e+00	7.731123447418212891e+00
2.164799999999999898e+02	1.378999999999999915e+01	7.385600000000000165e+00	6.775990000000000180e+00	8.263741493225097656e+00
2.220399999999999920e+02	1.378999999999999915e+01	7.818599999999999994e+00	7.217100000000000293e+00	8.655257225036621094e+00
2.275900000000000034e+02	1.378999999999999915e+01	8.262700000000000600e+00	7.667049999999999699e+00	9.005250930786132812e+00
2.331500000000000057e+02	1.378999999999999915e+01	8.710499999999999687e+00	8.120369999999999422e+00	9.435036659240722656e+00
2.387100000000000080e+02	1.378999999999999915e+01	9.158400000000000318e+00	8.568419999999999703e+00	9.696461677551269531e+00
2.442599999999999909e+02	1.378999999999999915e+01	9.587500000000000355e+00	9.003849999999999909e+00	9.967275619506835938e+00
2.498199999999999932e+02	1.378999999999999915e+01	1.000549999999999962e+01	9.423859999999999459e+00	1.021350765228271484e+01
2.553700000000000045e+02	1.378999999999999915e+01	1.040479999999999983e+01	9.824939999999999785e+00	1.055032825469970703e+01
2.609300000000000068e+02	1.378999999999999915e+01	1.078550000000000075e+01	1.020839999999999925e+01	1.077117824554443359e+01
2.664800000000000182e+02	1.378999999999999915e+01	1.114750000000000085e+01	1.057390000000000008e+01	1.104396057128906250e+01
2.720400000000000205e+02	1.378999999999999915e+01	1.149830000000000041e+01	1.092450000000000010e+01	1.125766086578369141e+01
2.775899999999999750e+02	1.378999999999999915e+01	1.183419999999999916e+01	1.126079999999999970e+01	1.141996955871582031e+01
2.831499999999999773e+02	1.378999999999999915e+01	1.215889999999999915e+01	1.158569999999999922e+01	1.151647758483886719e+01
