# Temperature (K)	Pressure (MPa)	Experimental(kJ/mol)	NIST(kJ/mol)	Model(kJ/mol)
1.800000000000000000e+02	3.200000000000000178e+00	7.157000000000000028e+00	8.670930000000000248e+00	9.722532183349947843e+00
1.850000000000000000e+02	3.200000000000000178e+00	7.581699999999999662e+00	9.097229999999999706e+00	9.931965715774257575e+00
1.900000000000000000e+02	3.200000000000000178e+00	7.924500000000000099e+00	9.432550000000000878e+00	1.014139924819858152e+01
2.000000000000000000e+02	3.200000000000000178e+00	8.508300000000000196e+00	9.995900000000000674e+00	1.056026631304721519e+01
2.100000000000000000e+02	3.200000000000000178e+00	8.974099999999999966e+00	1.048949999999999960e+01	1.097913337789584887e+01
3.387099999999999795e+02	3.450000000000000178e+00	4.254000000000000004e-01	1.566549999999999976e+01	1.629117667093363409e+01
2.942599999999999909e+02	3.450000000000000178e+00	5.661000000000000476e-01	1.390900000000000070e+01	1.442931256768144799e+01
3.109300000000000068e+02	3.450000000000000178e+00	4.993000000000000216e-01	1.456509999999999927e+01	1.512756396478412668e+01
3.275899999999999750e+02	3.450000000000000178e+00	4.552999999999999825e-01	1.522330000000000005e+01	1.582539649482194832e+01
3.442599999999999909e+02	3.450000000000000178e+00	4.190999999999999726e-01	1.588739999999999952e+01	1.652364789192462524e+01
3.609300000000000068e+02	3.450000000000000178e+00	3.803000000000000269e-01	1.655930000000000035e+01	1.722189928902729505e+01
3.775899999999999750e+02	3.450000000000000178e+00	3.512000000000000122e-01	1.724060000000000059e+01	1.791973181906512380e+01
9.981999999999999318e+01	0.000000000000000000e+00	8.449299999999999145e+00	7.901449999999999640e+00	7.377748199844790911e+00
1.053700000000000045e+02	0.000000000000000000e+00	8.632099999999999440e+00	8.086130000000000706e+00	7.610219420835779403e+00
1.109300000000000068e+02	0.000000000000000000e+00	8.818699999999999761e+00	8.271160000000000068e+00	7.843109508891623172e+00
1.164800000000000040e+02	0.000000000000000000e+00	9.001599999999999824e+00	8.455859999999999488e+00	8.075580729882615216e+00
1.220400000000000063e+02	0.000000000000000000e+00	9.184499999999999886e+00	8.640900000000000247e+00	8.308470817938459874e+00
1.275900000000000034e+02	0.000000000000000000e+00	9.367300000000000182e+00	8.825620000000000687e+00	8.540942038929449254e+00
1.331500000000000057e+02	0.000000000000000000e+00	9.553900000000000503e+00	9.010690000000000310e+00	8.773832126985290358e+00
1.387100000000000080e+02	0.000000000000000000e+00	9.736800000000000566e+00	9.195790000000000575e+00	9.006722215041129687e+00
1.442599999999999909e+02	0.000000000000000000e+00	9.919700000000000628e+00	9.380570000000000519e+00	9.239193436032122619e+00
1.498199999999999932e+02	0.000000000000000000e+00	1.010260000000000069e+01	9.565720000000000667e+00	9.472083524087965500e+00
1.553700000000000045e+02	0.000000000000000000e+00	1.028919999999999924e+01	9.750569999999999737e+00	9.704554745078958433e+00
1.609300000000000068e+02	0.000000000000000000e+00	1.047199999999999953e+01	9.935810000000000031e+00	9.937444833134799538e+00
1.664799999999999898e+02	0.000000000000000000e+00	1.065489999999999959e+01	1.012079999999999913e+01	1.016991605412579425e+01
1.720399999999999920e+02	0.000000000000000000e+00	1.083779999999999966e+01	1.030620000000000047e+01	1.040280614218163535e+01
