# Temperature (K)	Pressure (MPa)	Experimental(m3/kg)	NIST(m3/kg)	Model(m3/kg)
2.528329999999999984e+02	4.589699999999999669e+00	2.352697824479139943e-02	2.444059999999999983e-02	2.096558921039104462e-02
2.033990000000000009e+02	4.855900000000000105e+00	2.453817438141960017e-02	1.330970000000000070e-02	1.024929806590080261e-02
2.733799999999999955e+02	5.105800000000000338e+00	2.447363572696580059e-02	2.446169999999999942e-02	2.850989438593387604e-02
2.085740000000000123e+02	6.027000000000000135e+00	9.648704561066100832e-03	9.682480000000000253e-03	1.348043978214263916e-02
2.232340000000000089e+02	7.234600000000000364e+00	9.655129957856100134e-03	9.669540000000000773e-03	9.182181209325790405e-03
2.344399999999999977e+02	8.143299999999999983e+00	9.659917205236000573e-03	9.668740000000000320e-03	1.075070723891258240e-02
2.437330000000000041e+02	8.891299999999999315e+00	9.664559380367199193e-03	9.667989999999999570e-03	9.244655258953571320e-03
2.437729999999999961e+02	8.893900000000000361e+00	9.664559380367199193e-03	9.668909999999999311e-03	9.244655258953571320e-03
2.513760000000000048e+02	9.501799999999999358e+00	9.668306321181199467e-03	9.669409999999999811e-03	9.779300540685653687e-03
2.621899999999999977e+02	1.035050000000000026e+01	9.672956564710599378e-03	9.683419999999999875e-03	8.347641676664352417e-03
2.721549999999999727e+02	1.114780000000000015e+01	9.677611283723099728e-03	9.673460000000000045e-03	8.920618332922458649e-03
2.721850000000000023e+02	1.114939999999999998e+01	9.677611283723099728e-03	9.674260000000000498e-03	8.920618332922458649e-03
1.910320000000000107e+02	4.614499999999999602e+00	8.618092043360300533e-03	8.485799999999999940e-03	1.092487573623657227e-02
1.933249999999999886e+02	4.833599999999999675e+00	8.621071360538799452e-03	8.702980000000000785e-03	9.472782723605632782e-03
1.977369999999999948e+02	5.272199999999999775e+00	8.622502164592900711e-03	8.674730000000000288e-03	1.058913860470056534e-02
2.027529999999999859e+02	5.762699999999999712e+00	8.624768575897100512e-03	8.657579999999999790e-03	9.976130910217761993e-03
2.032239999999999895e+02	6.290899999999999714e+00	8.627036178960000717e-03	6.701050000000000062e-03	8.171234279870986938e-03
2.121649999999999920e+02	6.668899999999999828e+00	8.628468963776699321e-03	8.642459999999999379e-03	1.122377347201108932e-02
2.171359999999999957e+02	7.142100000000000115e+00	8.630738513306899368e-03	8.640099999999999517e-03	9.098855778574943542e-03
2.229259999999999877e+02	7.690900000000000070e+00	8.632889714454000663e-03	8.637459999999999583e-03	1.001035515218973160e-02
2.300500000000000114e+02	8.361399999999999721e+00	8.635879273447499838e-03	8.637680000000000011e-03	8.381999097764492035e-03
2.373360000000000127e+02	9.043200000000000571e+00	8.638870903719500158e-03	8.639020000000000726e-03	8.791985921561717987e-03
2.427090000000000032e+02	9.543400000000000105e+00	8.641145929322000679e-03	8.640800000000000564e-03	9.244655258953571320e-03
2.484439999999999884e+02	1.007569999999999943e+01	8.643422153485099194e-03	8.642449999999999438e-03	7.889471016824245453e-03
2.501939999999999884e+02	1.023760000000000048e+01	8.644141210275799528e-03	8.643150000000000485e-03	8.415694348514080048e-03
2.534449999999999932e+02	1.053780000000000072e+01	8.645579682832400456e-03	8.644580000000000666e-03	8.415694348514080048e-03
2.536419999999999959e+02	1.101720000000000077e+01	8.647858243754200439e-03	8.185619999999999355e-03	8.056879043579101562e-03
2.630500000000000114e+02	1.142290000000000028e+01	8.649417951258000711e-03	8.647449999999999234e-03	7.988825440406799316e-03
2.683009999999999877e+02	1.190489999999999959e+01	8.651578475301799701e-03	8.649070000000000022e-03	7.988825440406799316e-03
2.731709999999999923e+02	1.236040000000000028e+01	8.653860199726899280e-03	8.642830000000000651e-03	8.265271782875061035e-03
1.910320000000000107e+02	4.657899999999999707e+00	6.896170484809599661e-03	7.105710000000000325e-03	1.092487573623657227e-02
1.915509999999999877e+02	4.731799999999999784e+00	6.337718781221099960e-03	6.773580000000000399e-03	5.806189961731433868e-03
1.929379999999999882e+02	4.928200000000000358e+00	6.338105368922800423e-03	6.510540000000000424e-03	1.120445691049098969e-02
1.952429999999999950e+02	5.256300000000000416e+00	6.338943137423299831e-03	6.402309999999999598e-03	8.434424176812171936e-03
1.975620000000000118e+02	5.586999999999999744e+00	6.339329874510400177e-03	6.373979999999999577e-03	1.047941297292709351e-02
2.004110000000000014e+02	5.997700000000000031e+00	6.340103490269999656e-03	6.347359999999999808e-03	1.129324268549680710e-02
2.028290000000000077e+02	6.341700000000000337e+00	6.340941787110699647e-03	6.352759999999999831e-03	7.776590995490550995e-03
2.063700000000000045e+02	6.850299999999999834e+00	6.342167389026799607e-03	6.348290000000000356e-03	1.032892335206270218e-02
2.135029999999999859e+02	7.877100000000000435e+00	6.344168072745699945e-03	6.344289999999999825e-03	8.129145018756389618e-03
2.236469999999999914e+02	9.338900000000000645e+00	6.347397643135000399e-03	6.344400000000000039e-03	8.000598289072513580e-03
2.363979999999999961e+02	1.117670000000000030e+01	6.351406879813399631e-03	6.346700000000000258e-03	7.069559302181005478e-03
2.481469999999999914e+02	1.286739999999999995e+01	6.354643826280499848e-03	6.349719999999999670e-03	6.439653690904378891e-03
2.551630000000000109e+02	1.387490000000000023e+01	6.357041291602199759e-03	6.351769999999999639e-03	6.520934402942657471e-03
2.731669999999999732e+02	1.645039999999999836e+01	6.362296117039699904e-03	6.357650000000000280e-03	6.690139882266521454e-03
1.910320000000000107e+02	4.660700000000000287e+00	6.102777063820600048e-03	6.902509999999999722e-03	1.092487573623657227e-02
1.910399999999999920e+02	4.661800000000000388e+00	6.104509992447900053e-03	6.899169999999999608e-03	1.092487573623657227e-02
1.912290000000000134e+02	4.690000000000000391e+00	6.104509992447900053e-03	6.674470000000000056e-03	9.040149860084056854e-03
1.914279999999999973e+02	4.718799999999999883e+00	6.104509992447900053e-03	6.565510000000000096e-03	9.040149860084056854e-03
1.918199999999999932e+02	4.776200000000000223e+00	6.104509992447900053e-03	6.410240000000000209e-03	5.806189961731433868e-03
1.920759999999999934e+02	4.813100000000000378e+00	6.104509992447900053e-03	6.374109999999999672e-03	7.303042337298393250e-03
1.935219999999999914e+02	5.026299999999999990e+00	6.105287142033200345e-03	6.219739999999999644e-03	1.157151535153388977e-02
1.951579999999999870e+02	5.269999999999999574e+00	6.105645893199600042e-03	6.160370000000000082e-03	8.434424176812171936e-03
1.979259999999999877e+02	5.683600000000000207e+00	6.106423332047500319e-03	6.131550000000000368e-03	1.023643650114536285e-02
2.005749999999999886e+02	6.081400000000000361e+00	6.107141143653499644e-03	6.120819999999999907e-03	1.392066292464733124e-02
2.040370000000000061e+02	6.603600000000000136e+00	6.108278023893800104e-03	6.114080000000000036e-03	8.220977149903774261e-03
2.078549999999999898e+02	7.179899999999999949e+00	6.109355458844700423e-03	6.113999999999999643e-03	7.748235482722520828e-03
2.078549999999999898e+02	7.183300000000000018e+00	6.109355458844700423e-03	6.107569999999999666e-03	7.748235482722520828e-03
2.130440000000000111e+02	7.969100000000000072e+00	6.110852526991499868e-03	6.109769999999999611e-03	8.999251760542392731e-03
2.333859999999999957e+02	1.106879999999999953e+01	6.116848143764099834e-03	6.111720000000000173e-03	6.925649009644985199e-03
2.528870000000000005e+02	1.403870000000000040e+01	6.122434635602099981e-03	6.117189999999999780e-03	6.520934402942657471e-03
2.730160000000000196e+02	1.709250000000000114e+01	6.128453012501099834e-03	6.123110000000000185e-03	6.480198353528976440e-03
2.730579999999999927e+02	1.709669999999999845e+01	6.128453012501099834e-03	6.123840000000000186e-03	6.480198353528976440e-03
1.910320000000000107e+02	4.664299999999999891e+00	5.587293618224500359e-03	6.543949999999999767e-03	1.092487573623657227e-02
1.918480000000000132e+02	4.798300000000000232e+00	5.589247164848700107e-03	5.710670000000000156e-03	5.806189961731433868e-03
1.918729999999999905e+02	4.800900000000000389e+00	5.589247164848700107e-03	5.747290000000000385e-03	5.806189961731433868e-03
1.932479999999999905e+02	5.024799999999999933e+00	5.589547831739399841e-03	5.659830000000000243e-03	1.157151535153388977e-02
1.951100000000000136e+02	5.333999999999999631e+00	5.589848530979900365e-03	5.623040000000000156e-03	7.410202641040086746e-03
1.973000000000000114e+02	5.699200000000000266e+00	5.590600420645699953e-03	5.615829999999999607e-03	9.856948629021644592e-03
1.992160000000000082e+02	6.022800000000000153e+00	5.591101792806900221e-03	5.607159999999999922e-03	1.106446329504251480e-02
2.009010000000000105e+02	6.309199999999999697e+00	5.591402659271100042e-03	5.601779999999999780e-03	8.039400912821292877e-03
2.030639999999999930e+02	6.678200000000000358e+00	5.592054647705299933e-03	5.598460000000000415e-03	9.245694614946842194e-03
2.075639999999999930e+02	7.451600000000000001e+00	5.593308899075199667e-03	5.595140000000000183e-03	7.928333245217800140e-03
2.131970000000000027e+02	8.426600000000000534e+00	5.594864952380600338e-03	5.594580000000000039e-03	7.167018949985504150e-03
2.132040000000000077e+02	8.428200000000000358e+00	5.594864952380600338e-03	5.594189999999999753e-03	7.167018949985504150e-03
2.132119999999999891e+02	8.429299999999999571e+00	5.594864952380600338e-03	5.594479999999999766e-03	7.350327912718057632e-03
2.231839999999999975e+02	1.016600000000000037e+01	5.597678083131100123e-03	5.595720000000000208e-03	6.744769401848316193e-03
2.331610000000000014e+02	1.191220000000000034e+01	5.600192198596199745e-03	5.596740000000000222e-03	7.211686111986637115e-03
2.431370000000000005e+02	1.366009999999999991e+01	5.603010690387500055e-03	5.598670000000000035e-03	6.144775077700614929e-03
2.531529999999999916e+02	1.541230000000000011e+01	5.605529599337500356e-03	5.601720000000000137e-03	6.528758443892002106e-03
2.631240000000000236e+02	1.715540000000000020e+01	5.608353467509199705e-03	5.604429999999999655e-03	5.644595250487327576e-03
2.730919999999999845e+02	1.889770000000000039e+01	5.610877183666400023e-03	5.606380000000000217e-03	5.760616157203912735e-03
2.731499999999999773e+02	1.889270000000000138e+01	5.610877183666400023e-03	5.610150000000000380e-03	6.668038200587034225e-03
1.910320000000000107e+02	4.670099999999999696e+00	5.298398828112799858e-03	5.798049999999999905e-03	7.664784323424100876e-03
1.924979999999999905e+02	4.929499999999999993e+00	5.300245666386599851e-03	5.347700000000000370e-03	9.873440489172935486e-03
1.958400000000000034e+02	5.525599999999999845e+00	5.301056880191799825e-03	5.317020000000000426e-03	9.080263786017894745e-03
1.981819999999999879e+02	5.951100000000000279e+00	5.301642911277100294e-03	5.310490000000000176e-03	9.808395989239215851e-03
2.034339999999999975e+02	6.919200000000000017e+00	5.303040893042200270e-03	5.305200000000000367e-03	9.858118370175361633e-03
2.120339999999999918e+02	8.530799999999999272e+00	5.305297256548000343e-03	5.305319999999999654e-03	7.607071660459041595e-03
2.120349999999999966e+02	8.531000000000000583e+00	5.305297256548000343e-03	5.305309999999999714e-03	7.607071660459041595e-03
2.226320000000000050e+02	1.054069999999999929e+01	5.308097815333400089e-03	5.306769999999999717e-03	6.538286805152893066e-03
2.334019999999999868e+02	1.259559999999999924e+01	5.310629894873899678e-03	5.308430000000000266e-03	6.156424060463905334e-03
2.334029999999999916e+02	1.259730000000000061e+01	5.310629894873899678e-03	5.307820000000000420e-03	6.156424060463905334e-03
2.370329999999999870e+02	1.329219999999999935e+01	5.311761067638400002e-03	5.308150000000000195e-03	6.076456978917121887e-03
2.370339999999999918e+02	1.329199999999999982e+01	5.311761067638400002e-03	5.308290000000000231e-03	6.076456978917121887e-03
2.433779999999999859e+02	1.450530000000000008e+01	5.313481373442200013e-03	5.309649999999999960e-03	5.997604690492153168e-03
2.433810000000000002e+02	1.450500000000000078e+01	5.313481373442200013e-03	5.309939999999999972e-03	5.997604690492153168e-03
2.532839999999999918e+02	1.639870000000000161e+01	5.315701308021799840e-03	5.312260000000000072e-03	6.041953340172767639e-03
2.634490000000000123e+02	1.834019999999999939e+01	5.318558236723399703e-03	5.314850000000000303e-03	5.149403586983680725e-03
2.683000000000000114e+02	1.926829999999999998e+01	5.319692789869200425e-03	5.315489999999999972e-03	4.994066897779703140e-03
2.683000000000000114e+02	1.926780000000000115e+01	5.319692789869200425e-03	5.315600000000000186e-03	4.994066897779703140e-03
2.726940000000000168e+02	2.010500000000000043e+01	5.320827827163299856e-03	5.316780000000000117e-03	5.492379423230886459e-03
2.726949999999999932e+02	2.010490000000000066e+01	5.320827827163299856e-03	5.316839999999999761e-03	5.492379423230886459e-03
2.726979999999999791e+02	2.010460000000000136e+01	5.320827827163299856e-03	5.317020000000000426e-03	5.492379423230886459e-03
1.910320000000000107e+02	4.724700000000000344e+00	4.845085653846699716e-03	4.896710000000000299e-03	6.006143987178802490e-03
1.914540000000000077e+02	4.809700000000000308e+00	4.923097669767900406e-03	4.885709999999999706e-03	6.753148976713418961e-03
1.923969999999999914e+02	4.996900000000000119e+00	4.846780661655300179e-03	4.885620000000000240e-03	9.873440489172935486e-03
1.965049999999999955e+02	5.852100000000000080e+00	4.924303120008900053e-03	4.858249999999999721e-03	1.005705352872610092e-02
2.035730000000000075e+02	7.364200000000000301e+00	4.849344258091199678e-03	4.852839999999999758e-03	9.559444151818752289e-03
2.092949999999999875e+02	8.611000000000000654e+00	4.850778037632799689e-03	4.853109999999999889e-03	7.385137956589460373e-03
2.186220000000000141e+02	1.066820000000000057e+01	4.852892521941000112e-03	4.854070000000000260e-03	6.472985260188579559e-03
2.281030000000000086e+02	1.277549999999999919e+01	4.855235709458400294e-03	4.855540000000000203e-03	5.992531310766935349e-03
2.385500000000000114e+02	1.510929999999999929e+01	4.857619009285400226e-03	4.856769999999999837e-03	5.073843989521265030e-03
2.459199999999999875e+02	1.675459999999999994e+01	4.936429256407399643e-03	4.858620000000000126e-03	5.009622778743505478e-03
2.529720000000000084e+02	1.833470000000000155e+01	4.861141493245399632e-03	4.859310000000000365e-03	5.546761676669120789e-03
2.601080000000000041e+02	1.992999999999999972e+01	4.862809825661200056e-03	4.860660000000000154e-03	5.296408664435148239e-03
2.673120000000000118e+02	2.153729999999999833e+01	4.941554944862799892e-03	4.862290000000000015e-03	4.596966318786144257e-03
2.741510000000000105e+02	2.305760000000000076e+01	4.866111946773899952e-03	4.864310000000000161e-03	6.340410094708204269e-03
1.910749999999999886e+02	4.861500000000000377e+00	4.534218175732699675e-03	4.543239999999999605e-03	1.008572056889533997e-02
1.928919999999999959e+02	5.281699999999999839e+00	4.535273680636700035e-03	4.541139999999999934e-03	1.120356377214193344e-02
1.950480000000000018e+02	5.789299999999999891e+00	4.535009758343200303e-03	4.539539999999999895e-03	8.697134442627429962e-03
1.950649999999999977e+02	5.792799999999999727e+00	4.535009758343200303e-03	4.540040000000000395e-03	8.697134442627429962e-03
1.970999999999999943e+02	6.278699999999999726e+00	4.535438647670000240e-03	4.539070000000000084e-03	8.088598027825355530e-03
2.030099999999999909e+02	6.981200000000000294e+00	4.536065631861799577e-03	5.117100000000000294e-03	6.848494987934827805e-03
2.033220000000000027e+02	7.790399999999999991e+00	4.536890875216299628e-03	4.538819999999999834e-03	8.304565213620662689e-03
2.071970000000000027e+02	8.743900000000000006e+00	4.537683391381700307e-03	4.539989999999999824e-03	6.232349202036857605e-03
2.133230000000000075e+02	1.027059999999999995e+01	4.539137057028299997e-03	4.539719999999999693e-03	5.883220117539167404e-03
2.227920000000000016e+02	1.264320000000000022e+01	4.541186985626499695e-03	4.542000000000000030e-03	5.146730691194534302e-03
2.278460000000000036e+02	1.391740000000000066e+01	4.542245737892700377e-03	4.542710000000000151e-03	5.411128047853708267e-03
2.332719999999999914e+02	1.528839999999999932e+01	4.543470535784299713e-03	4.543479999999999915e-03	4.981254693120718002e-03
2.385060000000000002e+02	1.661090000000000089e+01	4.544695994377599864e-03	4.544570000000000380e-03	4.587038885802030563e-03
2.429850000000000136e+02	1.774289999999999878e+01	4.545756383678399570e-03	4.545549999999999764e-03	4.514430649578571320e-03
2.487659999999999911e+02	1.920260000000000034e+01	4.546983075819699578e-03	4.547029999999999648e-03	4.600542597472667694e-03
2.531109999999999900e+02	2.030049999999999955e+01	4.547812296724100187e-03	4.547960000000000197e-03	5.123188253492116928e-03
2.583140000000000214e+02	2.161449999999999960e+01	4.549040098860399756e-03	4.549069999999999676e-03	4.994324408471584320e-03
2.629320000000000164e+02	2.278109999999999857e+01	4.550069308475700181e-03	4.549880000000000070e-03	4.671082366257905960e-03
2.678190000000000168e+02	2.401170000000000115e+01	4.551796770795099936e-03	4.551069999999999942e-03	3.917491063475608826e-03
2.678860000000000241e+02	2.402659999999999840e+01	4.551796770795099936e-03	4.551310000000000251e-03	3.917491063475608826e-03
2.731530000000000200e+02	2.535510000000000019e+01	4.552361802632499954e-03	4.552119999999999778e-03	5.484154447913169861e-03
1.914530000000000030e+02	5.378599999999999604e+00	4.165161654922000002e-03	4.170430000000000144e-03	6.524590775370597839e-03
1.948040000000000020e+02	6.325599999999999667e+00	4.165857448857199913e-03	4.170730000000000097e-03	5.789609625935554504e-03
1.996109999999999900e+02	7.710399999999999920e+00	4.166887650608399815e-03	4.170639999999999764e-03	4.492005333304405212e-03
2.030540000000000020e+02	8.713499999999999801e+00	4.167584021369500138e-03	4.171039999999999991e-03	5.117170512676239014e-03
