# Temperature (K)	Pressure (MPa)	Experimental(m3/kg)	NIST(m3/kg)	Model(m3/kg)
1.650000000000000000e+02	2.372100000000000097e+00	3.117206982543639995e-02	3.066699999999999895e-03	2.690771594643592834e-03
1.300000000000000000e+02	2.473700000000000010e+00	3.117206982543639995e-02	2.519550000000000175e-03	2.552794991061091423e-03
1.907500000000000000e+02	4.570999999999999730e+00	8.619521858573000669e-03	8.767360000000000084e-03	2.952439943328499794e-03
1.908389999999999986e+02	4.634199999999999875e+00	6.104509992447900053e-03	6.999380000000000358e-03	2.952439943328499794e-03
1.905320000000000107e+02	4.583400000000000141e+00	5.586993193790800415e-03	7.822410000000000127e-03	2.952439943328499794e-03
1.907030000000000030e+02	4.659900000000000375e+00	4.846554592094900332e-03	4.902530000000000429e-03	2.952439943328499794e-03
1.889689999999999941e+02	4.386599999999999611e+00	4.533591702119900424e-03	4.546749999999999577e-03	3.145566675812005997e-03
1.892580000000000098e+02	4.450199999999999712e+00	4.533789517189399688e-03	4.547800000000000280e-03	3.057066118344664574e-03
1.897669999999999959e+02	4.563900000000000290e+00	4.533789517189399688e-03	4.547110000000000041e-03	2.952439943328499794e-03
1.901719999999999970e+02	4.654899999999999594e+00	4.533987349522400345e-03	4.546859999999999791e-03	2.952439943328499794e-03
1.904470000000000027e+02	4.717699999999999783e+00	4.533987349522400345e-03	4.545340000000000144e-03	2.952439943328499794e-03
1.905320000000000107e+02	4.737899999999999778e+00	4.532635839243299991e-03	4.543529999999999618e-03	2.952439943328499794e-03
1.907359999999999900e+02	4.783999999999999808e+00	4.533987349522400345e-03	4.543840000000000379e-03	2.952439943328499794e-03
1.876490000000000009e+02	4.327399999999999913e+00	4.164466093375099667e-03	4.171479999999999980e-03	3.145566675812005997e-03
1.889269999999999925e+02	4.677100000000000257e+00	4.164633006958799906e-03	4.170820000000000430e-03	2.952439943328499794e-03
1.905320000000000107e+02	5.121599999999999930e+00	4.163715147788900166e-03	4.170369999999999633e-03	2.952439943328499794e-03
1.833509999999999991e+02	3.825200000000000156e+00	3.773081790120199914e-03	3.784619999999999825e-03	3.029635176062583923e-03
1.852669999999999959e+02	4.488400000000000389e+00	3.773515700806299999e-03	3.785279999999999808e-03	2.967045642435550690e-03
1.892589999999999861e+02	5.897000000000000242e+00	3.774680902065299937e-03	3.785140000000000206e-03	2.952439943328499794e-03
1.905320000000000107e+02	6.351300000000000168e+00	3.773332989406599954e-03	3.785059999999999814e-03	2.944473875686526299e-03
1.791399999999999864e+02	3.304399999999999782e+00	3.549541086931899854e-03	3.555930000000000115e-03	2.799154259264469147e-03
1.798300000000000125e+02	3.584900000000000198e+00	3.549662346178499798e-03	3.556199999999999813e-03	2.903461689129471779e-03
1.810080000000000098e+02	4.065100000000000158e+00	3.549904889528199790e-03	3.556709999999999820e-03	3.313204040750861168e-03
1.644410000000000025e+02	5.477299999999999613e+00	3.550551833867099816e-03	2.951300000000000017e-03	2.743884921073913574e-03
1.905320000000000107e+02	8.009000000000000341e+00	3.550450733271000043e-03	3.560080000000000189e-03	2.931372262537479401e-03
1.828340000000000032e+02	6.551800000000000068e+00	3.431384552137299853e-03	3.384809999999999815e-03	2.912857569754123688e-03
1.626310000000000002e+02	6.549100000000000144e+00	3.371994918592400182e-03	2.892060000000000117e-03	2.735918853431940079e-03
1.756289999999999907e+02	3.137599999999999945e+00	3.370755187767499918e-03	3.383849999999999879e-03	2.785004675388336182e-03
1.780809999999999889e+02	4.293499999999999872e+00	3.371210865180599824e-03	3.384160000000000206e-03	3.024761797860264778e-03
1.882920000000000016e+02	9.164799999999999613e+00	3.372907067316899959e-03	3.385580000000000013e-03	2.890424337238073349e-03
1.905320000000000107e+02	1.021010000000000062e+01	3.372304993799599918e-03	3.387810000000000214e-03	2.890424337238073349e-03
1.725660000000000025e+02	5.500899999999999679e+00	3.117799364422800187e-03	3.131090000000000002e-03	2.828083932399749756e-03
1.784799999999999898e+02	9.008200000000000429e+00	3.118781967437100205e-03	3.132279999999999873e-03	2.786316908895969391e-03
1.868499999999999943e+02	1.397610000000000063e+01	3.120139914062799915e-03	3.133780000000000072e-03	2.864362206310033798e-03
1.905320000000000107e+02	1.615439999999999898e+01	3.119733967056899804e-03	3.134520000000000015e-03	2.849646611139178276e-03
1.727659999999999911e+02	1.138310000000000066e+01	2.938931403601100119e-03	2.952359999999999794e-03	2.759825903922319412e-03
1.768890000000000100e+02	1.428049999999999997e+01	2.939541117407499897e-03	2.953250000000000146e-03	2.743557328358292580e-03
1.816690000000000111e+02	1.763360000000000127e+01	2.940317482779600169e-03	2.954109999999999809e-03	2.795241540297865868e-03
1.897829999999999870e+02	2.325230000000000175e+01	2.941607710278499807e-03	2.956229999999999795e-03	2.824837109073996544e-03
1.905320000000000107e+02	2.377720000000000056e+01	2.940761304286399966e-03	2.956260000000000051e-03	2.824837109073996544e-03
1.687529999999999859e+02	1.694219999999999970e+01	2.781866843851499987e-03	2.794410000000000210e-03	2.692876150831580162e-03
1.801160000000000139e+02	2.626650000000000063e+01	2.783568466186500147e-03	2.796680000000000173e-03	2.772144973278045654e-03
1.885279999999999916e+02	3.304500000000000171e+01	2.787301926520600100e-03	2.798580000000000165e-03	2.819831250235438347e-03
1.905320000000000107e+02	3.464399999999999835e+01	2.784239750751199907e-03	2.799059999999999916e-03	2.819831250235438347e-03
1.145240000000000009e+02	8.944999999999999618e-01	2.385228163674999857e-03	2.387119999999999954e-03	2.513247309252619743e-03
1.145240000000000009e+02	4.751699999999999591e+00	2.365023183991100085e-03	2.366449999999999977e-03	2.591574098914861679e-03
1.145240000000000009e+02	7.542099999999999582e+00	2.351686117556599839e-03	2.352589999999999890e-03	2.570506418123841286e-03
1.145240000000000009e+02	1.038240000000000052e+01	2.338656530318000172e-03	2.339280000000000005e-03	2.529558492824435234e-03
1.145240000000000009e+02	1.332559999999999967e+01	2.325874650279100009e-03	2.326239999999999818e-03	2.503496361896395683e-03
1.145240000000000009e+02	1.634359999999999857e+01	2.313025753644999943e-03	2.313589999999999917e-03	2.488780766725540161e-03
1.145240000000000009e+02	1.966560000000000130e+01	2.300250142081800096e-03	2.300389999999999813e-03	2.476776717230677605e-03
1.145240000000000009e+02	2.324500000000000099e+01	2.286658364633300123e-03	2.286949999999999834e-03	2.530203433707356453e-03
1.145240000000000009e+02	2.715540000000000020e+01	2.272753905270700168e-03	2.273069999999999865e-03	2.520538168027997017e-03
1.145240000000000009e+02	3.129870000000000019e+01	2.308264238751799990e-03	2.259189999999999896e-03	2.516513457521796227e-03
1.194200000000000017e+02	8.327999999999999847e-01	2.427617854729200147e-03	2.430129999999999964e-03	2.608389360830187798e-03
1.194200000000000017e+02	3.027400000000000091e+00	2.413212551079799931e-03	2.416440000000000168e-03	2.755824010819196701e-03
1.194200000000000017e+02	6.214599999999999902e+00	2.395014354183200127e-03	2.397910000000000059e-03	2.696821698918938637e-03
1.194200000000000017e+02	1.040070000000000050e+01	2.373378342966199917e-03	2.375609999999999788e-03	2.599242143332958221e-03
1.194200000000000017e+02	1.490930000000000000e+01	2.352307237972200201e-03	2.353739999999999999e-03	2.551336307078599930e-03
1.194200000000000017e+02	1.983719999999999928e+01	2.330796308167799868e-03	2.331919999999999913e-03	2.530203433707356453e-03
1.194200000000000017e+02	2.537480000000000047e+01	2.308606139242999882e-03	2.309550000000000058e-03	2.522382186725735664e-03
1.194200000000000017e+02	3.169099999999999895e+01	2.287472193716699829e-03	2.286289999999999850e-03	2.516513457521796227e-03
1.249170000000000016e+02	9.796000000000000263e-01	2.473875626001799822e-03	2.480650000000000042e-03	2.745024394243955612e-03
1.249170000000000016e+02	4.496000000000000441e+00	2.450432144000399930e-03	2.455619999999999938e-03	3.029886167496442795e-03
1.249170000000000016e+02	8.418599999999999639e+00	2.426682378367300049e-03	2.430540000000000131e-03	2.645549830049276352e-03
1.249170000000000016e+02	1.251900000000000013e+01	2.403555346760199909e-03	2.406870000000000190e-03	2.586477901786565781e-03
1.249170000000000016e+02	1.686289999999999978e+01	2.382047555673799926e-03	2.384100000000000108e-03	2.551218029111623764e-03
1.249170000000000016e+02	2.179850000000000065e+01	2.359161280040799821e-03	2.360559999999999829e-03	2.531912177801132202e-03
1.249170000000000016e+02	2.736380000000000123e+01	2.335283880751500007e-03	2.336470000000000213e-03	2.522246912121772766e-03
1.309869999999999948e+02	1.502499999999999947e+00	2.535097820906899793e-03	2.538219999999999886e-03	6.829172838479280472e-03
1.309869999999999948e+02	4.624600000000000044e+00	2.530601014400499834e-03	2.511890000000000130e-03	4.862973932176828384e-03
1.309869999999999948e+02	7.934400000000000119e+00	2.480795984627200135e-03	2.486830000000000204e-03	4.392098169773817062e-03
1.309869999999999948e+02	1.151999999999999957e+01	2.459102083071899956e-03	2.462329999999999987e-03	4.336682148277759552e-03
1.309869999999999948e+02	1.577360000000000007e+01	2.436974336106199901e-03	2.436129999999999893e-03	4.295234102755784988e-03
1.309869999999999948e+02	2.007140000000000057e+01	2.414090929013699982e-03	2.412200000000000195e-03	4.274101927876472473e-03
1.309869999999999948e+02	2.493059999999999832e+01	2.389772256520099943e-03	2.387629999999999961e-03	4.269690252840518951e-03
