Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
205.370	2.41000	26.7968	0.0373179	9.15811	10.6009	65.1905	26.9624	43.0476	345.067	9.20151	8.39505	0.0255186	vapor
210.930	2.41000	25.6611	0.0389694	9.33051	10.8372	66.3257	26.8122	41.9774	352.920	8.68476	8.58648	0.0259441	vapor
216.480	2.41000	24.6484	0.0405706	9.49914	11.0677	67.4045	26.7059	41.1277	360.331	8.21806	8.77611	0.0264152	vapor
222.040	2.41000	23.7332	0.0421351	9.66535	11.2944	68.4385	26.6357	40.4429	367.387	7.79213	8.96478	0.0269208	vapor
227.590	2.41000	22.9024	0.0436636	9.82912	11.5173	69.4300	26.5966	39.8893	374.110	7.40254	9.15192	0.0274519	vapor
233.150	2.41000	22.1403	0.0451664	9.99150	11.7378	70.3871	26.5844	39.4391	380.562	7.04306	9.33828	0.0280058	vapor
238.710	2.41000	21.4386	0.0466447	10.1526	11.9560	71.3122	26.5962	39.0743	386.761	6.71047	9.52355	0.0285786	vapor
244.260	2.41000	20.7904	0.0480990	10.3124	12.1720	72.2068	26.6294	38.7811	392.721	6.40206	9.70743	0.0291672	vapor
249.820	2.41000	20.1869	0.0495372	10.4717	12.3870	73.0769	26.6821	38.5476	398.485	6.11400	9.89058	0.0297724	vapor
255.370	2.41000	19.6247	0.0509561	10.6303	12.6004	73.9218	26.7527	38.3661	404.049	5.84507	10.0724	0.0303911	vapor
260.930	2.41000	19.0976	0.0523627	10.7888	12.8133	74.7466	26.8401	38.2291	409.449	5.59237	10.2534	0.0310249	vapor
266.480	2.41000	18.6034	0.0537535	10.9469	13.0252	75.5502	26.9428	38.1318	414.678	5.35517	10.4331	0.0316710	vapor
272.040	2.41000	18.1374	0.0551348	11.1053	13.2370	76.3369	27.0604	38.0693	419.767	5.13121	10.6121	0.0323315	vapor
277.590	2.41000	17.6982	0.0565028	11.2636	13.4482	77.1054	27.1915	38.0382	424.707	4.92008	10.7897	0.0330038	vapor
283.150	2.41000	17.2821	0.0578634	11.4225	13.6597	77.8597	27.3359	38.0353	429.527	4.71997	10.9667	0.0336902	vapor
116.480	3.10000	418.214	0.00239112	0.218926	0.337843	1.95853	32.7781	55.8211	1319.51	-0.409209	110.303	0.180370	liquid
122.040	3.10000	410.004	0.00243900	0.528736	0.650034	4.57662	32.3945	56.4958	1264.58	-0.382896	98.8087	0.172617	liquid
127.590	3.10000	401.508	0.00249061	0.841865	0.965729	7.10621	32.0312	57.2915	1208.48	-0.351482	88.8090	0.164820	liquid
133.150	3.10000	392.640	0.00254686	1.16018	1.28685	9.56956	31.6891	58.2487	1150.82	-0.313462	79.9865	0.156974	liquid
138.710	3.10000	383.343	0.00260863	1.48411	1.61385	11.9754	31.3720	59.4193	1091.40	-0.266957	72.1526	0.149106	liquid
144.260	3.10000	373.538	0.00267710	1.81438	1.94752	14.3338	31.0847	60.8778	1029.95	-0.209327	65.1553	0.141226	liquid
149.820	3.10000	363.058	0.00275438	2.15399	2.29097	16.6697	30.8329	62.7488	965.692	-0.136262	58.8324	0.133285	liquid
155.370	3.10000	351.750	0.00284293	2.50436	2.64575	18.9946	30.6276	65.2226	898.073	-0.0415724	53.0852	0.125270	liquid
160.930	3.10000	339.276	0.00294745	2.87081	3.01739	21.3445	30.4853	68.6671	825.630	0.0860733	47.7750	0.117079	liquid
166.480	3.10000	325.185	0.00307518	3.25877	3.41171	23.7529	30.4400	73.8163	746.550	0.266981	42.7918	0.108613	liquid
172.040	3.10000	308.439	0.00324213	3.68284	3.84408	26.3068	30.5694	82.6256	656.348	0.548613	37.9395	0.0995960	liquid
177.590	3.10000	286.525	0.00349010	4.17522	4.34879	29.1925	31.1368	102.726	543.976	1.07510	32.8780	0.0894769	liquid
183.150	3.10000	49.6900	0.0201248	8.04942	9.05028	55.5386	30.6221	74.1343	286.856	12.2940	8.01266	0.0289517	vapor
188.710	3.10000	44.9761	0.0222340	8.31656	9.42232	57.5406	29.2340	61.4139	302.068	11.3380	8.16659	0.0281403	vapor
194.260	3.10000	41.5815	0.0240491	8.54760	9.74363	59.2192	28.4817	54.9539	314.568	10.5314	8.32827	0.0272766	vapor
199.820	3.10000	38.9149	0.0256971	8.75923	10.0372	60.7095	27.9883	50.9296	325.521	9.83622	8.49583	0.0270189	vapor
205.370	3.10000	36.7277	0.0272274	8.95767	10.3118	62.0650	27.6376	48.1613	335.376	9.22875	8.66657	0.0270903	vapor
210.930	3.10000	34.8716	0.0286767	9.14746	10.5736	63.3232	27.3795	46.1317	344.438	8.68858	8.83981	0.0273221	vapor
216.480	3.10000	33.2677	0.0300592	9.33028	10.8252	64.5005	27.1903	44.5911	352.843	8.20480	9.01411	0.0276504	vapor
222.040	3.10000	31.8539	0.0313933	9.50837	11.0696	65.6155	27.0545	43.3867	360.738	7.76619	9.18958	0.0280454	vapor
227.590	3.10000	30.5963	0.0326837	9.68225	11.3077	66.6745	26.9625	42.4319	368.176	7.36716	9.36522	0.0284878	vapor
233.150	3.10000	29.4621	0.0339420	9.85338	11.5414	67.6891	26.9070	41.6632	375.248	7.00063	9.54139	0.0289686	vapor
238.710	3.10000	28.4324	0.0351712	10.0221	11.7713	68.6634	26.8828	41.0410	381.990	6.66284	9.71759	0.0294799	vapor
244.260	3.10000	27.4926	0.0363735	10.1886	11.9976	69.6007	26.8859	40.5367	388.429	6.35066	9.89333	0.0300160	vapor
249.820	3.10000	26.6266	0.0375565	10.3540	12.2218	70.5083	26.9132	40.1268	394.618	6.05995	10.0691	0.0305756	vapor
255.370	3.10000	25.8274	0.0387186	10.5180	12.4435	71.3863	26.9622	39.7966	400.563	5.78924	10.2442	0.0311543	vapor
260.930	3.10000	25.0838	0.0398664	10.6814	12.6641	72.2405	27.0309	39.5326	406.306	5.53546	10.4191	0.0317526	vapor
266.480	3.10000	24.3918	0.0409974	10.8439	12.8829	73.0703	27.1175	39.3261	411.845	5.29772	10.5932	0.0323671	vapor
272.040	3.10000	23.7431	0.0421175	11.0064	13.1011	73.8807	27.2209	39.1685	417.216	5.07367	10.7670	0.0329990	vapor
277.590	3.10000	23.1354	0.0432238	11.1685	13.3181	74.6705	27.3397	39.0543	422.413	4.86279	10.9398	0.0336455	vapor
283.150	3.10000	22.5624	0.0443216	11.3308	13.5350	75.4442	27.4732	38.9781	427.468	4.66320	11.1122	0.0343083	vapor
116.480	3.79000	418.885	0.00238729	0.208494	0.353647	1.86716	32.8090	55.6881	1326.25	-0.412387	111.322	0.181152	liquid
122.040	3.79000	410.751	0.00243457	0.516990	0.665017	4.47837	32.4257	56.3325	1271.97	-0.386947	99.7452	0.173448	liquid
127.590	3.79000	402.346	0.00248542	0.828583	0.979702	6.99987	32.0623	57.0888	1216.64	-0.356687	89.6939	0.165705	liquid
133.150	3.79000	393.588	0.00254073	1.14507	1.29955	9.45351	31.7195	57.9935	1159.87	-0.320224	80.8411	0.157922	liquid
138.710	3.79000	384.427	0.00260128	1.46678	1.62495	11.8475	31.4007	59.0919	1101.53	-0.275869	72.9925	0.150126	liquid
144.260	3.79000	374.793	0.00266814	1.79430	1.95653	14.1913	31.1104	60.4480	1041.39	-0.221291	65.9933	0.142332	liquid
149.820	3.79000	364.536	0.00274321	2.13041	2.29720	16.5082	30.8529	62.1667	978.789	-0.152733	59.6807	0.134498	liquid
155.370	3.79000	353.529	0.00282862	2.47615	2.64814	18.8080	30.6377	64.4011	913.313	-0.0650024	53.9575	0.126621	liquid
160.930	3.79000	341.487	0.00292837	2.83613	3.01418	21.1225	30.4774	67.4357	843.795	0.0511205	48.6907	0.118616	liquid
166.480	3.79000	328.059	0.00304823	3.21440	3.39974	23.4774	30.3969	71.7931	768.987	0.211071	43.7826	0.110420	liquid
172.040	3.79000	312.485	0.00320016	3.62189	3.81647	25.9391	30.4468	78.7128	685.878	0.447794	39.0716	0.101839	liquid
177.590	3.79000	293.253	0.00341003	4.07784	4.28518	28.6194	30.7644	91.8798	588.658	0.842344	34.3409	0.0925868	liquid
183.150	3.79000	264.926	0.00377464	4.65292	4.88243	31.9279	32.0038	133.771	455.957	1.73517	28.9132	0.0818514	liquid
188.710	3.79000	65.0727	0.0153674	7.89728	8.83165	53.3155	31.9412	97.7147	281.799	11.2513	8.83396	0.0350702	vapor
194.260	3.79000	57.2373	0.0174711	8.22781	9.29009	55.7116	29.9786	72.1911	299.681	10.4911	8.84309	0.0312195	vapor
199.820	3.79000	52.1564	0.0191731	8.49318	9.65894	57.5844	29.0269	61.6574	313.566	9.79360	8.92658	0.0297701	vapor
205.370	3.79000	48.3882	0.0206662	8.72680	9.98335	59.1861	28.4360	55.7196	325.383	9.17793	9.04238	0.0292467	vapor
210.930	3.79000	45.3880	0.0220323	8.94208	10.2817	60.6197	28.0253	51.8425	335.901	8.63053	9.17604	0.0291152	vapor
216.480	3.79000	42.9085	0.0233054	9.14442	10.5614	61.9289	27.7283	49.1103	345.444	8.14136	9.32013	0.0291978	vapor
222.040	3.79000	40.7942	0.0245133	9.33812	10.8286	63.1475	27.5112	47.0790	354.263	7.69897	9.47146	0.0294139	vapor
227.590	3.79000	38.9611	0.0256666	9.52479	11.0854	64.2899	27.3559	45.5236	362.470	7.29743	9.62729	0.0297204	vapor
233.150	3.79000	37.3414	0.0267799	9.70667	11.3350	65.3734	27.2497	44.3005	370.195	6.92938	9.78676	0.0300936	vapor
238.710	3.79000	35.8955	0.0278586	9.88458	11.5785	66.4056	27.1844	43.3253	377.498	6.59083	9.94865	0.0305174	vapor
244.260	3.79000	34.5942	0.0289066	10.0591	11.8167	67.3920	27.1536	42.5407	384.425	6.27849	10.1120	0.0309810	vapor
249.820	3.79000	33.4091	0.0299319	10.2314	12.0513	68.3421	27.1526	41.9031	391.044	5.98810	10.2768	0.0314792	vapor
255.370	3.79000	32.3265	0.0309344	10.4015	12.2824	69.2570	27.1777	41.3856	397.369	5.71807	10.4422	0.0320052	vapor
260.930	3.79000	31.3280	0.0319203	10.5705	12.5113	70.1437	27.2261	40.9648	403.452	5.46526	10.6085	0.0325576	vapor
266.480	3.79000	30.4059	0.0328884	10.7380	12.7377	71.0022	27.2953	40.6258	409.295	5.22873	10.7747	0.0331318	vapor
272.040	3.79000	29.5473	0.0338440	10.9050	12.9628	71.8382	27.3837	40.3547	414.942	5.00605	10.9414	0.0337279	vapor
277.590	3.79000	28.7477	0.0347853	11.0711	13.1861	72.6510	27.4894	40.1428	420.389	4.79667	11.1078	0.0343424	vapor
283.150	3.79000	27.9979	0.0357170	11.2372	13.4089	73.4454	27.6114	39.9813	425.671	4.59867	11.2743	0.0349762	vapor
116.480	4.14000	419.221	0.00238538	0.203265	0.361695	1.82122	32.8246	55.6223	1329.63	-0.413960	111.835	0.181546	liquid
122.040	4.14000	411.125	0.00243235	0.511111	0.672661	4.42904	32.4414	56.2520	1275.68	-0.388946	100.217	0.173867	liquid
127.590	4.14000	402.765	0.00248284	0.821945	0.986849	6.94656	32.0781	56.9893	1220.72	-0.359246	90.1390	0.166151	liquid
133.150	4.14000	394.061	0.00253768	1.13753	1.30608	9.39545	31.7349	57.8687	1164.39	-0.323535	81.2703	0.158398	liquid
138.710	4.14000	384.966	0.00259763	1.45816	1.63069	11.7837	31.4154	58.9329	1106.57	-0.280211	73.4137	0.150637	liquid
144.260	4.14000	375.416	0.00266371	1.78435	1.96127	14.1203	31.1236	60.2410	1047.06	-0.227080	66.4127	0.142885	liquid
149.820	4.14000	365.266	0.00273773	2.11877	2.30060	16.4282	30.8637	61.8895	985.247	-0.160632	60.1042	0.135102	liquid
155.370	4.14000	354.401	0.00282166	2.46232	2.64973	18.7161	30.6441	64.0158	920.776	-0.0761010	54.3915	0.127290	liquid
160.930	4.14000	342.559	0.00291921	2.81929	3.01317	21.0142	30.4760	66.8713	852.598	0.0348613	49.1436	0.119371	liquid
166.480	4.14000	329.430	0.00303555	3.19317	3.39479	23.3451	30.3809	70.9004	779.685	0.185803	44.2679	0.111296	liquid
172.040	4.14000	314.352	0.00318114	3.59358	3.80486	25.7675	30.4003	77.1074	699.533	0.404575	39.6153	0.102900	liquid
177.590	4.14000	296.118	0.00337703	4.03578	4.26007	28.3708	30.6372	88.1889	607.805	0.754398	35.0056	0.0939731	liquid
183.150	4.14000	271.037	0.00368953	4.56836	4.81341	31.4366	31.4823	116.483	491.111	1.45242	29.9673	0.0840018	liquid
188.710	4.14000	82.7535	0.0120841	7.53796	8.34055	50.3038	35.2829	176.240	266.364	10.7846	9.57160	0.0449683	vapor
194.260	4.14000	67.7724	0.0147553	8.01777	8.99777	53.7417	31.1203	89.8351	291.057	10.3347	9.25413	0.0346310	vapor
199.820	4.14000	60.2933	0.0165856	8.33310	9.43467	55.9604	29.6883	70.2927	307.184	9.69906	9.23199	0.0317742	vapor
205.370	4.14000	55.2197	0.0181095	8.59399	9.79677	57.7484	28.9041	61.1035	320.250	9.10451	9.29183	0.0306867	vapor
210.930	4.14000	51.3677	0.0194675	8.82716	10.1201	59.3023	28.3881	55.6190	331.614	8.56682	9.38984	0.0302503	vapor
216.480	4.14000	48.2791	0.0207129	9.04235	10.4180	60.6966	28.0232	51.9533	341.786	8.08317	9.50894	0.0301423	vapor
222.040	4.14000	45.7003	0.0218817	9.24588	10.6992	61.9792	27.7575	49.3197	351.101	7.64447	9.64148	0.0302276	vapor
227.590	4.14000	43.4993	0.0229889	9.44036	10.9672	63.1715	27.5657	47.3495	359.710	7.24569	9.78259	0.0304387	vapor
233.150	4.14000	41.5778	0.0240513	9.62865	11.2261	64.2952	27.4308	45.8253	367.772	6.87988	9.93010	0.0307389	vapor
238.710	4.14000	39.8791	0.0250758	9.81192	11.4774	65.3606	27.3426	44.6236	375.361	6.54326	10.0820	0.0311051	vapor
244.260	4.14000	38.3621	0.0260674	9.99097	11.7223	66.3748	27.2932	43.6638	382.534	6.23266	10.2370	0.0315220	vapor
249.820	4.14000	36.9898	0.0270344	10.1673	11.9628	67.3486	27.2767	42.8869	389.368	5.94387	10.3945	0.0319812	vapor
255.370	4.14000	35.7431	0.0279775	10.3409	12.1990	68.2838	27.2890	42.2570	395.882	5.67537	10.5536	0.0324745	vapor
260.930	4.14000	34.5986	0.0289029	10.5129	12.4325	69.1882	27.3265	41.7435	402.133	5.42401	10.7143	0.0329988	vapor
266.480	4.14000	33.5460	0.0298098	10.6831	12.6630	70.0623	27.3865	41.3272	408.127	5.18887	10.8756	0.0335485	vapor
272.040	4.14000	32.5695	0.0307036	10.8526	12.8918	70.9121	27.4669	40.9909	413.908	4.96754	11.0379	0.0341232	vapor
277.590	4.14000	31.6630	0.0315826	11.0209	13.1185	71.7372	27.5657	40.7232	419.477	4.75947	11.2002	0.0347187	vapor
283.150	4.14000	30.8152	0.0324515	11.1890	13.3443	72.5426	27.6817	40.5136	424.870	4.56276	11.3631	0.0353356	vapor
116.480	4.31000	419.384	0.00238445	0.200740	0.365612	1.79900	32.8321	55.5907	1331.26	-0.414714	112.084	0.181737	liquid
122.040	4.31000	411.306	0.00243128	0.508274	0.676384	4.40520	32.4490	56.2134	1277.47	-0.389904	100.445	0.174069	liquid
127.590	4.31000	402.967	0.00248159	0.818745	0.990334	6.92081	32.0857	56.9417	1222.69	-0.360470	90.3542	0.166366	liquid
133.150	4.31000	394.289	0.00253621	1.13390	1.30927	9.36744	31.7424	57.8093	1166.57	-0.325116	81.4777	0.158628	liquid
138.710	4.31000	385.226	0.00259588	1.45402	1.63351	11.7530	31.4226	58.8573	1109.00	-0.282279	73.6171	0.150884	liquid
144.260	4.31000	375.715	0.00266159	1.77957	1.96360	14.0862	31.1301	60.1430	1049.79	-0.229828	66.6151	0.143152	liquid
149.820	4.31000	365.615	0.00273511	2.11319	2.30231	16.3898	30.8690	61.7588	988.342	-0.164366	60.3083	0.135393	liquid
155.370	4.31000	354.818	0.00281835	2.45571	2.65058	18.6721	30.6474	63.8356	924.340	-0.0813171	54.6002	0.127611	liquid
160.930	4.31000	343.068	0.00291487	2.81128	3.01282	20.9625	30.4758	66.6100	856.783	0.0272828	49.3610	0.119732	liquid
166.480	4.31000	330.076	0.00302960	3.18314	3.39262	23.2824	30.3743	70.4939	784.733	0.174173	44.4999	0.111712	liquid
172.040	4.31000	315.222	0.00317237	3.58036	3.79971	25.6872	30.3806	76.3978	705.896	0.385116	39.8730	0.103399	liquid
177.590	4.31000	297.414	0.00336232	4.01666	4.24914	28.2575	30.5852	86.6623	616.488	0.716585	35.3144	0.0946118	liquid
183.150	4.31000	273.515	0.00365611	4.53358	4.78638	31.2344	31.3026	110.941	505.530	1.34864	30.4176	0.0849318	liquid
188.710	4.31000	99.9958	0.0100004	7.19764	7.88911	47.7509	39.5353	416.603	252.708	10.0331	10.4538	0.0619378	vapor
194.260	4.31000	74.0146	0.0135109	7.89538	8.82958	52.6775	31.8591	103.767	286.437	10.1920	9.52358	0.0370031	vapor
199.820	4.31000	64.7409	0.0154462	8.24676	9.31478	55.1419	30.0585	75.8450	304.005	9.62486	9.41248	0.0329817	vapor
205.370	4.31000	58.8258	0.0169994	8.52466	9.70007	57.0445	29.1508	64.2759	317.758	9.05257	9.43242	0.0315034	vapor
210.930	4.31000	54.4625	0.0183613	8.76823	10.0378	58.6676	28.5739	57.7393	329.560	8.52505	9.50702	0.0308726	vapor
216.480	4.31000	51.0236	0.0195988	8.99061	10.3458	60.1089	28.1720	53.5017	340.047	8.04710	9.61051	0.0306490	vapor
222.040	4.31000	48.1852	0.0207533	9.19950	10.6345	61.4259	27.8807	50.5147	349.607	7.61210	9.73174	0.0306573	vapor
227.590	4.31000	45.7827	0.0218423	9.39815	10.9084	62.6446	27.6700	48.3086	358.413	7.21595	9.86421	0.0308138	vapor
233.150	4.31000	43.6987	0.0228840	9.58982	11.1721	63.7894	27.5205	46.6169	366.638	6.85215	10.0048	0.0310729	vapor
238.710	4.31000	41.8653	0.0238861	9.77589	11.4275	64.8719	27.4206	45.2914	374.365	6.51716	10.1512	0.0314072	vapor
244.260	4.31000	40.2348	0.0248541	9.95729	11.6758	65.9003	27.3618	44.2371	381.655	6.20793	10.3014	0.0317985	vapor
249.820	4.31000	38.7647	0.0257967	10.1356	11.9193	66.8861	27.3376	43.3861	388.592	5.92033	10.4550	0.0322367	vapor
255.370	4.31000	37.4327	0.0267146	10.3110	12.1581	67.8316	27.3434	42.6969	395.196	5.65289	10.6106	0.0327124	vapor
260.930	4.31000	36.2130	0.0276144	10.4845	12.3939	68.7450	27.3756	42.1348	401.527	5.40250	10.7682	0.0332216	vapor
266.480	4.31000	35.0935	0.0284953	10.6562	12.6265	69.6269	27.4310	41.6784	407.592	5.16826	10.9269	0.0337584	vapor
272.040	4.31000	34.0567	0.0293628	10.8268	12.8571	70.4836	27.5075	41.3083	413.438	4.94777	11.0867	0.0343218	vapor
277.590	4.31000	33.0958	0.0302153	10.9963	13.0855	71.3148	27.6028	41.0121	419.065	4.74048	11.2469	0.0349073	vapor
283.150	4.31000	32.1983	0.0310575	11.1654	13.3129	72.1257	27.7158	40.7778	424.510	4.54450	11.4079	0.0355154	vapor
116.480	4.69000	419.746	0.00238239	0.195131	0.374384	1.74958	32.8490	55.5212	1334.89	-0.416378	112.639	0.182163	liquid
122.040	4.69000	411.708	0.00242891	0.501976	0.684729	4.35219	32.4661	56.1286	1281.44	-0.392014	100.953	0.174520	liquid
127.590	4.69000	403.416	0.00247883	0.811646	0.998155	6.86361	32.1027	56.8372	1227.05	-0.363163	90.8334	0.166845	liquid
133.150	4.69000	394.795	0.00253296	1.12586	1.31644	9.30526	31.7592	57.6789	1171.39	-0.328586	81.9391	0.159139	liquid
138.710	4.69000	385.801	0.00259201	1.44484	1.63986	11.6848	31.4386	58.6921	1114.36	-0.286806	74.0691	0.151432	liquid
144.260	4.69000	376.376	0.00265692	1.76901	1.96892	14.0106	31.1448	59.9295	1055.81	-0.235826	67.0644	0.143743	liquid
149.820	4.69000	366.387	0.00272936	2.10090	2.30626	16.3049	30.8813	61.4758	995.162	-0.172481	60.7608	0.136037	liquid
155.370	4.69000	355.733	0.00281109	2.44118	2.65268	18.5752	30.6555	63.4478	932.170	-0.0925886	55.0624	0.128320	liquid
160.930	4.69000	344.183	0.00290543	2.79373	3.01234	20.8493	30.4767	66.0536	865.936	0.0110383	49.8410	0.120527	liquid
166.480	4.69000	331.480	0.00301677	3.16133	3.38832	23.1459	30.3621	69.6419	795.699	0.149549	45.0101	0.112623	liquid
172.040	4.69000	317.086	0.00315372	3.55194	3.78922	25.5142	30.3425	74.9509	719.557	0.344745	40.4353	0.104481	liquid
177.590	4.69000	300.121	0.00333199	3.97650	4.22720	28.0190	30.4869	83.7194	634.696	0.641199	35.9766	0.0959705	liquid
183.150	4.69000	278.310	0.00359312	4.46550	4.73585	30.8379	30.9993	101.926	533.744	1.16335	31.3285	0.0868197	liquid
188.710	4.69000	242.505	0.00412363	5.13532	5.44558	34.6503	33.0847	178.498	390.256	2.51434	25.4583	0.0774925	liquid
194.260	4.69000	93.2693	0.0107216	7.52839	8.33509	49.7514	34.4256	173.572	274.197	9.54284	10.4866	0.0462743	supercritical
199.820	4.69000	76.3323	0.0131006	8.02581	9.01151	53.1893	31.0533	93.7385	296.715	9.35852	9.92949	0.0365250	supercritical
205.370	4.69000	67.7369	0.0147630	8.35569	9.46647	55.4364	29.7579	73.2169	312.247	8.88567	9.80674	0.0336956	supercritical
210.930	4.69000	61.9085	0.0161529	8.62806	9.84341	57.2480	29.0143	63.3371	325.084	8.40026	9.80736	0.0324699	supercritical
216.480	4.69000	57.5208	0.0173850	8.86929	10.1774	58.8110	28.5181	57.4353	336.291	7.94484	9.86479	0.0319146	supercritical
222.040	4.69000	54.0043	0.0185170	9.09179	10.4850	60.2145	28.1643	53.4745	346.397	7.52387	9.95405	0.0317114	supercritical
227.590	4.69000	51.0886	0.0195738	9.30079	10.7735	61.4981	27.9083	50.6417	355.638	7.13734	10.0629	0.0317216	supercritical
233.150	4.69000	48.5979	0.0205770	9.50071	11.0489	62.6937	27.7244	48.5169	364.221	6.78064	10.1851	0.0318733	supercritical
238.710	4.69000	46.4327	0.0215365	9.69352	11.3139	63.8171	27.5974	46.8777	372.250	6.45117	10.3167	0.0321253	supercritical
244.260	4.69000	44.5254	0.0224591	9.88056	11.5704	64.8792	27.5168	45.5880	379.798	6.14641	10.4547	0.0324516	supercritical
249.820	4.69000	42.8189	0.0233542	10.0637	11.8209	65.8933	27.4749	44.5543	386.959	5.86256	10.5980	0.0328369	supercritical
255.370	4.69000	41.2828	0.0242232	10.2432	12.0658	66.8628	27.4660	43.7205	393.759	5.59834	10.7449	0.0332688	supercritical
260.930	4.69000	39.8838	0.0250728	10.4204	12.3069	67.7969	27.4857	43.0412	400.263	5.35080	10.8949	0.0337410	supercritical
266.480	4.69000	38.6058	0.0259029	10.5952	12.5442	68.6968	27.5307	42.4887	406.483	5.11910	11.0469	0.0342461	supercritical
272.040	4.69000	37.4270	0.0267187	10.7688	12.7791	69.5694	27.5982	42.0381	412.467	4.90092	11.2009	0.0347819	supercritical
277.590	4.69000	36.3384	0.0275191	10.9408	13.0114	70.4146	27.6859	41.6741	418.218	4.69575	11.3558	0.0353433	supercritical
283.150	4.69000	35.3248	0.0283087	11.1123	13.2423	71.2381	27.7922	41.3819	423.778	4.50174	11.5120	0.0359300	supercritical
116.480	5.52000	420.527	0.00237797	0.183044	0.393628	1.64270	32.8855	55.3735	1342.73	-0.419911	113.842	0.183085	liquid
122.040	5.52000	412.574	0.00242381	0.488423	0.703067	4.23771	32.5030	55.9490	1290.01	-0.396482	102.055	0.175497	liquid
127.590	5.52000	404.382	0.00247291	0.796397	1.01539	6.74030	32.1398	56.6170	1236.45	-0.368845	91.8700	0.167882	liquid
133.150	5.52000	395.881	0.00252601	1.10861	1.33231	9.17148	31.7957	57.4056	1181.75	-0.335877	82.9359	0.160243	liquid
138.710	5.52000	387.031	0.00258377	1.42521	1.65402	11.5384	31.4738	58.3480	1125.84	-0.296267	75.0440	0.152613	liquid
144.260	5.52000	377.785	0.00264701	1.74651	1.98091	13.8490	31.1774	59.4885	1068.63	-0.248274	68.0315	0.145013	liquid
149.820	5.52000	368.022	0.00271723	2.07482	2.31544	16.1242	30.9093	60.8974	1009.62	-0.189175	61.7325	0.137415	liquid
155.370	5.52000	357.663	0.00279593	2.41054	2.65814	18.3700	30.6756	62.6666	948.663	-0.115508	56.0514	0.129831	liquid
160.930	5.52000	346.510	0.00288592	2.75707	3.01264	20.6116	30.4834	64.9552	885.040	-0.0214609	50.8630	0.122207	liquid
166.480	5.52000	334.369	0.00299071	3.11633	3.38118	22.8628	30.3454	68.0107	818.284	0.101445	46.0876	0.114528	liquid
172.040	5.52000	320.832	0.00311689	3.49453	3.77055	25.1630	30.2820	72.3172	747.094	0.268824	41.6062	0.106704	liquid
177.590	5.52000	305.326	0.00327519	3.89860	4.18864	27.5543	30.3335	78.8523	669.959	0.508882	37.3150	0.0986738	liquid
183.150	5.52000	286.559	0.00348968	4.34624	4.65527	30.1407	30.5942	90.2000	583.321	0.886439	33.0228	0.0903249	liquid
188.710	5.52000	261.421	0.00382525	4.87752	5.21627	33.1563	31.3544	115.826	480.188	1.58409	28.3740	0.0819965	liquid
194.260	5.52000	215.679	0.00463651	5.67594	6.08653	37.6936	34.3326	240.661	339.971	3.49549	21.8969	0.0735481	supercritical
199.820	5.52000	118.718	0.00842334	7.27336	8.01930	47.5077	34.6617	217.615	281.480	7.72346	12.4451	0.0535300	supercritical
205.370	5.52000	93.3667	0.0107105	7.88978	8.83826	51.5566	31.4387	109.183	301.465	8.13145	11.1054	0.0413339	supercritical
210.930	5.52000	81.5018	0.0122697	8.27054	9.35709	54.0510	30.1057	81.6847	316.488	7.91849	10.7246	0.0373454	supercritical
216.480	5.52000	73.8313	0.0135444	8.57225	9.77169	55.9918	29.3353	69.0208	329.125	7.58871	10.5895	0.0355052	supercritical
222.040	5.52000	68.1890	0.0146651	8.83464	10.1333	57.6417	28.8177	61.6371	340.302	7.23882	10.5605	0.0345642	supercritical
227.590	5.52000	63.7650	0.0156826	9.07235	10.4611	59.1001	28.4499	56.7965	350.394	6.89759	10.5885	0.0340992	supercritical
233.150	5.52000	60.1323	0.0166300	9.29421	10.7669	60.4276	28.1833	53.3709	359.680	6.57238	10.6514	0.0339189	supercritical
238.710	5.52000	57.0668	0.0175233	9.50446	11.0563	61.6543	27.9925	50.8332	368.301	6.26609	10.7373	0.0339264	supercritical
244.260	5.52000	54.4279	0.0183729	9.70574	11.3328	62.7994	27.8615	48.8932	376.355	5.97913	10.8390	0.0340654	supercritical
249.820	5.52000	52.1103	0.0191901	9.90082	11.6002	63.8822	27.7785	47.3693	383.957	5.70954	10.9525	0.0343021	supercritical
255.370	5.52000	50.0555	0.0199778	10.0905	11.8596	64.9092	27.7360	46.1563	391.143	5.45701	11.0745	0.0346134	supercritical
260.930	5.52000	48.2078	0.0207435	10.2765	12.1134	65.8925	27.7276	45.1758	397.989	5.21933	11.2033	0.0349854	supercritical
266.480	5.52000	46.5378	0.0214879	10.4590	12.3619	66.8347	27.7490	44.3799	404.512	4.99608	11.3370	0.0354061	supercritical
272.040	5.52000	45.0118	0.0222164	10.6394	12.6068	67.7442	27.7964	43.7289	410.770	4.78530	11.4749	0.0358696	supercritical
277.590	5.52000	43.6136	0.0229286	10.8175	12.8479	68.6218	27.8669	43.1978	416.768	4.58668	11.6158	0.0363684	supercritical
283.150	5.52000	42.3210	0.0236289	10.9944	13.0869	69.4741	27.9582	42.7642	422.551	4.39855	11.7594	0.0369001	supercritical
