# Temperature (K)	Pressure (MPa)	Experimental(uPas)	NIST(uPas)	Model(uPas)
2.929599999999999795e+02	3.400000000000000244e-01	1.092600000000000016e+01	1.093950000000000067e+01	1.313820968504668407e+01
2.970799999999999841e+02	3.400000000000000244e-01	1.106199999999999939e+01	1.107300000000000040e+01	1.313858772721103385e+01
3.238600000000000136e+02	3.400000000000000244e-01	1.191399999999999970e+01	1.192430000000000057e+01	1.314178994342647755e+01
3.505500000000000114e+02	3.400000000000000244e-01	1.273499999999999943e+01	1.274559999999999960e+01	1.314641266398646557e+01
3.781499999999999773e+02	3.400000000000000244e-01	1.356199999999999939e+01	1.356850000000000023e+01	1.314969194243291462e+01
4.058799999999999955e+02	3.400000000000000244e-01	1.436500000000000021e+01	1.437010000000000076e+01	1.315140200771635293e+01
4.338299999999999841e+02	3.400000000000000244e-01	1.514899999999999913e+01	1.515450000000000053e+01	1.315033939594355239e+01
4.618500000000000227e+02	3.400000000000000244e-01	1.591200000000000081e+01	1.591869999999999941e+01	1.314325077435132094e+01
4.901299999999999955e+02	3.400000000000000244e-01	1.666300000000000026e+01	1.666929999999999978e+01	1.313329321679338868e+01
5.188300000000000409e+02	3.400000000000000244e-01	1.739799999999999969e+01	1.741130000000000067e+01	1.311793300510304761e+01
5.426000000000000227e+02	3.400000000000000244e-01	1.799599999999999866e+01	1.801180000000000092e+01	1.310518584237696871e+01
5.653799999999999955e+02	3.400000000000000244e-01	1.856400000000000006e+01	1.857620000000000005e+01	1.308495885386714441e+01
5.940800000000000409e+02	3.400000000000000244e-01	1.926099999999999923e+01	1.927260000000000062e+01	1.304861571954235444e+01
6.233300000000000409e+02	3.400000000000000244e-01	1.995299999999999940e+01	1.996679999999999922e+01	1.300841825734167756e+01
2.919300000000000068e+02	3.400000000000000244e-01	1.089100000000000001e+01	1.090600000000000058e+01	1.313843221750566315e+01
2.964300000000000068e+02	3.400000000000000244e-01	1.102899999999999991e+01	1.105199999999999960e+01	1.313819814236384076e+01
2.890500000000000114e+02	3.400000000000000244e-01	1.081300000000000061e+01	1.081209999999999916e+01	1.313842649636143989e+01
2.965699999999999932e+02	3.400000000000000244e-01	1.104800000000000004e+01	1.105649999999999977e+01	1.313830330093762910e+01
3.234300000000000068e+02	3.400000000000000244e-01	1.188599999999999923e+01	1.191080000000000005e+01	1.313797704297108560e+01
3.506399999999999864e+02	3.400000000000000244e-01	1.272499999999999964e+01	1.274830000000000041e+01	1.313767821331822638e+01
