Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
204.920	14.0800	280.640	0.00356329	5.08856	5.89344	34.0309	29.7026	71.5727	661.415	0.572152	32.5650	0.0900864	supercritical
248.730	15.5800	188.823	0.00529597	7.73006	9.05377	47.5529	29.5168	72.6904	487.566	1.90906	20.5347	0.0645375	supercritical
257.450	17.2500	188.703	0.00529934	7.98888	9.45540	48.5791	29.4558	68.1302	508.041	1.69499	20.8260	0.0652088	supercritical
266.960	19.0600	188.512	0.00530471	8.27178	9.89384	49.6641	29.4662	64.3886	528.767	1.49504	21.1294	0.0660336	supercritical
276.530	20.8900	188.427	0.00530709	8.55533	10.3339	50.7105	29.5457	61.5061	548.522	1.31829	21.4376	0.0669805	supercritical
296.360	24.6600	188.216	0.00531305	9.14737	11.2493	52.7856	29.8923	57.3891	585.783	1.01860	22.0464	0.0691583	supercritical
204.750	7.77000	210.679	0.00474656	6.08840	6.68007	39.8209	31.7284	141.784	392.041	2.89508	21.4792	0.0691465	supercritical
212.020	9.39000	209.911	0.00476392	6.32614	7.04379	40.9734	30.7923	113.733	422.585	2.52764	21.6179	0.0683330	supercritical
219.260	11.0200	209.471	0.00477394	6.55320	7.39719	42.0341	30.2428	97.4644	448.838	2.22670	21.8164	0.0681311	supercritical
226.520	12.6700	209.251	0.00477895	6.77457	7.74595	43.0317	29.8964	86.8116	472.739	1.97063	22.0491	0.0682742	supercritical
234.070	14.3900	209.056	0.00478341	7.00218	8.10645	44.0243	29.6668	79.1270	495.504	1.74557	22.2965	0.0686221	supercritical
241.250	16.0300	208.917	0.00478660	7.21668	8.44763	44.9303	29.5318	73.7649	515.679	1.56109	22.5356	0.0690848	supercritical
248.390	17.6600	208.779	0.00478976	7.42926	8.78627	45.8021	29.4587	69.6734	534.465	1.40124	22.7699	0.0696284	supercritical
262.570	20.9000	208.574	0.00479445	7.84972	9.45728	47.4540	29.4538	63.8668	568.825	1.13546	23.2302	0.0709044	supercritical
276.780	24.1400	208.399	0.00479850	8.27169	10.1300	49.0245	29.5979	59.9762	599.899	0.921411	23.6745	0.0723662	supercritical
276.940	24.1800	208.417	0.00479808	8.27616	10.1374	49.0400	29.6003	59.9384	600.289	0.918871	23.6818	0.0723892	supercritical
283.780	25.7300	208.308	0.00480057	8.48058	10.4622	49.7727	29.7143	58.5254	614.139	0.830839	23.8856	0.0731369	supercritical
290.590	27.2800	208.256	0.00480178	8.68416	10.7856	50.4834	29.8529	57.3324	627.507	0.749874	24.0906	0.0739256	supercritical
297.430	28.8200	208.142	0.00480442	8.89055	11.1119	51.1895	30.0149	56.3197	640.226	0.676293	24.2850	0.0747270	supercritical
191.540	5.22000	233.463	0.00428334	5.34910	5.70781	35.8416	33.2629	187.404	377.036	2.76487	24.1943	0.0767140	supercritical
195.040	6.12000	232.569	0.00429979	5.47590	5.89806	36.5053	32.3749	155.111	400.150	2.52686	24.0959	0.0748724	supercritical
198.640	7.06000	231.934	0.00431157	5.59986	6.08820	37.1414	31.6860	134.173	420.831	2.32416	24.0777	0.0740371	supercritical
200.320	7.50000	231.645	0.00431695	5.65688	6.17630	37.4305	31.4284	126.906	429.454	2.24239	24.0798	0.0737839	supercritical
205.820	8.96000	231.043	0.00432820	5.83626	6.45841	38.3212	30.7724	109.095	455.454	2.00112	24.1590	0.0733515	supercritical
208.730	9.74000	230.825	0.00433228	5.92851	6.60546	38.7692	30.5157	102.243	467.957	1.88888	24.2243	0.0732754	supercritical
212.950	10.8700	230.478	0.00433881	6.06160	6.81822	39.4056	30.2241	94.4101	484.586	1.74479	24.3210	0.0732560	supercritical
217.100	11.9900	230.250	0.00434310	6.18982	7.02523	40.0056	30.0031	88.3154	500.037	1.61568	24.4360	0.0733496	supercritical
220.070	12.7900	230.070	0.00434651	6.28134	7.17319	40.4274	29.8770	84.7178	510.418	1.53213	24.5173	0.0734493	supercritical
225.390	14.2400	229.927	0.00434921	6.44186	7.43544	41.1508	29.6996	79.3468	528.526	1.39187	24.6891	0.0737388	supercritical
227.170	14.7200	229.829	0.00435106	6.49610	7.52361	41.3924	29.6529	77.8370	534.158	1.35002	24.7397	0.0738354	supercritical
234.290	16.6600	229.632	0.00435479	6.70956	7.87348	42.3217	29.5126	72.7152	556.173	1.19306	24.9678	0.0743332	supercritical
234.420	16.6900	229.586	0.00435567	6.71408	7.88033	42.3420	29.5110	72.6471	556.419	1.19146	24.9660	0.0743302	supercritical
241.370	18.5900	229.457	0.00435811	6.92076	8.22050	43.2137	29.4357	68.7980	576.578	1.05740	25.1942	0.0749041	supercritical
242.490	18.9000	229.464	0.00435798	6.95363	8.27501	43.3494	29.4282	68.2526	579.793	1.03681	25.2343	0.0750100	supercritical
248.290	20.4800	229.330	0.00436053	7.12620	8.55888	44.0560	29.4084	65.7574	595.398	0.940127	25.4167	0.0755267	supercritical
255.200	22.3600	229.179	0.00436340	7.33164	8.89687	44.8760	29.4211	63.3024	613.032	0.836682	25.6304	0.0761823	supercritical
262.140	24.2500	229.064	0.00436559	7.53766	9.23604	45.6757	29.4688	61.2700	629.904	0.743143	25.8445	0.0768872	supercritical
265.540	25.1800	229.037	0.00436611	7.63831	9.40203	46.0579	29.5037	60.4008	637.948	0.700337	25.9513	0.0772532	supercritical
269.540	26.2700	228.990	0.00436701	7.75711	9.59756	46.5034	29.5538	59.4738	647.116	0.652918	26.0731	0.0776882	supercritical
273.500	27.3400	228.908	0.00436857	7.87545	9.79155	46.9417	29.6124	58.6481	655.825	0.609157	26.1872	0.0781168	supercritical
277.490	28.4200	228.844	0.00436979	7.99468	9.98702	47.3765	29.6802	57.8925	664.424	0.567164	26.3028	0.0785633	supercritical
281.440	29.4900	228.792	0.00437078	8.11281	10.1806	47.8008	29.7554	57.2126	672.757	0.527606	26.4172	0.0790175	supercritical
289.350	31.6200	228.661	0.00437329	8.35076	10.5692	48.6389	29.9288	56.0331	688.737	0.454738	26.6376	0.0799420	supercritical
187.950	5.11000	258.811	0.00386383	4.88988	5.20664	33.2394	31.6612	125.002	461.583	1.73636	27.9291	0.0809826	liquid
188.670	5.35000	258.788	0.00386417	4.91295	5.24461	33.3621	31.5450	121.747	466.737	1.69825	27.9350	0.0812053	liquid
191.580	6.32000	258.592	0.00386710	5.00689	5.39897	33.8576	31.1432	111.190	485.558	1.56488	27.9586	0.0816749	supercritical
195.120	7.52000	258.493	0.00386858	5.11781	5.58452	34.4321	30.7513	101.566	506.516	1.42367	28.0365	0.0812254	supercritical
195.640	7.69000	258.388	0.00387015	5.13528	5.61274	34.5226	30.7055	100.496	508.985	1.40803	28.0343	0.0811752	supercritical
199.140	8.88000	258.224	0.00387261	5.24458	5.79628	35.0780	30.4157	93.6444	527.027	1.29341	28.1183	0.0811212	supercritical
202.280	9.95000	258.058	0.00387510	5.34215	5.96071	35.5659	30.2076	88.7380	541.814	1.20325	28.1982	0.0811696	supercritical
202.630	10.0700	258.045	0.00387529	5.35290	5.97896	35.6192	30.1867	88.2420	543.422	1.19362	28.2084	0.0811809	supercritical
209.410	12.3900	257.713	0.00388028	5.56123	6.33251	36.6349	29.8628	80.3453	572.092	1.02848	28.3978	0.0814715	supercritical
209.570	12.4500	257.748	0.00387976	5.56549	6.34041	36.6548	29.8560	80.1641	572.908	1.02383	28.4097	0.0814952	supercritical
216.490	14.8300	257.477	0.00388385	5.77529	6.69931	37.6439	29.6415	74.3828	599.138	0.883262	28.6192	0.0819457	supercritical
216.510	14.8400	257.498	0.00388353	5.77557	6.70014	37.6448	29.6408	74.3585	599.303	0.882373	28.6235	0.0819550	supercritical
223.350	17.1900	257.223	0.00388768	5.98187	7.05400	38.5878	29.5068	70.0584	622.824	0.764650	28.8272	0.0824718	supercritical
223.900	17.3800	257.208	0.00388790	5.99831	7.08235	38.6616	29.4987	69.7552	624.661	0.755765	28.8447	0.0825185	supercritical
230.440	19.6400	257.050	0.00389030	6.19332	7.41908	39.5232	29.4276	66.5567	645.722	0.657209	29.0519	0.0831007	supercritical
237.250	21.9800	256.841	0.00389345	6.39668	7.76959	40.3974	29.3972	63.8853	666.007	0.567820	29.2540	0.0837268	supercritical
244.050	24.3200	256.686	0.00389582	6.59889	8.11889	41.2414	29.4038	61.6957	685.211	0.487932	29.4578	0.0844010	supercritical
250.780	26.6300	256.538	0.00389806	6.79907	8.46440	42.0542	29.4417	59.8985	703.165	0.417237	29.6538	0.0850958	supercritical
257.420	28.9000	256.389	0.00390032	6.99697	8.80530	42.8370	29.5063	58.4109	719.936	0.354521	29.8401	0.0858018	supercritical
264.040	31.1600	256.262	0.00390226	7.19446	9.14518	43.5981	29.5952	57.1522	735.923	0.297613	30.0233	0.0865337	supercritical
270.620	33.4000	256.143	0.00390407	7.39129	9.48321	44.3379	29.7057	56.0856	751.117	0.246039	30.2010	0.0872831	supercritical
185.500	4.25000	257.767	0.00387947	4.82596	5.09047	32.9033	32.2216	142.741	436.757	1.93927	27.7490	0.0800695	liquid
187.590	4.93000	257.651	0.00388121	4.89446	5.20142	33.2712	31.8175	129.890	453.036	1.81009	27.7373	0.0805452	liquid
189.590	5.59000	257.598	0.00388202	4.95849	5.30662	33.6111	31.4861	120.481	467.436	1.70152	27.7544	0.0812425	liquid
191.590	6.26000	257.617	0.00388174	5.02091	5.41074	33.9385	31.1992	112.902	481.002	1.60320	27.7968	0.0813965	supercritical
192.870	6.68000	257.456	0.00388415	5.06300	5.47925	34.1587	31.0470	109.096	488.359	1.55255	27.8008	0.0810913	supercritical
193.600	6.93000	257.510	0.00388334	5.08487	5.51661	34.2715	30.9588	106.889	493.072	1.51966	27.8287	0.0810223	supercritical
195.620	7.60000	257.320	0.00388621	5.14989	5.62372	34.6073	30.7537	101.938	504.021	1.44665	27.8539	0.0808408	supercritical
197.620	8.27000	257.196	0.00388808	5.21299	5.72883	34.9294	30.5744	97.6691	514.486	1.37835	27.8947	0.0807707	supercritical
199.630	8.95000	257.128	0.00388912	5.27526	5.83367	35.2437	30.4152	93.8940	524.679	1.31320	27.9490	0.0807715	supercritical
200.030	9.08000	257.053	0.00389025	5.28850	5.85519	35.3107	30.3880	93.2638	526.375	1.30281	27.9497	0.0807562	supercritical
209.230	12.1900	256.565	0.00389765	5.57264	6.33487	36.7058	29.8897	81.2380	566.446	1.06354	28.1954	0.0810576	supercritical
217.880	15.1400	256.268	0.00390217	5.83427	6.78206	37.9357	29.6196	73.9164	599.254	0.884762	28.4642	0.0816310	supercritical
223.220	16.9600	256.079	0.00390505	5.99493	7.05744	38.6676	29.5158	70.5464	617.603	0.791589	28.6277	0.0820428	supercritical
223.900	17.1900	256.045	0.00390557	6.01550	7.09256	38.7602	29.5054	70.1672	619.813	0.780701	28.6466	0.0820941	supercritical
229.420	19.0800	255.917	0.00390751	6.18005	7.37613	39.4887	29.4393	67.3547	637.733	0.694756	28.8235	0.0825811	supercritical
229.450	19.0900	255.915	0.00390754	6.18097	7.37768	39.4928	29.4391	67.3413	637.821	0.694344	28.8242	0.0825833	supercritical
239.420	22.4900	255.653	0.00391156	6.47807	7.88937	40.7660	29.3950	63.3959	667.562	0.561312	29.1276	0.0835136	supercritical
241.500	23.2000	255.610	0.00391221	6.53985	7.99595	41.0239	29.3961	62.7095	673.466	0.536255	29.1910	0.0837204	supercritical
247.520	25.2400	255.435	0.00391488	6.71944	8.30465	41.7627	29.4165	60.9449	689.757	0.469341	29.3626	0.0843143	supercritical
253.440	27.2500	255.310	0.00391681	6.89556	8.60786	42.4691	29.4598	59.4602	705.177	0.408924	29.5338	0.0849340	supercritical
259.330	29.2500	255.210	0.00391835	7.07073	8.90943	43.1551	29.5237	58.1885	719.926	0.353707	29.7034	0.0855768	supercritical
265.200	31.2300	255.084	0.00392027	7.24612	9.21024	43.8274	29.6060	57.0973	733.893	0.303617	29.8634	0.0862234	supercritical
184.760	4.54000	268.058	0.00373054	4.66067	4.93238	31.9540	31.4645	116.854	486.584	1.49937	29.4569	0.0832218	liquid
187.830	5.67000	268.150	0.00372925	4.75530	5.09452	32.4614	31.0495	106.105	508.970	1.35591	29.5281	0.0839253	liquid
190.100	6.51000	268.153	0.00372921	4.82545	5.21493	32.8326	30.8023	100.155	523.619	1.26747	29.5862	0.0846988	liquid
194.730	8.23000	268.054	0.00373060	4.96855	5.46110	33.5772	30.4093	91.0920	549.931	1.11765	29.7115	0.0844472	supercritical
195.440	8.49000	267.989	0.00373150	4.99106	5.49930	33.6932	30.3607	89.9987	553.429	1.09866	29.7235	0.0844278	supercritical
201.090	10.6000	267.801	0.00373411	5.16436	5.79935	34.5694	30.0345	82.5212	580.772	0.954596	29.8906	0.0845870	supercritical
202.940	11.2800	267.639	0.00373638	5.22223	5.89837	34.8578	29.9524	80.6100	588.554	0.915602	29.9289	0.0846439	supercritical
206.060	12.4500	267.541	0.00373775	5.31692	6.06347	35.3222	29.8301	77.6462	601.889	0.850024	30.0273	0.0848335	supercritical
206.120	12.4800	267.593	0.00373702	5.31795	6.06615	35.3265	29.8272	77.5619	602.389	0.847490	30.0392	0.0848580	supercritical
208.680	13.4300	267.435	0.00373922	5.39652	6.20215	35.7075	29.7445	75.4823	612.439	0.799725	30.1060	0.0850035	supercritical
210.400	14.0800	267.409	0.00373959	5.44803	6.29273	35.9537	29.6950	74.1693	619.327	0.767534	30.1656	0.0851394	supercritical
211.350	14.4300	267.336	0.00374061	5.47731	6.34325	36.0937	29.6705	73.5122	622.786	0.751676	30.1875	0.0851939	supercritical
214.140	15.4800	267.264	0.00374162	5.56106	6.49027	36.4885	29.6054	71.6573	633.320	0.704029	30.2781	0.0854174	supercritical
215.020	15.8100	267.234	0.00374204	5.58755	6.53667	36.6124	29.5873	71.1163	636.527	0.689794	30.3052	0.0854873	supercritical
216.660	16.4300	267.208	0.00374241	5.63643	6.62287	36.8393	29.5563	70.1432	642.540	0.663399	30.3609	0.0856318	supercritical
219.580	17.5200	267.085	0.00374413	5.72450	6.77686	37.2452	29.5100	68.5778	652.595	0.620270	30.4451	0.0858660	supercritical
225.000	19.5500	266.911	0.00374657	5.88684	7.06190	37.9789	29.4489	66.0424	670.597	0.545889	30.6081	0.0863427	supercritical
232.340	22.3000	266.715	0.00374931	6.10574	7.44707	38.9403	29.4102	63.2324	693.525	0.456336	30.8285	0.0870379	supercritical
237.660	24.2900	266.586	0.00375114	6.26412	7.72587	39.6172	29.4090	61.5445	709.194	0.398370	30.9848	0.0875663	supercritical
243.100	26.3200	266.456	0.00375296	6.42607	8.01074	40.2940	29.4280	60.0582	724.473	0.344276	31.1403	0.0881230	supercritical
248.520	28.3300	266.305	0.00375509	6.58790	8.29456	40.9562	29.4652	58.7799	738.912	0.295268	31.2865	0.0886819	supercritical
253.920	30.3400	266.207	0.00375647	6.74861	8.57703	41.5985	29.5194	57.6621	752.912	0.249690	31.4371	0.0892724	supercritical
259.300	32.3300	266.089	0.00375815	6.90936	8.85857	42.2282	29.5887	56.6902	766.214	0.208063	31.5792	0.0898641	supercritical
187.320	5.85000	272.738	0.00366652	4.67416	5.01827	31.9980	30.8561	100.140	530.306	1.20735	30.3597	0.0854457	liquid
193.920	8.40000	272.581	0.00366863	4.87817	5.37256	33.0696	30.3165	87.8550	568.372	1.00341	30.5358	0.0861089	supercritical
196.590	9.43000	272.437	0.00367058	4.96101	5.51631	33.4953	30.1586	84.3241	581.552	0.937530	30.6030	0.0861168	supercritical
203.950	12.3000	272.207	0.00367367	5.18508	5.90999	34.6170	29.8338	76.7696	615.000	0.779086	30.8330	0.0864937	supercritical
211.990	15.4400	271.939	0.00367729	5.42795	6.33882	35.7889	29.6137	71.0004	646.879	0.639914	31.0837	0.0870862	supercritical
