# Temperature (K)	Pressure (MPa)	Experimental(kJ/mol)	NIST(kJ/mol)	Model(kJ/mol)
1.300000000000000000e+02	5.000000000000000000e+00	5.667999999999999705e-01	1.141750000000000043e+00	1.782707383678133084e+00
1.400000000000000000e+02	5.000000000000000000e+00	1.150500000000000078e+00	1.720809999999999951e+00	2.438515960016840900e+00
1.500000000000000000e+02	5.000000000000000000e+00	1.758099999999999996e+00	2.320629999999999971e+00	3.077693856454950527e+00
1.600000000000000000e+02	5.000000000000000000e+00	2.397699999999999942e+00	2.951430000000000220e+00	3.716871752893061931e+00
1.700000000000000000e+02	5.000000000000000000e+00	3.089799999999999880e+00	3.633010000000000073e+00	4.356049649331171558e+00
1.800000000000000000e+02	5.000000000000000000e+00	3.888399999999999856e+00	4.414220000000000255e+00	4.995227545769282962e+00
1.850000000000000000e+02	5.000000000000000000e+00	4.368999999999999773e+00	4.888440000000000119e+00	5.314816493988337776e+00
1.900000000000000000e+02	5.000000000000000000e+00	5.034799999999999720e+00	5.535330000000000084e+00	5.634405442207392589e+00
1.500000000000000000e+02	3.200000000000000178e+00	6.100999999999999757e-01	2.303119999999999834e+00	3.054095655946041710e+00
1.600000000000000000e+02	3.200000000000000178e+00	1.269400000000000084e+00	2.953440000000000065e+00	3.693273552384153113e+00
1.700000000000000000e+02	3.200000000000000178e+00	1.997500000000000053e+00	3.676349999999999785e+00	4.332451448822262741e+00
1.750000000000000000e+02	3.200000000000000178e+00	2.435400000000000009e+00	4.092810000000000059e+00	4.652040397041317554e+00
9.981999999999999318e+01	3.400000000000000244e-01	0.000000000000000000e+00	-6.481959999999999944e-01	-1.907939469667745414e-01
1.053700000000000045e+02	3.400000000000000244e-01	2.985999999999999766e-01	-3.436589999999999923e-01	1.639497855563769591e-01
1.109300000000000068e+02	3.400000000000000244e-01	6.008999999999999897e-01	-3.555090000000000333e-02	5.193326959759669847e-01
1.164800000000000040e+02	3.400000000000000244e-01	9.069000000000000394e-01	2.755270000000000219e-01	8.636157514883278097e-01
1.220400000000000063e+02	3.400000000000000244e-01	1.216599999999999904e+00	5.913249999999999895e-01	1.208412654494360083e+00
9.981999999999999318e+01	6.899999999999999467e-01	0.000000000000000000e+00	-6.394060000000000299e-01	-1.862054079789317029e-01
1.053700000000000045e+02	6.899999999999999467e-01	2.985999999999999766e-01	-3.351299999999999835e-01	1.685383245442197975e-01
1.109300000000000068e+02	6.899999999999999467e-01	6.008999999999999897e-01	-2.734119999999999953e-02	5.239212349638098232e-01
1.164800000000000040e+02	6.899999999999999467e-01	9.069000000000000394e-01	2.833450000000000135e-01	8.689306746736562559e-01
1.220400000000000063e+02	6.899999999999999467e-01	1.216599999999999904e+00	5.986540000000000195e-01	1.213727577679688530e+00
1.275900000000000034e+02	6.899999999999999467e-01	1.533900000000000041e+00	9.182360000000000522e-01	1.564227301692399763e+00
1.331500000000000057e+02	6.899999999999999467e-01	1.858500000000000041e+00	1.244289999999999896e+00	1.930127080968473408e+00
1.387100000000000080e+02	6.899999999999999467e-01	2.190700000000000092e+00	1.577700000000000102e+00	2.296026860244547052e+00
9.981999999999999318e+01	1.030000000000000027e+00	0.000000000000000000e+00	-6.308580000000000298e-01	-1.817479701050261909e-01
1.053700000000000045e+02	1.030000000000000027e+00	2.985999999999999766e-01	-3.268320000000000114e-01	1.729957624181253095e-01
1.109300000000000068e+02	1.030000000000000027e+00	6.008999999999999897e-01	-1.934810000000000002e-02	5.283786728377153352e-01
1.164800000000000040e+02	1.030000000000000027e+00	9.031000000000000139e-01	2.909630000000000272e-01	8.740937429108335266e-01
1.220400000000000063e+02	1.030000000000000027e+00	1.212900000000000089e+00	6.058069999999999844e-01	1.218890645916865800e+00
1.275900000000000034e+02	1.030000000000000027e+00	1.530100000000000016e+00	9.248039999999999594e-01	1.571608586117083206e+00
1.331500000000000057e+02	1.030000000000000027e+00	1.854800000000000004e+00	1.250110000000000054e+00	1.937508365393156851e+00
1.387100000000000080e+02	1.030000000000000027e+00	2.186999999999999833e+00	1.582529999999999992e+00	2.303408144669230495e+00
1.442599999999999909e+02	1.030000000000000027e+00	2.537799999999999834e+00	1.923359999999999959e+00	2.467644176893188046e+00
9.981999999999999318e+01	1.379999999999999893e+00	0.000000000000000000e+00	-6.220489999999999631e-01	-1.964766371155794999e-01
1.053700000000000045e+02	1.379999999999999893e+00	2.985999999999999766e-01	-3.182760000000000034e-01	1.374464272784390317e-01
1.109300000000000068e+02	1.379999999999999893e+00	5.970999999999999641e-01	-1.110180000000000021e-02	4.719711548515457267e-01
1.164800000000000040e+02	1.379999999999999893e+00	9.031000000000000139e-01	2.988310000000000133e-01	8.058942192455633702e-01
1.220400000000000063e+02	1.379999999999999893e+00	1.212900000000000089e+00	6.132039999999999713e-01	1.140418946818670065e+00
1.275900000000000034e+02	1.379999999999999893e+00	1.530100000000000016e+00	9.316119999999999957e-01	1.474342011212687709e+00
1.331500000000000057e+02	1.379999999999999893e+00	1.854800000000000004e+00	1.256159999999999943e+00	1.808866738785793515e+00
1.387100000000000080e+02	1.379999999999999893e+00	2.186999999999999833e+00	1.587599999999999900e+00	2.143391466358899322e+00
1.442599999999999909e+02	1.379999999999999893e+00	2.533999999999999808e+00	1.927110000000000101e+00	2.477314530752916966e+00
1.498199999999999932e+02	1.379999999999999893e+00	2.884799999999999809e+00	2.278579999999999828e+00	2.811839258326022772e+00
1.553700000000000045e+02	1.379999999999999893e+00	3.250599999999999934e+00	2.644829999999999792e+00	3.145762322720042192e+00
9.981999999999999318e+01	1.719999999999999973e+00	0.000000000000000000e+00	-6.134819999999999718e-01	-1.870825790804149236e-01
1.053700000000000045e+02	1.719999999999999973e+00	2.985999999999999766e-01	-3.099520000000000053e-01	1.468404853136036081e-01
1.109300000000000068e+02	1.719999999999999973e+00	5.970999999999999641e-01	-3.073719999999999838e-03	4.813652128867103031e-01
1.164800000000000040e+02	1.719999999999999973e+00	9.031000000000000139e-01	3.064970000000000194e-01	8.152882772807279466e-01
1.220400000000000063e+02	1.719999999999999973e+00	1.212900000000000089e+00	6.204229999999999468e-01	1.149813004853834641e+00
1.275900000000000034e+02	1.719999999999999973e+00	1.530100000000000016e+00	9.382709999999999662e-01	1.483736069247852285e+00
1.331500000000000057e+02	1.719999999999999973e+00	1.854800000000000004e+00	1.262110000000000065e+00	1.818260796820959868e+00
1.387100000000000080e+02	1.719999999999999973e+00	2.186999999999999833e+00	1.592619999999999925e+00	2.152785524394065675e+00
1.442599999999999909e+02	1.719999999999999973e+00	2.530299999999999994e+00	1.930889999999999995e+00	2.486708588788083318e+00
1.498199999999999932e+02	1.719999999999999973e+00	2.881099999999999994e+00	2.280640000000000001e+00	2.821233316361189125e+00
1.553700000000000045e+02	1.719999999999999973e+00	3.239399999999999835e+00	2.644359999999999822e+00	3.155156380755208545e+00
1.609300000000000068e+02	1.719999999999999973e+00	3.627499999999999947e+00	3.029669999999999863e+00	3.489681108328314352e+00
9.981999999999999318e+01	2.069999999999999840e+00	0.000000000000000000e+00	-6.046529999999999960e-01	-1.774122252206860040e-01
1.053700000000000045e+02	2.069999999999999840e+00	2.985999999999999766e-01	-3.013700000000000268e-01	1.565108391733325277e-01
1.109300000000000068e+02	2.069999999999999840e+00	5.970999999999999641e-01	5.207960000000000193e-03	4.910355667464392226e-01
1.164800000000000040e+02	2.069999999999999840e+00	9.031000000000000139e-01	3.144129999999999980e-01	8.249586311404568661e-01
1.220400000000000063e+02	2.069999999999999840e+00	1.212900000000000089e+00	6.278860000000000552e-01	1.159483358713563561e+00
1.275900000000000034e+02	2.069999999999999840e+00	1.530100000000000016e+00	9.451709999999999834e-01	1.493406423107581205e+00
1.331500000000000057e+02	2.069999999999999840e+00	1.854800000000000004e+00	1.268289999999999917e+00	1.827931150680688788e+00
1.387100000000000080e+02	2.069999999999999840e+00	2.186999999999999833e+00	1.597869999999999902e+00	2.162455878253794594e+00
1.442599999999999909e+02	2.069999999999999840e+00	2.522800000000000153e+00	1.934919999999999973e+00	2.496378942647812238e+00
1.498199999999999932e+02	2.069999999999999840e+00	2.873600000000000154e+00	2.282970000000000166e+00	2.832627301402228071e+00
1.553700000000000045e+02	2.069999999999999840e+00	3.231899999999999995e+00	2.644239999999999924e+00	3.166301017404903106e+00
1.609300000000000068e+02	2.069999999999999840e+00	3.616299999999999848e+00	3.025700000000000056e+00	3.500575947310283098e+00
1.664799999999999898e+02	2.069999999999999840e+00	4.026799999999999713e+00	3.436409999999999965e+00	3.834249663312956358e+00
9.981999999999999318e+01	2.410000000000000142e+00	3.700000000000000164e-03	-5.960680000000000422e-01	-1.642308167737587254e-01
1.053700000000000045e+02	2.410000000000000142e+00	3.023000000000000131e-01	-2.930209999999999759e-01	1.694428992289154223e-01
1.109300000000000068e+02	2.410000000000000142e+00	6.008999999999999897e-01	1.326970000000000059e-02	5.037178291342963021e-01
1.164800000000000040e+02	2.410000000000000142e+00	9.069000000000000394e-01	3.221249999999999947e-01	8.373915451369695617e-01
