# Temperature (K)	Pressure (MPa)	Experimental(J/mol*K)	NIST(J/mol*K)	Model(J/mol*K)
1.704000000000000057e+02	6.540000000000000036e+00	3.044000000000000128e+01	3.026060000000000016e+01	3.079225357142856012e+01
1.721899999999999977e+02	7.690000000000000391e+00	3.048999999999999844e+01	3.021199999999999974e+01	3.061778230158729386e+01
1.749000000000000057e+02	9.419999999999999929e+00	3.039999999999999858e+01	3.014709999999999823e+01	3.059198857142856909e+01
1.785099999999999909e+02	1.172000000000000064e+01	2.035000000000000142e+01	3.007430000000000092e+01	3.048471865079364918e+01
1.820900000000000034e+02	1.399000000000000021e+01	2.028000000000000114e+01	3.001480000000000103e+01	3.038991706349206723e+01
1.466100000000000136e+02	6.849999999999999645e+00	3.119999999999999929e+01	3.111159999999999926e+01	3.159207404761904314e+01
1.483600000000000136e+02	8.539999999999999147e+00	3.128000000000000114e+01	3.109149999999999991e+01	3.149188515873016669e+01
1.500900000000000034e+02	1.019999999999999929e+01	3.128999999999999915e+01	3.107239999999999824e+01	3.143504968253968812e+01
1.526899999999999977e+02	1.267999999999999972e+01	3.125000000000000000e+01	3.104520000000000124e+01	3.134947238095238831e+01
1.561699999999999875e+02	1.596000000000000085e+01	3.119999999999999929e+01	3.101079999999999970e+01	3.115778055555555071e+01
1.600600000000000023e+02	1.957999999999999829e+01	3.117999999999999972e+01	3.097520000000000095e+01	3.111397563492062446e+01
1.643499999999999943e+02	2.351999999999999957e+01	3.110999999999999943e+01	3.093939999999999912e+01	3.101683095238095689e+01
1.879499999999999886e+02	5.110000000000000320e+00	3.203999999999999915e+01	3.166120000000000090e+01	2.994952269841269299e+01
1.886699999999999875e+02	5.349999999999999645e+00	3.198999999999999844e+01	3.154500000000000171e+01	2.994952269841269299e+01
1.875900000000000034e+02	4.929999999999999716e+00	3.220000000000000284e+01	3.181749999999999901e+01	3.000492269841269177e+01
1.895900000000000034e+02	5.589999999999999858e+00	3.182999999999999829e+01	3.148610000000000042e+01	2.995831158730157640e+01
1.847599999999999909e+02	4.540000000000000036e+00	3.171999999999999886e+01	3.146450000000000102e+01	2.978955960317458818e+01
1.878300000000000125e+02	5.669999999999999929e+00	3.135999999999999943e+01	3.104949999999999832e+01	2.994952269841269299e+01
1.900999999999999943e+02	6.509999999999999787e+00	3.114999999999999858e+01	3.080229999999999890e+01	2.991492880952380773e+01
1.873199999999999932e+02	5.849999999999999645e+00	3.121999999999999886e+01	3.085610000000000142e+01	2.994952269841269299e+01
1.785800000000000125e+02	3.799999999999999822e+00	3.128000000000000114e+01	3.087130000000000152e+01	2.936901825396824606e+01
1.816500000000000057e+02	5.179999999999999716e+00	3.098999999999999844e+01	3.059880000000000067e+01	2.926869230158729707e+01
1.862199999999999989e+02	7.250000000000000000e+00	3.060000000000000142e+01	3.028669999999999973e+01	3.036111801587302139e+01
1.725999999999999943e+02	4.030000000000000249e+00	3.064000000000000057e+01	3.042670000000000030e+01	3.062468960317460542e+01
1.785500000000000114e+02	7.339999999999999858e+00	3.058999999999999986e+01	3.015980000000000061e+01	2.910649904761906015e+01
1.816100000000000136e+02	9.039999999999999147e+00	3.030999999999999872e+01	3.005640000000000001e+01	2.840809690476191562e+01
1.846399999999999864e+02	1.072000000000000064e+01	3.026000000000000156e+01	2.997100000000000009e+01	2.902870976190476426e+01
1.876299999999999955e+02	1.236999999999999922e+01	3.008999999999999986e+01	2.990040000000000120e+01	2.932522515873015934e+01
1.906800000000000068e+02	1.406000000000000050e+01	3.007999999999999829e+01	2.983999999999999986e+01	2.943572277777778368e+01
1.611399999999999864e+02	3.939999999999999947e+00	3.053999999999999915e+01	3.047169999999999845e+01	3.104988412698412503e+01
1.651899999999999977e+02	6.849999999999999645e+00	3.057000000000000028e+01	3.037389999999999901e+01	3.081254047619047398e+01
1.668300000000000125e+02	8.019999999999999574e+00	3.051000000000000156e+01	3.033980000000000032e+01	3.064259777777779092e+01
1.719199999999999875e+02	1.164000000000000057e+01	3.050000000000000000e+01	3.025029999999999930e+01	2.978781198412697506e+01
1.724900000000000091e+02	1.203999999999999915e+01	3.033999999999999986e+01	3.024149999999999849e+01	2.954675412698412273e+01
1.780900000000000034e+02	1.599000000000000021e+01	3.030999999999999872e+01	3.016819999999999879e+01	2.820199079365080763e+01
1.785800000000000125e+02	1.632999999999999829e+01	3.026999999999999957e+01	3.016260000000000119e+01	2.815789634920636075e+01
1.836399999999999864e+02	1.985999999999999943e+01	3.021999999999999886e+01	3.011370000000000147e+01	2.916199230158730060e+01
1.851800000000000068e+02	2.092999999999999972e+01	3.019000000000000128e+01	3.010140000000000171e+01	2.966126769841270772e+01
1.891500000000000057e+02	2.367999999999999972e+01	3.023999999999999844e+01	3.007499999999999929e+01	3.026426825396826104e+01
1.539799999999999898e+02	3.080000000000000071e+00	3.103999999999999915e+01	3.067360000000000042e+01	3.117482293650792613e+01
1.578799999999999955e+02	6.209999999999999964e+00	3.092999999999999972e+01	3.059840000000000160e+01	3.102602793650793345e+01
1.621999999999999886e+02	9.650000000000000355e+00	3.080000000000000071e+01	3.052909999999999968e+01	3.069500468253967895e+01
1.665000000000000000e+02	1.303999999999999915e+01	3.082999999999999829e+01	3.047149999999999892e+01	3.031267825396825089e+01
1.707700000000000102e+02	1.637999999999999901e+01	3.071999999999999886e+01	3.042370000000000019e+01	3.009158738095238661e+01
1.750099999999999909e+02	1.967999999999999972e+01	3.057000000000000028e+01	3.038449999999999918e+01	3.017398214285714531e+01
1.793100000000000023e+02	2.298999999999999844e+01	3.060999999999999943e+01	3.035170000000000101e+01	2.946613373015874160e+01
1.835099999999999909e+02	2.619999999999999929e+01	3.042999999999999972e+01	3.032620000000000005e+01	2.989752150793651708e+01
1.876999999999999886e+02	2.937000000000000099e+01	3.046999999999999886e+01	3.030659999999999954e+01	3.033234174603174438e+01
1.488300000000000125e+02	4.450000000000000178e+00	3.130999999999999872e+01	3.091760000000000019e+01	3.132302468253968186e+01
1.555399999999999920e+02	1.041000000000000014e+01	3.110000000000000142e+01	3.082710000000000150e+01	3.115917015873016283e+01
1.559699999999999989e+02	1.078999999999999915e+01	3.110000000000000142e+01	3.082199999999999918e+01	3.114524634920634938e+01
1.569399999999999977e+02	1.164000000000000057e+01	3.103999999999999915e+01	3.081050000000000111e+01	3.116476555555555095e+01
1.621299999999999955e+02	1.617999999999999972e+01	3.096000000000000085e+01	3.075550000000000139e+01	3.090334261904760638e+01
1.625600000000000023e+02	1.655000000000000071e+01	3.092999999999999972e+01	3.075120000000000076e+01	3.090334261904760638e+01
1.686500000000000057e+02	2.180000000000000071e+01	3.092000000000000171e+01	3.069790000000000063e+01	3.074296499999999810e+01
1.690800000000000125e+02	2.216000000000000014e+01	3.082999999999999829e+01	3.069429999999999836e+01	3.073278507936507609e+01
1.751200000000000045e+02	2.728999999999999915e+01	3.080000000000000071e+01	3.065240000000000009e+01	3.016746865079364781e+01
1.755300000000000011e+02	2.762999999999999901e+01	3.089999999999999858e+01	3.064969999999999928e+01	3.001661865079365299e+01
1.390699999999999932e+02	4.540000000000000036e+00	3.180000000000000071e+01	3.141240000000000165e+01	3.195621333333333425e+01
1.432700000000000102e+02	8.859999999999999432e+00	3.166000000000000014e+01	3.136570000000000036e+01	3.176962936507935709e+01
1.474499999999999886e+02	1.308999999999999986e+01	3.160999999999999943e+01	3.132150000000000034e+01	3.145433992063492212e+01
1.515999999999999943e+02	1.725000000000000000e+01	3.144000000000000128e+01	3.128079999999999927e+01	3.140292317460317406e+01
1.559099999999999966e+02	2.151000000000000156e+01	3.155000000000000071e+01	3.124109999999999943e+01	3.136926087301587884e+01
1.600099999999999909e+02	2.551999999999999957e+01	3.126000000000000156e+01	3.120619999999999905e+01	3.125593023809524240e+01
1.640699999999999932e+02	2.944000000000000128e+01	3.126999999999999957e+01	3.117429999999999879e+01	3.112097412698413379e+01
1.305099999999999909e+02	3.479999999999999982e+00	3.265999999999999659e+01	3.186560000000000059e+01	3.262341222222222825e+01
1.316899999999999977e+02	4.839999999999999858e+00	3.245000000000000284e+01	3.185389999999999944e+01	3.257273476190476913e+01
1.326899999999999977e+02	5.980000000000000426e+00	3.247999999999999687e+01	3.184369999999999834e+01	3.248715380952381793e+01
1.341399999999999864e+02	7.629999999999999893e+00	3.217000000000000171e+01	3.182900000000000063e+01	3.233861904761906203e+01
1.371599999999999966e+02	1.103999999999999915e+01	3.207999999999999829e+01	3.179850000000000065e+01	3.204433626984128836e+01
1.393400000000000034e+02	1.348000000000000043e+01	3.194999999999999929e+01	3.177659999999999840e+01	3.181926626984128248e+01
1.425500000000000114e+02	1.703000000000000114e+01	3.191000000000000014e+01	3.174439999999999884e+01	3.167495793650795477e+01
1.437100000000000080e+02	1.830999999999999872e+01	3.196000000000000085e+01	3.173310000000000031e+01	3.162406904761906290e+01
1.478899999999999864e+02	2.285999999999999943e+01	3.178999999999999915e+01	3.169249999999999901e+01	3.148623015873015873e+01
1.491200000000000045e+02	2.419000000000000128e+01	3.173000000000000043e+01	3.168090000000000117e+01	3.139640111111111409e+01
1.531899999999999977e+02	2.853999999999999915e+01	3.173000000000000043e+01	3.164320000000000022e+01	3.136596079365079248e+01
1.544699999999999989e+02	2.989999999999999858e+01	3.183999999999999986e+01	3.163179999999999836e+01	3.131966619047619105e+01
1.211599999999999966e+02	6.450000000000000178e+00	3.314999999999999858e+01	3.260340000000000060e+01	3.329587365079365924e+01
1.242199999999999989e+02	1.047000000000000064e+01	3.296000000000000085e+01	3.257350000000000279e+01	3.319898476190476089e+01
1.272600000000000051e+02	1.440000000000000036e+01	3.275999999999999801e+01	3.254200000000000159e+01	3.290376785714286001e+01
1.302700000000000102e+02	1.823999999999999844e+01	3.268999999999999773e+01	3.250979999999999848e+01	3.268451714285713194e+01
1.108700000000000045e+02	4.500000000000000000e+00	3.390999999999999659e+01	3.324580000000000268e+01	3.403767468253968076e+01
1.119200000000000017e+02	6.049999999999999822e+00	3.378999999999999915e+01	3.323539999999999850e+01	3.392871357142857391e+01
1.118599999999999994e+02	5.959999999999999964e+00	3.371999999999999886e+01	3.323590000000000089e+01	3.392871357142857391e+01
1.160300000000000011e+02	1.205000000000000071e+01	3.356000000000000227e+01	3.319270000000000209e+01	3.373152198412699931e+01
1.170499999999999972e+02	1.351999999999999957e+01	3.347999999999999687e+01	3.318160000000000309e+01	3.369671603174604257e+01
1.220900000000000034e+02	2.064000000000000057e+01	3.340999999999999659e+01	3.312319999999999709e+01	3.337075142857143106e+01
1.220900000000000034e+02	2.064999999999999858e+01	3.331000000000000227e+01	3.312360000000000326e+01	3.337075142857143106e+01
1.270999999999999943e+02	2.755000000000000071e+01	3.317999999999999972e+01	3.306260000000000332e+01	3.301771912698413303e+01
1.271200000000000045e+02	2.757999999999999829e+01	3.321000000000000085e+01	3.306239999999999668e+01	3.301771912698413303e+01
1.024200000000000017e+02	4.839999999999999858e+00	3.442999999999999972e+01	3.391140000000000043e+01	3.465347055555555045e+01
1.050300000000000011e+02	9.089999999999999858e+00	3.427000000000000313e+01	3.387800000000000011e+01	3.439793626984126007e+01
