Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
300.000	3.75000	25.6948	0.0389184	11.7452	14.0865	75.8524	28.0621	39.6950	440.811	4.06448	11.7681	0.0369653	vapor
300.000	3.99000	27.4485	0.0364319	11.7157	14.0478	75.2400	28.1006	39.9817	440.442	4.04261	11.8220	0.0371809	vapor
300.000	4.25000	29.3632	0.0340563	11.6837	14.0057	74.6101	28.1422	40.2971	440.078	4.01814	11.8822	0.0374201	vapor
300.000	4.50000	31.2186	0.0320322	11.6527	13.9652	74.0336	28.1821	40.6051	439.766	3.99382	11.9420	0.0376558	vapor
300.000	4.75000	33.0882	0.0302223	11.6216	13.9246	73.4824	28.2219	40.9175	439.491	3.96872	12.0037	0.0378971	supercritical
300.000	4.99000	34.8961	0.0286565	11.5916	13.8856	72.9748	28.2600	41.2215	439.263	3.94388	12.0646	0.0381342	supercritical
300.000	5.49000	38.7034	0.0258375	11.5286	13.8043	71.9762	28.3389	41.8673	438.908	3.88975	12.1971	0.0386455	supercritical
300.000	5.97000	42.4092	0.0235798	11.4677	13.7261	71.0821	28.4139	42.5022	438.726	3.83474	12.3316	0.0391593	supercritical
300.000	6.47000	46.3207	0.0215886	11.4037	13.6446	70.2074	28.4912	43.1777	438.712	3.77424	12.4794	0.0397188	supercritical
300.000	7.00000	50.5215	0.0197935	11.3354	13.5582	69.3339	28.5719	43.9075	438.904	3.70658	12.6447	0.0403398	supercritical
300.000	7.50000	54.5334	0.0183374	11.2706	13.4770	68.5536	28.6467	44.6068	439.290	3.63946	12.8091	0.0409522	supercritical
300.000	7.98000	58.4264	0.0171155	11.2080	13.3992	67.8396	28.7172	45.2857	439.857	3.57211	12.9745	0.0415647	supercritical
300.000	8.46000	62.3569	0.0160367	11.1452	13.3217	67.1562	28.7861	45.9696	440.625	3.50203	13.1476	0.0422012	supercritical
300.000	9.00000	66.8191	0.0149658	11.0742	13.2351	66.4201	28.8616	46.7416	441.739	3.42009	13.3512	0.0429456	supercritical
300.000	9.50000	70.9839	0.0140877	11.0084	13.1554	65.7665	28.9295	47.4554	443.014	3.34152	13.5483	0.0436612	supercritical
300.000	9.99000	75.0914	0.0133171	10.9438	13.0781	65.1498	28.9939	48.1506	444.498	3.26222	13.7492	0.0443862	supercritical
300.000	10.4900	79.3038	0.0126097	10.8779	13.0000	64.5430	29.0574	48.8518	446.256	3.17922	13.9621	0.0451490	supercritical
300.000	10.9500	83.1929	0.0120203	10.8174	12.9290	64.0034	29.1137	49.4866	448.097	3.10125	14.1648	0.0458703	supercritical
300.000	11.5100	87.9381	0.0113716	10.7439	12.8437	63.3692	29.1795	50.2417	450.629	3.00457	14.4202	0.0467715	supercritical
300.000	12.0000	92.0930	0.0108586	10.6799	12.7703	62.8334	29.2343	50.8825	453.110	2.91873	14.6511	0.0475791	supercritical
300.000	12.5000	96.3286	0.0103811	10.6150	12.6967	62.3043	29.2878	51.5138	455.897	2.83027	14.8937	0.0484192	supercritical
300.000	12.9800	100.385	0.00996168	10.5530	12.6274	61.8122	29.3366	52.0952	458.814	2.74483	15.1327	0.0492388	supercritical
300.000	13.4600	104.425	0.00957627	10.4916	12.5595	61.3351	29.3830	52.6497	461.966	2.65915	15.3774	0.0500691	supercritical
300.000	14.0200	109.110	0.00916504	10.4207	12.4821	60.7967	29.4340	53.2596	465.935	2.55927	15.6696	0.0510485	supercritical
300.000	14.5200	113.261	0.00882916	10.3582	12.4148	60.3319	29.4769	53.7679	469.739	2.47049	15.9362	0.0519298	supercritical
300.000	14.9700	116.965	0.00854954	10.3025	12.3558	59.9260	29.5133	54.1946	473.367	2.39115	16.1802	0.0527266	supercritical
300.000	15.4800	121.122	0.00825617	10.2403	12.2907	59.4798	29.5523	54.6416	477.705	2.30213	16.4611	0.0536312	supercritical
300.000	15.9600	124.988	0.00800078	10.1826	12.2311	59.0728	29.5867	55.0261	481.999	2.21945	16.7291	0.0544823	supercritical
300.000	16.4700	129.042	0.00774940	10.1223	12.1699	58.6538	29.6210	55.3958	486.775	2.13299	17.0173	0.0553842	supercritical
300.000	16.9800	133.037	0.00751672	10.0630	12.1106	58.2483	29.6530	55.7255	491.760	2.04818	17.3085	0.0562816	supercritical
300.000	17.4800	136.891	0.00730509	10.0060	12.0546	57.8632	29.6825	56.0106	496.838	1.96680	17.5964	0.0571555	supercritical
300.000	17.9600	140.530	0.00711593	9.95230	12.0026	57.5050	29.7090	56.2495	501.879	1.89047	17.8746	0.0579875	supercritical
300.000	18.4700	144.328	0.00692868	9.89636	11.9494	57.1362	29.7354	56.4675	507.401	1.81141	18.1717	0.0588629	supercritical
300.000	18.9400	147.763	0.00676759	9.84586	11.9022	56.8067	29.7583	56.6371	512.630	1.74051	18.4465	0.0596610	supercritical
300.000	19.5200	151.915	0.00658263	9.78495	11.8463	56.4135	29.7847	56.8072	519.251	1.65571	18.7864	0.0606336	supercritical
300.000	20.0300	155.484	0.00643151	9.73269	11.7994	56.0795	29.8064	56.9234	525.212	1.58365	19.0856	0.0614768	supercritical
320.000	0.100000	0.603766	1.65627	12.7327	15.3898	109.748	28.2801	36.6591	463.051	3.76862	11.7727	0.0370592	vapor
320.000	0.200000	1.20913	0.827040	12.7224	15.3760	103.953	28.2931	36.7369	462.824	3.76308	11.7853	0.0371205	vapor
320.000	0.300000	1.81610	0.550631	12.7120	15.3621	100.549	28.3060	36.8152	462.601	3.75748	11.7981	0.0371815	vapor
320.000	0.400000	2.42466	0.412428	12.7017	15.3483	98.1252	28.3190	36.8940	462.381	3.75183	11.8111	0.0372425	vapor
320.000	0.500000	3.03483	0.329508	12.6913	15.3345	96.2376	28.3319	36.9732	462.164	3.74613	11.8243	0.0373037	vapor
320.000	0.600000	3.64660	0.274228	12.6810	15.3206	94.6893	28.3449	37.0528	461.951	3.74036	11.8376	0.0373652	vapor
320.000	0.700000	4.25997	0.234744	12.6706	15.3067	93.3753	28.3578	37.1329	461.741	3.73454	11.8512	0.0374271	vapor
320.000	0.800000	4.87494	0.205131	12.6602	15.2929	92.2326	28.3708	37.2134	461.534	3.72866	11.8650	0.0374894	vapor
320.000	0.900000	5.49151	0.182099	12.6497	15.2790	91.2208	28.3837	37.2944	461.331	3.72272	11.8789	0.0375521	vapor
320.000	1.00000	6.10969	0.163674	12.6393	15.2651	90.3123	28.3967	37.3758	461.132	3.71671	11.8930	0.0376152	vapor
320.000	1.25000	7.66213	0.130512	12.6131	15.2303	88.3756	28.4291	37.5813	460.648	3.70144	11.9292	0.0377751	vapor
320.000	1.50000	9.22456	0.108406	12.5868	15.1955	86.7780	28.4614	37.7897	460.187	3.68577	11.9666	0.0379380	vapor
320.000	1.75000	10.7970	0.0926185	12.5604	15.1607	85.4144	28.4937	38.0008	459.750	3.66969	12.0052	0.0381041	vapor
320.000	2.00000	12.3793	0.0807797	12.5340	15.1258	84.2221	28.5260	38.2147	459.336	3.65321	12.0450	0.0382734	vapor
320.000	2.25000	13.9716	0.0715736	12.5074	15.0909	83.1605	28.5583	38.4315	458.946	3.63629	12.0861	0.0384462	vapor
320.000	2.49000	15.5095	0.0644764	12.4817	15.0573	82.2386	28.5892	38.6421	458.596	3.61965	12.1268	0.0386152	vapor
320.000	2.74000	17.1212	0.0584072	12.4549	15.0224	81.3604	28.6214	38.8643	458.256	3.60188	12.1704	0.0387948	vapor
320.000	3.00000	18.8076	0.0531699	12.4270	14.9860	80.5204	28.6547	39.0982	457.931	3.58291	12.2171	0.0389854	vapor
320.000	3.26000	20.5046	0.0487695	12.3989	14.9495	79.7430	28.6880	39.3351	457.635	3.56345	12.2653	0.0391800	vapor
320.000	3.49000	22.0145	0.0454246	12.3740	14.9173	79.0996	28.7174	39.5470	457.398	3.54582	12.3090	0.0393556	vapor
320.000	3.76000	23.7973	0.0420216	12.3446	14.8794	78.3900	28.7518	39.7986	457.151	3.52460	12.3619	0.0395659	vapor
320.000	4.01000	25.4579	0.0392806	12.3174	14.8443	77.7713	28.7836	40.0342	456.952	3.50445	12.4122	0.0397646	vapor
320.000	4.25000	27.0608	0.0369538	12.2911	14.8107	77.2077	28.8139	40.2628	456.789	3.48466	12.4619	0.0399592	vapor
320.000	4.51000	28.8070	0.0347138	12.2625	14.7742	76.6269	28.8467	40.5129	456.645	3.46269	12.5170	0.0401742	vapor
320.000	4.75000	30.4276	0.0328649	12.2361	14.7405	76.1154	28.8769	40.7460	456.542	3.44195	12.5693	0.0403766	supercritical
320.000	5.00000	32.1245	0.0311289	12.2085	14.7055	75.6050	28.9081	40.9911	456.466	3.41985	12.6251	0.0405915	supercritical
320.000	5.49000	35.4759	0.0281882	12.1542	14.6368	74.6630	28.9689	41.4778	456.413	3.37507	12.7386	0.0410250	supercritical
320.000	6.00000	38.9987	0.0256419	12.0973	14.5655	73.7529	29.0315	41.9923	456.498	3.32641	12.8625	0.0414938	supercritical
320.000	6.49000	42.4150	0.0235766	12.0424	14.4972	72.9355	29.0909	42.4935	456.720	3.27770	12.9872	0.0419615	supercritical
320.000	7.00000	46.0020	0.0217382	11.9851	14.4263	72.1352	29.1518	43.0210	457.102	3.22498	13.1229	0.0424666	supercritical
320.000	7.48000	49.4050	0.0202409	11.9309	14.3598	71.4228	29.2082	43.5220	457.609	3.17352	13.2562	0.0429590	supercritical
320.000	8.01000	53.1906	0.0188003	11.8709	14.2868	70.6765	29.2694	44.0786	458.340	3.11469	13.4095	0.0435222	supercritical
320.000	8.49000	56.6421	0.0176547	11.8165	14.2211	70.0329	29.3237	44.5845	459.161	3.05967	13.5541	0.0440497	supercritical
320.000	8.99000	60.2580	0.0165953	11.7597	14.1532	69.3915	29.3791	45.1117	460.183	3.00070	13.7104	0.0446168	supercritical
320.000	9.50000	63.9648	0.0156336	11.7018	14.0844	68.7649	29.4343	45.6479	461.404	2.93891	13.8757	0.0452135	supercritical
320.000	10.0000	67.6140	0.0147898	11.6450	14.0177	68.1752	29.4870	46.1705	462.780	2.87686	14.0435	0.0458158	supercritical
320.000	10.4900	71.2015	0.0140447	11.5894	13.9529	67.6189	29.5373	46.6779	464.304	2.81477	14.2134	0.0464223	supercritical
320.000	11.0000	74.9437	0.0133434	11.5316	13.8863	67.0608	29.5882	47.1992	466.076	2.74897	14.3958	0.0470699	supercritical
320.000	11.5000	78.6171	0.0127199	11.4752	13.8219	66.5329	29.6366	47.7017	468.000	2.68344	14.5801	0.0477202	supercritical
320.000	11.8700	81.3361	0.0122947	11.4335	13.7748	66.1537	29.6714	48.0670	469.543	2.63441	14.7198	0.0482107	supercritical
320.000	12.4800	85.8156	0.0116529	11.3652	13.6983	65.5486	29.7269	48.6553	472.310	2.55276	14.9562	0.0490353	supercritical
320.000	12.9800	89.4801	0.0111757	11.3095	13.6367	65.0701	29.7706	49.1226	474.784	2.48527	15.1554	0.0497249	supercritical
320.000	13.5000	93.2800	0.0107204	11.2520	13.5738	64.5883	29.8144	49.5927	477.552	2.41476	15.3674	0.0504536	supercritical
320.000	14.0000	96.9190	0.0103179	11.1971	13.5145	64.1394	29.8549	50.0279	480.401	2.34682	15.5758	0.0511641	supercritical
320.000	14.5000	100.540	0.00994632	11.1427	13.4564	63.7039	29.8939	50.4454	483.430	2.27891	15.7884	0.0518830	supercritical
320.000	15.0000	104.138	0.00960261	11.0888	13.3996	63.2813	29.9313	50.8440	486.636	2.21119	16.0050	0.0526087	supercritical
320.000	15.5000	107.712	0.00928405	11.0354	13.3440	62.8710	29.9672	51.2229	490.015	2.14383	16.2251	0.0533399	supercritical
320.000	16.0200	111.397	0.00897690	10.9805	13.2876	62.4568	30.0030	51.5951	493.708	2.07430	16.4578	0.0541049	supercritical
320.000	16.5300	114.978	0.00869733	10.9273	13.2338	62.0626	30.0366	51.9379	497.502	2.00678	16.6892	0.0548580	supercritical
320.000	17.0400	118.522	0.00843725	10.8748	13.1813	61.6797	30.0687	52.2583	501.459	1.94006	16.9236	0.0556127	supercritical
320.000	17.5400	121.958	0.00819952	10.8241	13.1313	61.3150	30.0989	52.5504	505.493	1.87554	17.1560	0.0563529	supercritical
320.000	18.0100	125.151	0.00799032	10.7770	13.0856	60.9815	30.1261	52.8051	509.416	1.81580	17.3765	0.0570479	supercritical
320.000	18.5200	128.574	0.00777765	10.7267	13.0375	60.6295	30.1544	53.0598	513.812	1.75204	17.6179	0.0578002	supercritical
320.000	19.0200	131.883	0.00758245	10.6781	12.9917	60.2940	30.1810	53.2879	518.255	1.69071	17.8563	0.0585349	supercritical
320.000	19.5000	135.017	0.00740647	10.6321	12.9491	59.9806	30.2055	53.4871	522.638	1.63299	18.0866	0.0592367	supercritical
320.000	19.9300	137.787	0.00725759	10.5916	12.9121	59.7068	30.2266	53.6494	526.656	1.58229	18.2940	0.0598620	supercritical
340.000	0.100000	0.568086	1.76030	13.3077	16.1317	111.997	29.1779	37.5481	475.703	3.29618	12.3945	0.0400399	vapor
340.000	0.200000	1.13735	0.879240	13.2982	16.1193	106.206	29.1887	37.6149	475.547	3.29082	12.4067	0.0400972	vapor
340.000	0.300000	1.70778	0.585556	13.2888	16.1070	102.807	29.1995	37.6820	475.395	3.28542	12.4191	0.0401542	vapor
340.000	0.400000	2.27938	0.438716	13.2793	16.0946	100.387	29.2103	37.7494	475.246	3.27998	12.4316	0.0402111	vapor
340.000	0.500000	2.85215	0.350613	13.2698	16.0822	98.5039	29.2211	37.8170	475.100	3.27450	12.4443	0.0402682	vapor
340.000	0.600000	3.42608	0.291878	13.2603	16.0698	96.9601	29.2318	37.8850	474.957	3.26897	12.4571	0.0403256	vapor
340.000	0.700000	4.00118	0.249926	13.2508	16.0574	95.6505	29.2426	37.9532	474.817	3.26340	12.4701	0.0403832	vapor
340.000	0.800000	4.57744	0.218463	13.2412	16.0450	94.5123	29.2534	38.0217	474.680	3.25779	12.4832	0.0404412	vapor
340.000	0.910000	5.21266	0.191841	13.2307	16.0314	93.4104	29.2652	38.0973	474.534	3.25157	12.4978	0.0405053	vapor
340.000	1.00000	5.73342	0.174416	13.2221	16.0203	92.6011	29.2748	38.1595	474.417	3.24645	12.5100	0.0405581	vapor
340.000	1.26000	7.24309	0.138063	13.1973	15.9880	90.6068	29.3027	38.3404	474.094	3.23143	12.5457	0.0407123	vapor
340.000	1.49000	8.58501	0.116482	13.1752	15.9596	89.1483	29.3273	38.5019	473.826	3.21790	12.5782	0.0408509	vapor
340.000	1.75000	10.1092	0.0989199	13.1502	15.9273	87.7381	29.3551	38.6863	473.546	3.20230	12.6159	0.0410102	vapor
340.000	1.99000	11.5229	0.0867838	13.1270	15.8976	86.6021	29.3806	38.8582	473.308	3.18763	12.6518	0.0411597	vapor
340.000	2.25000	13.0616	0.0765600	13.1019	15.8654	85.5080	29.4082	39.0461	473.073	3.17143	12.6916	0.0413244	vapor
340.000	2.50000	14.5483	0.0687367	13.0776	15.8345	84.5616	29.4346	39.2284	472.870	3.15555	12.7310	0.0414856	vapor
340.000	2.75000	16.0417	0.0623375	13.0533	15.8035	83.6987	29.4610	39.4124	472.690	3.13936	12.7714	0.0416495	vapor
340.000	3.00000	17.5419	0.0570064	13.0290	15.7726	82.9048	29.4873	39.5980	472.533	3.12287	12.8129	0.0418164	vapor
340.000	3.24000	18.9884	0.0526639	13.0055	15.7429	82.1972	29.5124	39.7777	472.405	3.10674	12.8536	0.0419792	vapor
340.000	3.51000	20.6228	0.0484899	12.9791	15.7096	81.4554	29.5406	39.9814	472.288	3.08825	12.9007	0.0421656	vapor
340.000	3.75000	22.0821	0.0452856	12.9555	15.6800	80.8378	29.5656	40.1640	472.208	3.07150	12.9435	0.0423343	vapor
340.000	4.00000	23.6083	0.0423580	12.9310	15.6491	80.2305	29.5915	40.3556	472.149	3.05374	12.9892	0.0425129	vapor
340.000	4.25000	25.1408	0.0397760	12.9063	15.6183	79.6558	29.6172	40.5486	472.116	3.03566	13.0359	0.0426945	vapor
340.000	4.49000	26.6178	0.0375689	12.8826	15.5888	79.1313	29.6418	40.7351	472.109	3.01799	13.0818	0.0428718	vapor
340.000	4.74000	28.1622	0.0355086	12.8579	15.5581	78.6102	29.6674	40.9306	472.128	2.99927	13.1306	0.0430596	supercritical
340.000	4.92000	29.2778	0.0341556	12.8401	15.5360	78.2495	29.6857	41.0721	472.158	2.98559	13.1665	0.0431967	supercritical
340.000	5.50000	32.8926	0.0304020	12.7825	15.4650	77.1592	29.7441	41.5320	472.352	2.94037	13.2858	0.0436498	supercritical
340.000	5.99000	35.9694	0.0278014	12.7337	15.4053	76.3116	29.7929	41.9248	472.636	2.90080	13.3912	0.0440461	supercritical
340.000	6.47000	39.0023	0.0256395	12.6858	15.3471	75.5358	29.8401	42.3127	473.023	2.86084	13.4985	0.0444466	supercritical
340.000	7.01000	42.4352	0.0235653	12.6317	15.2819	74.7179	29.8924	42.7519	473.591	2.81451	13.6241	0.0449117	supercritical
340.000	7.48000	45.4397	0.0220072	12.5846	15.2255	74.0471	29.9372	43.1360	474.203	2.77301	13.7376	0.0453291	supercritical
340.000	7.94000	48.3936	0.0206639	12.5385	15.1707	73.4230	29.9804	43.5129	474.911	2.73139	13.8524	0.0457490	supercritical
340.000	8.01000	48.8442	0.0204733	12.5315	15.1623	73.3306	29.9870	43.5702	475.028	2.72497	13.8702	0.0458139	supercritical
340.000	8.49000	51.9410	0.0192526	12.4833	15.1056	72.7140	30.0312	43.9637	475.901	2.68037	13.9946	0.0462658	supercritical
340.000	9.00000	55.2434	0.0181017	12.4321	15.0457	72.0888	30.0774	44.3810	476.963	2.63190	14.1311	0.0467593	supercritical
340.000	9.50000	58.4911	0.0170966	12.3820	14.9876	71.5029	30.1217	44.7885	478.140	2.58337	14.2692	0.0472562	supercritical
340.000	9.99000	61.6815	0.0162123	12.3329	14.9312	70.9521	30.1642	45.1853	479.427	2.53491	14.4087	0.0477555	supercritical
340.000	10.4700	64.8120	0.0154292	12.2849	14.8765	70.4331	30.2050	45.5707	480.816	2.48667	14.5492	0.0482562	supercritical
340.000	10.9900	68.2070	0.0146612	12.2330	14.8179	69.8918	30.2482	45.9835	482.467	2.43361	14.7057	0.0488111	supercritical
340.000	11.4900	71.4726	0.0139914	12.1833	14.7623	69.3904	30.2887	46.3749	484.197	2.38193	14.8602	0.0493566	supercritical
340.000	11.8800	74.0190	0.0135101	12.1446	14.7195	69.0114	30.3196	46.6757	485.646	2.34123	14.9835	0.0497898	supercritical
340.000	12.5000	78.0627	0.0128102	12.0834	14.6523	68.4291	30.3674	47.1449	488.125	2.27594	15.1842	0.0504916	supercritical
340.000	12.9700	81.1220	0.0123271	12.0373	14.6023	68.0032	30.4026	47.4921	490.149	2.22607	15.3401	0.0510339	supercritical
340.000	13.5000	84.5630	0.0118255	11.9856	14.5467	67.5379	30.4412	47.8741	492.580	2.16957	15.5197	0.0516551	supercritical
340.000	14.0100	87.8625	0.0113814	11.9361	14.4942	67.1044	30.4772	48.2313	495.068	2.11505	15.6962	0.0522618	supercritical
340.000	14.5000	91.0196	0.0109866	11.8890	14.4447	66.7001	30.5108	48.5640	497.593	2.06261	15.8689	0.0528523	supercritical
340.000	15.0100	94.2897	0.0106056	11.8402	14.3941	66.2916	30.5448	48.8989	500.359	2.00810	16.0519	0.0534739	supercritical
340.000	16.0000	100.582	0.00994211	11.7469	14.2988	65.5319	30.6077	49.5133	506.124	1.90280	16.4158	0.0546977	supercritical
340.000	17.0200	106.975	0.00934800	11.6525	14.2049	64.7918	30.6686	50.0943	512.587	1.79564	16.8015	0.0559766	supercritical
340.000	17.9900	112.954	0.00885318	11.5646	14.1197	64.1248	30.7231	50.5954	519.202	1.69559	17.1773	0.0572036	supercritical
340.000	19.0200	119.182	0.00839055	11.4734	14.0336	63.4529	30.7774	51.0714	526.693	1.59191	17.5845	0.0585114	supercritical
340.000	20.0900	125.506	0.00796774	11.3811	13.9491	62.7917	30.8302	51.5050	534.946	1.48748	18.0149	0.0598691	supercritical
340.000	20.9900	130.703	0.00765095	11.3056	13.8820	62.2626	30.8722	51.8225	542.227	1.40256	18.3816	0.0610060	supercritical
340.000	21.9900	136.338	0.00733470	11.2239	13.8114	61.7017	30.9163	52.1267	550.647	1.31158	18.7929	0.0622599	supercritical
340.000	22.9500	141.606	0.00706184	11.1477	13.7478	61.1885	30.9564	52.3731	559.022	1.22774	19.1906	0.0634514	supercritical
340.000	23.8800	146.574	0.00682250	11.0760	13.6898	60.7134	30.9934	52.5719	567.378	1.14990	19.5777	0.0645920	supercritical
340.000	24.9600	152.173	0.00657145	10.9954	13.6268	60.1871	31.0343	52.7573	577.341	1.06372	20.0284	0.0658977	supercritical
340.000	25.9600	157.195	0.00636152	10.9233	13.5726	59.7227	31.0704	52.8895	586.780	0.987977	20.4460	0.0670874	supercritical
340.000	26.9500	162.014	0.00617231	10.8541	13.5227	59.2833	31.1047	52.9868	596.295	0.916778	20.8589	0.0682461	supercritical
340.000	27.8000	166.031	0.00602297	10.7966	13.4828	58.9211	31.1332	53.0465	604.577	0.858591	21.2125	0.0692255	supercritical
340.000	28.7700	170.482	0.00586571	10.7329	13.4402	58.5239	31.1646	53.0907	614.132	0.795422	21.6147	0.0703260	supercritical
360.000	0.100000	0.536402	1.86427	13.9014	16.8923	114.170	30.1570	38.5201	487.787	2.89069	13.0017	0.0431563	vapor
360.000	0.200000	1.07366	0.931391	13.8927	16.8811	108.383	30.1661	38.5780	487.690	2.88564	13.0135	0.0432101	vapor
360.000	0.300000	1.61178	0.620432	13.8840	16.8700	104.987	30.1752	38.6361	487.596	2.88057	13.0255	0.0432635	vapor
360.000	0.400000	2.15075	0.464953	13.8752	16.8589	102.571	30.1843	38.6943	487.505	2.87546	13.0375	0.0433170	vapor
360.000	0.500000	2.69057	0.371668	13.8665	16.8477	100.692	30.1934	38.7528	487.416	2.87032	13.0497	0.0433705	vapor
360.000	0.600000	3.23124	0.309479	13.8577	16.8366	99.1514	30.2025	38.8114	487.330	2.86516	13.0620	0.0434242	vapor
360.000	0.700000	3.77275	0.265058	13.8489	16.8255	97.8454	30.2115	38.8702	487.248	2.85996	13.0745	0.0434782	vapor
360.000	0.800000	4.31510	0.231744	13.8401	16.8144	96.7109	30.2206	38.9292	487.168	2.85473	13.0871	0.0435324	vapor
360.000	0.900000	4.85829	0.205834	13.8313	16.8033	95.7073	30.2296	38.9883	487.091	2.84947	13.0998	0.0435869	vapor
360.000	1.00000	5.40231	0.185106	13.8226	16.7922	94.8070	30.2387	39.0476	487.017	2.84418	13.1126	0.0436417	vapor
360.000	1.25000	6.76596	0.147799	13.8005	16.7644	92.8909	30.2612	39.1967	486.846	2.83081	13.1453	0.0437800	vapor
360.000	1.50000	8.13473	0.122930	13.7785	16.7367	91.3142	30.2837	39.3469	486.693	2.81724	13.1788	0.0439203	vapor
360.000	1.75000	9.50854	0.105169	13.7564	16.7090	89.9718	30.3060	39.4981	486.559	2.80347	13.2131	0.0440626	vapor
360.000	2.00000	10.8873	0.0918499	13.7343	16.6813	88.8007	30.3283	39.6504	486.445	2.78949	13.2483	0.0442071	vapor
360.000	2.25000	12.2710	0.0814929	13.7121	16.6537	87.7606	30.3505	39.8037	486.351	2.77530	13.2842	0.0443537	vapor
360.000	2.50000	13.6595	0.0732090	13.6899	16.6261	86.8238	30.3727	39.9579	486.277	2.76091	13.3211	0.0445025	vapor
360.000	2.74000	14.9969	0.0666802	13.6686	16.5996	86.0033	30.3938	40.1069	486.224	2.74689	13.3572	0.0446474	vapor
360.000	3.00000	16.4507	0.0607878	13.6454	16.5710	85.1864	30.4166	40.2693	486.190	2.73148	13.3973	0.0448068	vapor
360.000	3.25000	17.8531	0.0560125	13.6231	16.5435	84.4602	30.4385	40.4263	486.177	2.71645	13.4366	0.0449625	vapor
360.000	3.50000	19.2601	0.0519208	13.6008	16.5161	83.7833	30.4602	40.5843	486.187	2.70119	13.4769	0.0451204	vapor
360.000	3.75000	20.6714	0.0483760	13.5784	16.4887	83.1490	30.4819	40.7430	486.217	2.68573	13.5179	0.0452807	vapor
360.000	4.00000	22.0870	0.0452755	13.5560	16.4614	82.5518	30.5034	40.9026	486.270	2.67004	13.5599	0.0454435	vapor
360.000	4.25000	23.5068	0.0425409	13.5336	16.4341	81.9872	30.5249	41.0628	486.345	2.65413	13.6026	0.0456086	vapor
360.000	4.50000	24.9306	0.0401113	13.5112	16.4069	81.4514	30.5462	41.2239	486.442	2.63801	13.6463	0.0457761	vapor
360.000	4.75000	26.3584	0.0379385	13.4887	16.3798	80.9414	30.5674	41.3855	486.563	2.62167	13.6908	0.0459461	supercritical
360.000	5.00000	27.7900	0.0359841	13.4662	16.3527	80.4546	30.5885	41.5478	486.706	2.60511	13.7362	0.0461186	supercritical
360.000	5.50000	30.6643	0.0326112	13.4212	16.2987	79.5416	30.6304	41.8741	487.063	2.57135	13.8295	0.0464710	supercritical
360.000	6.01000	33.6102	0.0297528	13.3752	16.2439	78.6818	30.6725	42.2088	487.526	2.53602	13.9283	0.0468408	supercritical
360.000	6.50000	36.4531	0.0274325	13.3310	16.1916	77.9129	30.7125	42.5318	488.067	2.50126	14.0266	0.0472060	supercritical
360.000	7.00000	39.3655	0.0254030	13.2859	16.1386	77.1776	30.7527	42.8623	488.718	2.46498	14.1303	0.0475888	supercritical
360.000	7.50000	42.2882	0.0236473	13.2407	16.0860	76.4854	30.7924	43.1933	489.472	2.42790	14.2374	0.0479818	supercritical
360.000	8.02000	45.3374	0.0220569	13.1938	16.0317	75.8054	30.8331	43.5376	490.365	2.38852	14.3524	0.0484013	supercritical
360.000	8.51000	48.2183	0.0207390	13.1496	15.9809	75.1975	30.8707	43.8613	491.312	2.35070	14.4642	0.0488066	supercritical
360.000	8.98000	50.9873	0.0196127	13.1072	15.9327	74.6411	30.9063	44.1708	492.317	2.31380	14.5744	0.0492045	supercritical
360.000	9.48000	53.9378	0.0185399	13.0622	15.8818	74.0750	30.9435	44.4985	493.492	2.27392	14.6949	0.0496374	supercritical
360.000	10.0000	57.0099	0.0175408	13.0155	15.8295	73.5118	30.9814	44.8368	494.829	2.23181	14.8237	0.0500979	supercritical
360.000	10.4800	59.8476	0.0167091	12.9725	15.7817	73.0129	31.0158	45.1464	496.170	2.19242	14.9456	0.0505322	supercritical
360.000	10.9900	62.8629	0.0159076	12.9269	15.7316	72.5031	31.0517	45.4719	497.706	2.15008	15.0784	0.0510031	supercritical
360.000	11.5000	65.8769	0.0151798	12.8815	15.6820	72.0123	31.0868	45.7933	499.359	2.10729	15.2144	0.0514834	supercritical
360.000	11.9800	68.7109	0.0145537	12.8389	15.6360	71.5666	31.1191	46.0914	501.021	2.06667	15.3453	0.0519437	supercritical
360.000	12.4900	71.7175	0.0139436	12.7938	15.5878	71.1089	31.1528	46.4031	502.899	2.02320	15.4873	0.0524413	supercritical
360.000	12.9900	74.6590	0.0133942	12.7499	15.5412	70.6749	31.1851	46.7030	504.853	1.98034	15.6295	0.0529371	supercritical
360.000	13.4800	77.5342	0.0128975	12.7070	15.4962	70.2630	31.2160	46.9909	506.876	1.93816	15.7715	0.0534304	supercritical
360.000	13.9800	80.4589	0.0124287	12.6635	15.4510	69.8555	31.2468	47.2783	509.048	1.89501	15.9191	0.0539408	supercritical
360.000	14.4900	83.4309	0.0119860	12.6195	15.4057	69.4523	31.2775	47.5643	511.376	1.85094	16.0724	0.0544682	supercritical
360.000	14.9900	86.3320	0.0115832	12.5766	15.3621	69.0686	31.3070	47.8371	513.767	1.80774	16.2251	0.0549915	supercritical
