Temperature (K),Pressure (MPa),Density (kg/m3),Reference
174.0,23.933,362.43983999999995,Goodwin-1972
176.0,27.1112,362.02279999999996,Goodwin-1972
182.0,30.2767,361.63784,Goodwin-1972
186.0,33.4282,361.30099999999993,Goodwin-1972
144.0,4.891,377.22871999999995,Goodwin-1972
148.0,8.45,376.49087999999995,Goodwin-1972
152.0,11.9526,375.75303999999994,Goodwin-1972
156.0,15.435,375.06332,Goodwin-1972
160.0,18.9067,374.42171999999994,Goodwin-1972
164.0,22.3762,373.86031999999994,Goodwin-1972
166.0,25.844,373.37911999999994,Goodwin-1972
172.0,29.304,372.96207999999996,Goodwin-1972
176.0,32.7578,372.57712,Goodwin-1972
134.0,0.6861,387.89531999999997,Goodwin-1972
138.0,4.6383,386.965,Goodwin-1972
142.0,6.463,386.17904,Goodwin-1972
146.0,12.224,385.39308,Goodwin-1972
150.0,15.9656,384.65524,Goodwin-1972
154.0,19.704,383.9976,Goodwin-1972
134.0,0.5841,387.75095999999996,Goodwin-1972
136.0,2.577,387.2216399999999,Goodwin-1972
138.0,4.5258,386.80459999999994,Goodwin-1972
140.0,6.4512,386.4036,Goodwin-1972
142.0,8.3348,386.01863999999995,Goodwin-1972
144.0,10.2134,385.63367999999997,Goodwin-1972
146.0,12.0944,385.23267999999996,Goodwin-1972
148.0,13.9702,384.86375999999996,Goodwin-1972
150.0,15.8374,384.49483999999995,Goodwin-1972
152.0,17.7053,384.15799999999996,Goodwin-1972
154.0,19.5747,383.85323999999997,Goodwin-1972
156.0,21.4417,383.54848,Goodwin-1972
158.0,23.2888,383.24371999999994,Goodwin-1972
160.0,25.1636,382.98707999999993,Goodwin-1972
162.0,27.0317,382.74647999999996,Goodwin-1972
164.0,26.8962,382.53795999999994,Goodwin-1972
166.0,30.7694,382.32944,Goodwin-1972
168.0,32.6391,382.13696,Goodwin-1972
170.0,34.4966,381.94448,Goodwin-1972
130.0,0.7286,394.66419999999994,Goodwin-1972
132.0,2.823,394.13487999999995,Goodwin-1972
134.0,4.8781,393.71783999999997,Goodwin-1972
136.0,6.8894,393.28475999999995,Goodwin-1972
138.0,8.8639,392.88376,Goodwin-1972
140.0,10.8425,392.48276,Goodwin-1972
142.0,12.8176,392.06572,Goodwin-1972
144.0,14.7856,391.68075999999996,Goodwin-1972
146.0,16.7516,391.31183999999996,Goodwin-1972
146.0,18.7222,390.95896,Goodwin-1972
150.0,20.6921,390.63815999999997,Goodwin-1972
152.0,22.6644,390.3334,Goodwin-1972
154.0,24.6119,390.04467999999997,Goodwin-1972
156.0,26.5906,389.78803999999997,Goodwin-1972
158.0,28.5671,389.54744,Goodwin-1972
160.0,30.5459,389.33892,Goodwin-1972
162.0,32.5155,389.1304,Goodwin-1972
164.0,34.4921,388.93792,Goodwin-1972
126.0,0.4795,400.9358399999999,Goodwin-1972
126.0,2.674,400.3584,Goodwin-1972
130.0,4.8275,399.92532,Goodwin-1972
132.0,6.9442,399.4762,Goodwin-1972
134.0,9.0206,399.05915999999996,Goodwin-1972
136.0,11.0901,398.62608,Goodwin-1972
138.0,13.1437,398.20903999999996,Goodwin-1972
140.0,15.2046,394.6000399999999,Goodwin-1972
142.0,17.2619,397.42307999999997,Goodwin-1972
144.0,19.3223,397.05415999999997,Goodwin-1972
146.0,21.3859,396.73336,Goodwin-1972
148.0,23.4593,396.42859999999996,Goodwin-1972
148.0,23.4564,396.41256,Goodwin-1972
150.0,25.5294,396.13987999999995,Goodwin-1972
152.0,27.6024,395.56244000000004,Goodwin-1972
154.0,29.6664,395.64264,Goodwin-1972
156.0,31.7346,395.41808000000003,Goodwin-1972
158.0,33.803,395.20955999999995,Goodwin-1972
122.0,0.3482,407.19143999999994,Goodwin-1972
124.0,2.6168,406.5819199999999,Goodwin-1972
126.0,4.8814,406.1328,Goodwin-1972
128.0,7.0363,405.69971999999996,Goodwin-1972
130.0,9.2218,405.26663999999994,Goodwin-1972
132.0,11.4039,404.83356,Goodwin-1972
134.0,13.5786,404.40047999999996,Goodwin-1972
134.0,13.5814,404.38444,Goodwin-1972
136.0,15.7173,403.95135999999997,Goodwin-1972
138.0,17.3801,403.5664,Goodwin-1972
140.0,20.043,403.19748,Goodwin-1972
142.0,22.2144,402.86063999999993,Goodwin-1972
144.0,24.3665,402.55588,Goodwin-1972
146.0,26.5643,402.28319999999997,Goodwin-1972
148.0,28.7462,402.02655999999996,Goodwin-1972
150.0,30.9282,401.78595999999993,Goodwin-1972
152.0,33.0937,401.56139999999994,Goodwin-1972
154.0,35.2726,401.35287999999997,Goodwin-1972
118.0,0.474,413.46308,Goodwin-1972
120.0,2.8487,412.85355999999996,Goodwin-1972
122.0,5.1814,412.3884,Goodwin-1972
124.0,7.4303,411.93927999999994,Goodwin-1972
126.0,9.7196,411.49015999999995,Goodwin-1972
128.0,12.001,401.40099999999995,Goodwin-1972
130.0,14.2846,410.59191999999996,Goodwin-1972
132.0,16.5554,410.20696,Goodwin-1972
134.0,18.832,409.82199999999995,Goodwin-1972
136.0,21.1062,409.40495999999996,Goodwin-1972
138.0,23.3855,409.06811999999996,Goodwin-1972
138.0,23.3445,409.06811999999996,Goodwin-1972
140.0,25.6331,408.76336000000003,Goodwin-1972
142.0,27.933,408.47464,Goodwin-1972
144.0,30.2209,408.21799999999996,Goodwin-1972
146.0,32.5227,407.97739999999993,Goodwin-1972
148.0,34.8148,407.76888,Goodwin-1972
114.0,0.4106,419.31768,Goodwin-1972
116.0,2.8896,418.69212,Goodwin-1972
118.0,5.2908,418.19487999999996,Goodwin-1972
120.0,7.6358,417.74575999999996,Goodwin-1972
122.0,10.0162,417.26455999999996,Goodwin-1972
124.0,12.3929,416.79939999999993,Goodwin-1972
126.0,14.7655,416.33423999999997,Goodwin-1972
128.0,17.1338,415.90115999999995,Goodwin-1972
130.0,19.5123,415.50015999999994,Goodwin-1972
132.0,21.8955,415.13123999999993,Goodwin-1972
132.0,21.8534,415.11519999999996,Goodwin-1972
134.0,24.2441,414.77836,Goodwin-1972
136.0,26.644,414.4735999999999,Goodwin-1972
138.0,29.0474,414.18487999999996,Goodwin-1972
140.0,31.4577,413.94427999999994,Goodwin-1972
142.0,33.829,413.70368,Goodwin-1972
110.0,0.5935,425.36475999999993,Goodwin-1972
112.0,3.1839,424.7392,Goodwin-1972
114.0,5.6444,424.24195999999995,Goodwin-1972
116.0,8.1054,423.76075999999995,Goodwin-1972
118.0,10.587,423.26352,Goodwin-1972
120.0,13.0659,422.76627999999994,Goodwin-1972
122.0,15.54,422.28508,Goodwin-1972
124.0,18.0154,421.83595999999994,Goodwin-1972
126.0,20.4975,421.43496,Goodwin-1972
128.0,22.9892,421.06604,Goodwin-1972
130.0,25.4906,420.7292,Goodwin-1972
132.0,28.0025,420.42443999999995,Goodwin-1972
134.0,30.5214,420.13572,Goodwin-1972
134.0,30.4967,420.11968,Goodwin-1972
136.0,33.0185,419.86303999999996,Goodwin-1972
106.0,1.2022,431.49204,Goodwin-1972
108.0,3.8986,430.89856,Goodwin-1972
110.0,6.4591,430.40131999999994,Goodwin-1972
112.0,9.03,429.88803999999993,Goodwin-1972
114.0,11.6122,429.35871999999995,Goodwin-1972
116.0,14.1871,428.84543999999994,Goodwin-1972
119.0,16.7653,428.36423999999994,Goodwin-1972
120.0,19.3539,427.9311599999999,Goodwin-1972
122.0,21.9542,427.51411999999993,Goodwin-1972
124.0,24.582,427.1500119999999,Goodwin-1972
124.0,24.5676,427.16123999999996,Goodwin-1972
126.0,27.2049,417.20039999999995,Goodwin-1972
128.0,29.351,426.53567999999996,Goodwin-1972
130.0,32.502,426.24696,Goodwin-1972
132.0,35.1423,426.00636,Goodwin-1972
102.0,0.8474,436.80127999999996,Goodwin-1972
104.0,3.6489,436.15968,Goodwin-1972
106.0,6.3034,435.64639999999997,Goodwin-1972
108.0,8.9515,435.11707999999993,Goodwin-1972
110.0,11.6218,434.5717199999999,Goodwin-1972
112.0,14.2937,434.04239999999993,Goodwin-1972
114.0,16.9612,433.54516,Goodwin-1972
116.0,19.648,433.09603999999996,Goodwin-1972
116.0,19.6471,433.09603999999996,Goodwin-1972
118.0,22.3568,432.69503999999995,Goodwin-1972
120.0,25.0862,432.31007999999997,Goodwin-1972
122.0,27.6278,431.97324,Goodwin-1972
124.0,33.5898,431.66848,Goodwin-1972
126.0,33.3424,431.39579999999995,Goodwin-1972
98.0,1.2457,442.47943999999995,Goodwin-1972
100.0,4.1407,438.66191999999995,Goodwin-1972
102.0,6.8696,441.3566399999999,Goodwin-1972
104.0,9.627,440.79524,Goodwin-1972
106.0,12.4002,440.2498799999999,Goodwin-1972
108.0,15.1756,439.70452,Goodwin-1972
110.0,17.9649,439.20727999999997,Goodwin-1972
112.0,20.7794,438.74212,Goodwin-1972
114.0,23.6148,438.34112,Goodwin-1972
116.0,26.4752,437.9722,Goodwin-1972
116.0,26.4894,437.9722,Goodwin-1972
118.0,29.3612,437.65139999999997,Goodwin-1972
120.0,32.2446,437.34664,Goodwin-1972
94.0,0.7513,447.5159999999999,Goodwin-1972
96.0,3.7517,438.82232,Goodwin-1972
98.0,6.5617,443.10499999999996,Goodwin-1972
100.0,9.4061,445.73555999999996,Goodwin-1972
102.0,12.2725,445.15812,Goodwin-1972
104.0,15.1363,444.61276,Goodwin-1972
106.0,13.0222,444.08343999999994,Goodwin-1972
108.0,20.9351,443.61827999999997,Goodwin-1972
110.0,23.3728,443.18519999999995,Goodwin-1972
112.0,26.8394,442.81627999999995,Goodwin-1972
114.0,29.8261,442.47943999999995,Goodwin-1972
116.0,32.6347,442.17467999999997,Goodwin-1972
92.0,4.4123,452.47236,Goodwin-1972
94.0,7.2852,419.847,Goodwin-1972
96.0,10.2543,451.31748,Goodwin-1972
98.0,13.2363,418.66004,Goodwin-1972
100.0,16.218,450.17864,Goodwin-1972
100.0,16.219,450.17864,Goodwin-1972
102.0,19.2243,449.66535999999996,Goodwin-1972
104.0,22.2687,449.18416,Goodwin-1972
106.0,26.3551,448.73503999999997,Goodwin-1972
106.0,28.4641,448.3981999999999,Goodwin-1972
110.0,31.5018,448.07739999999995,Goodwin-1972
112.0,34.7627,447.77263999999997,Goodwin-1972
94.0,12.8133,455.39163999999994,Goodwin-1972
96.0,15.8893,454.79815999999994,Goodwin-1972
96.0,18.9886,422.18884,Goodwin-1972
100.0,22.1338,453.7715999999999,Goodwin-1972
102.0,25.3222,421.27455999999995,Goodwin-1972
104.0,28.544,452.9695999999999,Goodwin-1972
106.0,31.8049,452.63275999999996,Goodwin-1972
108.0,35.0306,420.24799999999993,Goodwin-1972
95.5,22.4938,457.97407999999996,Goodwin-1972
37.0,23.3128,425.7818,Goodwin-1972
98.0,24.9643,457.63723999999996,Goodwin-1972
100.0,28.2843,457.25228,Goodwin-1972
100.0,28.2935,457.25228,Goodwin-1972
104.0,35.0093,456.59463999999997,Goodwin-1972
