# Temperature (K)	Pressure (MPa)	Experimental(kJ/mol)	NIST(kJ/mol)	Model(kJ/mol)
1.950000000000000000e+02	5.000000000000000000e+00	7.402999999999999581e+00	7.862980000000000302e+00	1.039819265997597064e+01
2.000000000000000000e+02	5.000000000000000000e+00	8.309900000000000730e+00	8.733670000000000044e+00	1.040349417739747295e+01
2.100000000000000000e+02	5.000000000000000000e+00	9.226599999999999469e+00	9.607739999999999725e+00	1.041445323475114471e+01
2.200000000000000000e+02	5.000000000000000000e+00	9.853099999999999525e+00	1.024160000000000004e+01	1.041864024942989531e+01
2.300000000000000000e+02	5.000000000000000000e+00	1.039600000000000080e+01	1.078550000000000075e+01	1.046893344818981930e+01
2.400000000000000000e+02	5.000000000000000000e+00	1.089620000000000033e+01	1.128129999999999988e+01	1.050970883926083843e+01
2.500000000000000000e+02	5.000000000000000000e+00	1.136679999999999957e+01	1.174760000000000026e+01	1.056076226524686845e+01
2.550000000000000000e+02	5.000000000000000000e+00	1.159639999999999915e+01	1.197300000000000075e+01	1.053986521557046174e+01
3.387099999999999795e+02	6.889999999999999680e+00	8.478999999999999870e-01	1.524130000000000074e+01	1.014710177250790402e+01
3.387099999999999795e+02	1.033999999999999986e+01	1.258099999999999996e+00	1.483259999999999934e+01	9.330262360041045255e+00
3.387099999999999795e+02	1.378999999999999915e+01	1.616300000000000070e+00	1.445470000000000077e+01	8.467784090192317592e+00
2.942599999999999909e+02	6.889999999999999680e+00	1.121099999999999985e+00	1.332390000000000008e+01	1.012413360609767565e+01
2.942599999999999909e+02	1.033999999999999986e+01	1.664500000000000091e+00	1.274160000000000004e+01	9.230406329853957814e+00
3.109300000000000068e+02	6.889999999999999680e+00	9.930999999999999828e-01	1.405109999999999992e+01	1.013637466314288993e+01
3.109300000000000068e+02	1.033999999999999986e+01	1.462900000000000089e+00	1.354729999999999990e+01	9.268185159976777499e+00
3.275899999999999750e+02	6.889999999999999680e+00	8.990000000000000213e-01	1.476660000000000039e+01	1.014710177250790402e+01
3.275899999999999750e+02	1.033999999999999986e+01	1.313299999999999912e+00	1.432380000000000031e+01	9.315102411562635965e+00
3.442599999999999909e+02	6.889999999999999680e+00	8.154000000000000137e-01	1.547799999999999976e+01	1.014710177250790402e+01
3.442599999999999909e+02	1.033999999999999986e+01	1.169599999999999973e+00	1.508460000000000001e+01	8.470906630272322602e+00
3.609300000000000068e+02	6.889999999999999680e+00	7.486000000000000432e-01	1.619010000000000105e+01	9.208248386564758192e+00
3.609300000000000068e+02	1.033999999999999986e+01	1.077800000000000091e+00	1.583750000000000036e+01	8.403329619798594052e+00
3.775899999999999750e+02	6.889999999999999680e+00	6.814999999999999947e-01	1.690569999999999951e+01	9.143477522030885041e+00
3.775899999999999750e+02	1.033999999999999986e+01	9.848999999999999977e-01	1.658770000000000167e+01	8.362246441185645196e+00
1.942599999999999909e+02	4.690000000000000391e+00	8.826200000000000045e+00	8.335089999999999222e+00	1.034491588520938166e+01
1.970399999999999920e+02	4.690000000000000391e+00	9.247899999999999565e+00	8.723019999999999996e+00	1.033299195602716836e+01
1.998199999999999932e+02	4.690000000000000391e+00	9.538999999999999702e+00	9.011509999999999465e+00	1.033450399963671096e+01
2.025900000000000034e+02	4.690000000000000391e+00	9.785299999999999443e+00	9.252459999999999241e+00	1.033899749909302557e+01
2.053700000000000045e+02	4.690000000000000391e+00	1.000929999999999964e+01	9.466469999999999274e+00	1.032105270064269753e+01
2.109300000000000068e+02	4.690000000000000391e+00	1.039739999999999931e+01	9.843410000000000437e+00	1.032263664897119781e+01
2.164799999999999898e+02	4.690000000000000391e+00	1.074070000000000036e+01	1.017740000000000045e+01	1.032144495507046500e+01
2.220399999999999920e+02	4.690000000000000391e+00	1.105049999999999955e+01	1.048499999999999943e+01	1.032580169680026749e+01
2.275900000000000034e+02	4.690000000000000391e+00	1.133779999999999966e+01	1.077350000000000030e+01	1.030700741869973847e+01
2.331500000000000057e+02	4.690000000000000391e+00	1.161030000000000051e+01	1.104889999999999972e+01	1.033994861967105550e+01
2.387100000000000080e+02	4.690000000000000391e+00	1.187149999999999928e+01	1.131390000000000029e+01	1.033123636290456915e+01
2.442599999999999909e+02	4.690000000000000391e+00	1.212899999999999956e+01	1.157039999999999935e+01	1.032942304765686536e+01
2.498199999999999932e+02	4.690000000000000391e+00	1.237909999999999933e+01	1.182089999999999996e+01	1.031903918060061898e+01
2.553700000000000045e+02	4.690000000000000391e+00	1.261790000000000056e+01	1.206579999999999941e+01	9.765349381223275671e+00
2.609300000000000068e+02	4.690000000000000391e+00	1.285679999999999978e+01	1.230690000000000062e+01	9.649001531852857028e+00
2.664800000000000182e+02	4.690000000000000391e+00	1.309190000000000076e+01	1.254420000000000002e+01	9.526566391073437501e+00
2.720400000000000205e+02	4.690000000000000391e+00	1.332699999999999996e+01	1.277909999999999968e+01	9.428552561289663458e+00
2.775899999999999750e+02	4.690000000000000391e+00	1.355840000000000067e+01	1.301140000000000008e+01	9.327547404958831834e+00
2.831499999999999773e+02	4.690000000000000391e+00	1.378979999999999961e+01	1.324230000000000018e+01	9.232752747354735945e+00
1.942599999999999909e+02	4.830000000000000071e+00	8.397000000000000242e+00	8.069330000000000780e+00	1.079914982417125557e+01
1.970399999999999920e+02	4.830000000000000071e+00	9.035199999999999676e+00	8.557389999999999830e+00	1.074268811174138527e+01
1.998199999999999932e+02	4.830000000000000071e+00	9.408400000000000318e+00	8.883620000000000516e+00	1.070653817554518383e+01
2.025900000000000034e+02	4.830000000000000071e+00	9.677099999999999369e+00	9.145500000000000185e+00	1.064436905496717145e+01
2.053700000000000045e+02	4.830000000000000071e+00	9.919700000000000628e+00	9.373300000000000409e+00	1.059299861076681992e+01
2.109300000000000068e+02	4.830000000000000071e+00	1.032649999999999935e+01	9.767780000000000129e+00	1.049280057124074261e+01
2.164799999999999898e+02	4.830000000000000071e+00	1.067730000000000068e+01	1.011280000000000001e+01	1.040719302514810174e+01
2.220399999999999920e+02	4.830000000000000071e+00	1.099080000000000013e+01	1.042820000000000036e+01	1.031527237073215808e+01
2.275900000000000034e+02	4.830000000000000071e+00	1.128560000000000052e+01	1.072259999999999991e+01	1.019930294934652260e+01
2.331500000000000057e+02	4.830000000000000071e+00	1.156179999999999986e+01	1.100259999999999927e+01	1.011243143638131059e+01
2.387100000000000080e+02	4.830000000000000071e+00	1.182670000000000066e+01	1.127139999999999986e+01	1.002473666892543847e+01
2.442599999999999909e+02	4.830000000000000071e+00	1.208419999999999916e+01	1.153100000000000058e+01	9.940013314295310209e+00
2.498199999999999932e+02	4.830000000000000071e+00	1.233799999999999919e+01	1.178420000000000023e+01	9.871639759456837027e+00
2.553700000000000045e+02	4.830000000000000071e+00	1.258060000000000045e+01	1.203139999999999965e+01	9.774955444833423712e+00
2.609300000000000068e+02	4.830000000000000071e+00	1.282319999999999993e+01	1.227459999999999951e+01	9.643734053303482767e+00
2.664800000000000182e+02	4.830000000000000071e+00	1.306199999999999939e+01	1.251370000000000005e+01	9.520935834333805303e+00
2.720400000000000205e+02	4.830000000000000071e+00	1.329720000000000013e+01	1.275029999999999930e+01	9.418586449506443969e+00
2.775899999999999750e+02	4.830000000000000071e+00	1.352849999999999930e+01	1.298399999999999999e+01	9.311929680820142607e+00
2.831499999999999773e+02	4.830000000000000071e+00	1.375990000000000002e+01	1.321620000000000061e+01	9.196918618384479771e+00
1.942599999999999909e+02	5.519999999999999574e+00	6.613100000000000200e+00	6.086529999999999774e+00	1.072738600187361513e+01
1.970399999999999920e+02	5.519999999999999574e+00	7.583400000000000141e+00	7.120949999999999669e+00	1.068011176913262616e+01
1.998199999999999932e+02	5.519999999999999574e+00	8.546300000000000452e+00	8.019299999999999429e+00	1.064265840053317014e+01
2.025900000000000034e+02	5.519999999999999574e+00	9.031499999999999417e+00	8.496309999999999363e+00	1.059041460472128904e+01
2.053700000000000045e+02	5.519999999999999574e+00	9.367300000000000182e+00	8.838260000000000005e+00	1.054524264663221800e+01
2.109300000000000068e+02	5.519999999999999574e+00	9.904799999999999827e+00	9.357089999999999463e+00	1.042821683849475534e+01
2.164799999999999898e+02	5.519999999999999574e+00	1.032649999999999935e+01	9.771689999999999543e+00	1.031618458586934395e+01
2.220399999999999920e+02	5.519999999999999574e+00	1.069219999999999970e+01	1.013330000000000020e+01	1.021196583536127811e+01
2.275900000000000034e+02	5.519999999999999574e+00	1.102059999999999995e+01	1.046110000000000007e+01	1.011507617420247129e+01
2.331500000000000057e+02	5.519999999999999574e+00	1.132290000000000063e+01	1.076689999999999969e+01	1.001767680806116978e+01
2.387100000000000080e+02	5.519999999999999574e+00	1.161030000000000051e+01	1.105630000000000024e+01	9.925203735333884225e+00
2.442599999999999909e+02	5.519999999999999574e+00	1.188649999999999984e+01	1.133280000000000065e+01	9.890244873734229003e+00
2.498199999999999932e+02	5.519999999999999574e+00	1.215140000000000065e+01	1.160019999999999918e+01	9.764672130201880407e+00
2.553700000000000045e+02	5.519999999999999574e+00	1.240889999999999915e+01	1.185960000000000036e+01	9.650742634794205799e+00
2.609300000000000068e+02	5.519999999999999574e+00	1.265900000000000070e+01	1.211340000000000039e+01	9.524789297579705050e+00
2.664800000000000182e+02	5.519999999999999574e+00	1.290530000000000044e+01	1.236190000000000033e+01	9.396076553572028089e+00
2.720400000000000205e+02	5.519999999999999574e+00	1.315160000000000018e+01	1.260679999999999978e+01	9.252918435355411475e+00
2.775899999999999750e+02	5.519999999999999574e+00	1.339419999999999966e+01	1.284789999999999921e+01	9.130025073367278310e+00
2.831499999999999773e+02	5.519999999999999574e+00	1.363299999999999912e+01	1.308689999999999998e+01	9.011475377128219222e+00
1.942599999999999909e+02	6.209999999999999964e+00	6.299599999999999866e+00	5.753400000000000070e+00	1.069573921622109935e+01
1.970399999999999920e+02	6.209999999999999964e+00	6.766099999999999781e+00	6.193260000000000431e+00	1.063052150165246701e+01
1.998199999999999932e+02	6.209999999999999964e+00	7.348300000000000054e+00	6.813220000000000276e+00	1.057569059920358079e+01
2.025900000000000034e+02	6.209999999999999964e+00	8.053699999999999193e+00	7.550309999999999633e+00	1.051241661924859727e+01
2.053700000000000045e+02	6.209999999999999964e+00	8.568699999999999761e+00	8.126429999999999154e+00	1.044171062979849651e+01
2.109300000000000068e+02	6.209999999999999964e+00	9.363599999999999923e+00	8.868949999999999889e+00	1.033708918083354966e+01
2.164799999999999898e+02	6.209999999999999964e+00	9.893599999999999284e+00	9.387859999999999872e+00	1.024386627897010626e+01
2.220399999999999920e+02	6.209999999999999964e+00	1.033019999999999960e+01	9.811749999999999972e+00	1.012858049631458535e+01
2.275900000000000034e+02	6.209999999999999964e+00	1.071829999999999927e+01	1.018169999999999931e+01	1.003216153483984030e+01
2.331500000000000057e+02	6.209999999999999964e+00	1.107290000000000063e+01	1.051859999999999928e+01	9.934794941931389900e+00
2.387100000000000080e+02	6.209999999999999964e+00	1.138260000000000005e+01	1.083189999999999920e+01	9.869842105278705091e+00
2.442599999999999909e+02	6.209999999999999964e+00	1.167370000000000019e+01	1.112770000000000081e+01	9.739040605620481017e+00
2.498199999999999932e+02	6.209999999999999964e+00	1.195739999999999981e+01	1.141109999999999935e+01	9.642365572447022970e+00
2.553700000000000045e+02	6.209999999999999964e+00	1.223349999999999937e+01	1.168399999999999928e+01	9.536093496326715879e+00
2.609300000000000068e+02	6.209999999999999964e+00	1.249479999999999968e+01	1.194929999999999914e+01	9.414937506679567747e+00
2.664800000000000182e+02	6.209999999999999964e+00	1.275600000000000023e+01	1.220780000000000065e+01	9.306652896457681123e+00
2.720400000000000205e+02	6.209999999999999964e+00	1.300980000000000025e+01	1.246160000000000068e+01	9.172975722201542226e+00
2.775899999999999750e+02	6.209999999999999964e+00	1.325980000000000025e+01	1.271059999999999945e+01	9.056060178017656170e+00
2.831499999999999773e+02	6.209999999999999964e+00	1.350609999999999999e+01	1.295669999999999966e+01	8.937858334058130794e+00
1.942599999999999909e+02	6.889999999999999680e+00	6.154099999999999682e+00	5.595379999999999576e+00	1.049030629916843083e+01
1.970399999999999920e+02	6.889999999999999680e+00	6.478799999999999670e+00	5.927489999999999704e+00	1.043894606639517164e+01
1.998199999999999932e+02	6.889999999999999680e+00	6.848200000000000287e+00	6.322169999999999845e+00	1.038642251295801344e+01
2.025900000000000034e+02	6.889999999999999680e+00	7.299800000000000288e+00	6.802620000000000111e+00	1.034230305993501986e+01
2.053700000000000045e+02	6.889999999999999680e+00	7.833499999999999908e+00	7.354420000000000179e+00	1.027631429488376291e+01
2.109300000000000068e+02	6.889999999999999680e+00	8.781399999999999650e+00	8.310660000000000380e+00	1.017131320432741148e+01
2.164799999999999898e+02	6.889999999999999680e+00	9.438299999999999912e+00	8.965909999999999158e+00	1.009043975584168429e+01
2.220399999999999920e+02	6.889999999999999680e+00	9.964499999999999247e+00	9.468310000000000670e+00	9.982537452407740375e+00
2.275900000000000034e+02	6.889999999999999680e+00	1.041230000000000011e+01	9.889099999999999113e+00	9.893738793495847617e+00
2.331500000000000057e+02	6.889999999999999680e+00	1.080039999999999978e+01	1.026200000000000045e+01	9.794419363646152732e+00
2.387100000000000080e+02	6.889999999999999680e+00	1.114750000000000085e+01	1.060249999999999915e+01	9.695099933796457847e+00
2.442599999999999909e+02	6.889999999999999680e+00	1.146850000000000058e+01	1.091960000000000086e+01	9.569781100699596976e+00
2.498199999999999932e+02	6.889999999999999680e+00	1.176699999999999946e+01	1.122029999999999994e+01	9.468689645905353558e+00
2.553700000000000045e+02	6.889999999999999680e+00	1.205439999999999934e+01	1.150750000000000028e+01	9.346589767824784900e+00
2.609300000000000068e+02	6.889999999999999680e+00	1.233060000000000045e+01	1.178519999999999968e+01	9.250293572847059664e+00
2.664800000000000182e+02	6.889999999999999680e+00	1.259929999999999950e+01	1.205419999999999980e+01	9.146998318607348466e+00
2.720400000000000205e+02	6.889999999999999680e+00	1.286420000000000030e+01	1.231719999999999970e+01	9.011180380794883149e+00
2.775899999999999750e+02	6.889999999999999680e+00	1.312170000000000059e+01	1.257450000000000045e+01	8.883382908366609598e+00
2.831499999999999773e+02	6.889999999999999680e+00	1.337550000000000061e+01	1.282779999999999987e+01	8.758825730061072790e+00
1.942599999999999909e+02	8.269999999999999574e+00	5.993599999999999817e+00	5.414670000000000094e+00	1.020453745392200240e+01
1.970399999999999920e+02	8.269999999999999574e+00	6.247399999999999842e+00	5.672640000000000349e+00	1.015870111519531171e+01
1.998199999999999932e+02	8.269999999999999574e+00	6.523600000000000065e+00	5.950689999999999813e+00	1.010490774462200747e+01
2.025900000000000034e+02	8.269999999999999574e+00	6.825800000000000090e+00	6.252559999999999896e+00	1.003945749753549066e+01
2.053700000000000045e+02	8.269999999999999574e+00	7.150500000000000078e+00	6.584769999999999790e+00	9.970141957260155507e+00
2.109300000000000068e+02	8.269999999999999574e+00	7.885699999999999932e+00	7.329649999999999999e+00	9.850011423377463160e+00
2.164799999999999898e+02	8.269999999999999574e+00	8.639599999999999724e+00	8.082019999999999982e+00	9.709303297292485979e+00
2.220399999999999920e+02	8.269999999999999574e+00	9.288999999999999702e+00	8.727289999999999992e+00	9.598117658201481106e+00
2.275900000000000034e+02	8.269999999999999574e+00	9.818899999999999295e+00	9.259999999999999787e+00	9.529420147896285442e+00
2.331500000000000057e+02	8.269999999999999574e+00	1.027420000000000044e+01	9.715519999999999712e+00	9.429073802432165863e+00
2.387100000000000080e+02	8.269999999999999574e+00	1.067730000000000068e+01	1.011829999999999963e+01	9.333279021580842993e+00
2.442599999999999909e+02	8.269999999999999574e+00	1.104299999999999926e+01	1.048390000000000022e+01	9.212647420369359352e+00
2.498199999999999932e+02	8.269999999999999574e+00	1.138260000000000005e+01	1.082349999999999923e+01	9.120806590600638586e+00
2.553700000000000045e+02	8.269999999999999574e+00	1.170359999999999978e+01	1.114279999999999937e+01	9.006676192710255435e+00
2.609300000000000068e+02	8.269999999999999574e+00	1.200210000000000043e+01	1.144730000000000025e+01	8.892286229561433331e+00
2.664800000000000182e+02	8.269999999999999574e+00	1.229320000000000057e+01	1.173939999999999984e+01	8.784755155924655057e+00
2.720400000000000205e+02	8.269999999999999574e+00	1.257690000000000019e+01	1.202229999999999954e+01	8.684936576781407069e+00
2.775899999999999750e+02	8.269999999999999574e+00	1.285299999999999976e+01	1.229700000000000060e+01	8.574644564463207885e+00
2.831499999999999773e+02	8.269999999999999574e+00	1.312170000000000059e+01	1.256589999999999918e+01	8.477333308184229921e+00
1.942599999999999909e+02	1.033999999999999986e+01	5.900299999999999656e+00	5.272079999999999878e+00	9.671499324326948255e+00
1.970399999999999920e+02	1.033999999999999986e+01	6.113000000000000433e+00	5.489410000000000345e+00	9.617300158722276393e+00
1.998199999999999932e+02	1.033999999999999986e+01	6.340700000000000003e+00	5.714769999999999683e+00	9.554385529581779224e+00
2.025900000000000034e+02	1.033999999999999986e+01	6.572099999999999831e+00	5.948339999999999961e+00	9.489580244268150722e+00
2.053700000000000045e+02	1.033999999999999986e+01	6.814700000000000202e+00	6.192800000000000082e+00	9.293982781201471255e+00
2.109300000000000068e+02	1.033999999999999986e+01	7.340900000000000425e+00	6.714570000000000149e+00	9.210979386867158780e+00
2.164799999999999898e+02	1.033999999999999986e+01	7.900699999999999612e+00	7.274980000000000224e+00	9.095156624871293616e+00
2.220399999999999920e+02	1.033999999999999986e+01	8.479100000000000747e+00	7.853399999999999714e+00	8.998031500097059876e+00
2.275900000000000034e+02	1.033999999999999986e+01	9.038899999999999935e+00	8.414020000000000721e+00	8.887464087910771582e+00
2.331500000000000057e+02	1.033999999999999986e+01	9.557700000000000529e+00	8.934649999999999537e+00	8.795950096356843773e+00
