# Temperature (K)	Pressure (MPa)	Experimental(kJ/mol)	NIST(kJ/mol)	Model(kJ/mol)
1.220400000000000063e+02	2.069999999999999840e+00	1.212900000000000089e+00	6.278860000000000552e-01	1.211648700687760094e+00
1.275900000000000034e+02	2.069999999999999840e+00	1.530100000000000016e+00	9.451709999999999834e-01	1.529057511736866548e+00
1.331500000000000057e+02	2.069999999999999840e+00	1.854800000000000004e+00	1.268289999999999917e+00	1.851224307006540615e+00
1.387100000000000080e+02	2.069999999999999840e+00	2.186999999999999833e+00	1.597869999999999902e+00	2.188239822689112213e+00
1.442599999999999909e+02	2.069999999999999840e+00	2.522800000000000153e+00	1.934919999999999973e+00	2.532295443113712352e+00
1.498199999999999932e+02	2.069999999999999840e+00	2.873600000000000154e+00	2.282970000000000166e+00	2.878107322757005093e+00
1.553700000000000045e+02	2.069999999999999840e+00	3.231899999999999995e+00	2.644239999999999924e+00	3.230870046599342960e+00
1.609300000000000068e+02	2.069999999999999840e+00	3.616299999999999848e+00	3.025700000000000056e+00	3.619077097955980094e+00
1.664799999999999898e+02	2.069999999999999840e+00	4.026799999999999713e+00	3.436409999999999965e+00	4.013174625726146694e+00
9.981999999999999318e+01	2.410000000000000142e+00	3.700000000000000164e-03	-5.960680000000000422e-01	3.769805552731882170e-03
1.053700000000000045e+02	2.410000000000000142e+00	3.023000000000000131e-01	-2.930209999999999759e-01	3.020800079595339915e-01
1.109300000000000068e+02	2.410000000000000142e+00	6.008999999999999897e-01	1.326970000000000059e-02	6.037794722207848741e-01
1.164800000000000040e+02	2.410000000000000142e+00	9.069000000000000394e-01	3.221249999999999947e-01	9.050313611030601502e-01
1.220400000000000063e+02	2.410000000000000142e+00	1.216599999999999904e+00	6.351670000000000371e-01	1.216096273886840828e+00
1.275900000000000034e+02	2.410000000000000142e+00	1.533900000000000041e+00	9.519159999999999844e-01	1.534100149743532038e+00
1.331500000000000057e+02	2.410000000000000142e+00	1.854800000000000004e+00	1.274359999999999937e+00	1.854422536068768501e+00
1.387100000000000080e+02	2.410000000000000142e+00	2.183199999999999807e+00	1.603059999999999929e+00	2.185227310713712789e+00
1.442599999999999909e+02	2.410000000000000142e+00	2.519099999999999895e+00	1.938960000000000017e+00	2.527572723590206571e+00
1.498199999999999932e+02	2.410000000000000142e+00	2.869899999999999896e+00	2.285429999999999851e+00	2.862304461414829415e+00
1.553700000000000045e+02	2.410000000000000142e+00	3.224499999999999922e+00	2.644439999999999902e+00	3.227825248620391996e+00
1.609300000000000068e+02	2.410000000000000142e+00	3.608900000000000219e+00	3.022440000000000015e+00	3.600962009885895210e+00
1.664799999999999898e+02	2.410000000000000142e+00	4.004400000000000404e+00	3.427200000000000024e+00	4.020775279502587729e+00
9.981999999999999318e+01	2.759999999999999787e+00	3.700000000000000164e-03	-5.872209999999999930e-01	3.117982147167892935e-03
1.053700000000000045e+02	2.759999999999999787e+00	3.023000000000000131e-01	-2.844140000000000001e-01	3.024677482745121160e-01
1.109300000000000068e+02	2.759999999999999787e+00	6.008999999999999897e-01	2.158540000000000111e-02	6.003197397011318381e-01
1.164800000000000040e+02	2.759999999999999787e+00	9.069000000000000394e-01	3.300870000000000193e-01	9.037961087024433127e-01
1.220400000000000063e+02	2.759999999999999787e+00	1.216599999999999904e+00	6.426929999999999588e-01	1.216838702630621993e+00
1.275900000000000034e+02	2.759999999999999787e+00	1.533900000000000041e+00	9.589020000000000321e-01	1.535259410904306954e+00
1.331500000000000057e+02	2.759999999999999787e+00	1.854800000000000004e+00	1.280669999999999975e+00	1.854641411795658446e+00
1.387100000000000080e+02	2.759999999999999787e+00	2.183199999999999807e+00	1.608489999999999975e+00	2.183458401095906609e+00
1.442599999999999909e+02	2.759999999999999787e+00	2.519099999999999895e+00	1.943240000000000078e+00	2.515931641940703845e+00
1.498199999999999932e+02	2.759999999999999787e+00	2.866200000000000081e+00	2.288149999999999906e+00	2.865076089042585039e+00
1.553700000000000045e+02	2.759999999999999787e+00	3.213299999999999823e+00	2.644960000000000200e+00	3.212376221468012272e+00
1.609300000000000068e+02	2.759999999999999787e+00	3.597700000000000120e+00	3.019629999999999814e+00	3.602470818619614601e+00
1.664799999999999898e+02	2.759999999999999787e+00	3.993300000000000072e+00	3.418849999999999945e+00	3.990618533196102824e+00
1.720399999999999920e+02	2.759999999999999787e+00	4.448599999999999888e+00	3.860549999999999926e+00	4.422850294804279159e+00
9.981999999999999318e+01	3.100000000000000089e+00	3.700000000000000164e-03	-5.786179999999999657e-01	2.201092853865905478e-03
1.053700000000000045e+02	3.100000000000000089e+00	3.023000000000000131e-01	-2.760409999999999808e-01	3.023349991582168772e-01
1.109300000000000068e+02	3.100000000000000089e+00	6.008999999999999897e-01	2.967950000000000102e-02	6.005552086324764671e-01
1.164800000000000040e+02	3.100000000000000089e+00	9.069000000000000394e-01	3.378430000000000044e-01	9.082806817429381896e-01
1.220400000000000063e+02	3.100000000000000089e+00	1.216599999999999904e+00	6.500340000000000007e-01	1.217430446869169236e+00
1.275900000000000034e+02	3.100000000000000089e+00	1.533900000000000041e+00	9.657289999999999486e-01	1.532433578968369625e+00
1.331500000000000057e+02	3.100000000000000089e+00	1.854800000000000004e+00	1.286850000000000049e+00	1.855121217527856636e+00
1.387100000000000080e+02	3.100000000000000089e+00	2.183199999999999807e+00	1.613850000000000007e+00	2.179644307706098072e+00
1.442599999999999909e+02	3.100000000000000089e+00	2.519099999999999895e+00	1.947519999999999918e+00	2.514245728243909461e+00
1.498199999999999932e+02	3.100000000000000089e+00	2.866200000000000081e+00	2.290970000000000173e+00	2.868276275661641783e+00
1.553700000000000045e+02	3.100000000000000089e+00	3.213299999999999823e+00	2.645750000000000046e+00	3.208725716635951741e+00
1.609300000000000068e+02	3.100000000000000089e+00	3.590199999999999836e+00	3.017389999999999795e+00	3.466695734211769242e+00
1.664799999999999898e+02	3.100000000000000089e+00	3.985799999999999788e+00	3.411709999999999798e+00	3.997129104415707790e+00
1.720399999999999920e+02	3.100000000000000089e+00	4.415000000000000036e+00	3.844079999999999941e+00	4.435510835938161200e+00
1.775900000000000034e+02	3.100000000000000089e+00	4.918800000000000061e+00	4.348790000000000155e+00	5.003667697445498774e+00
9.981999999999999318e+01	3.450000000000000178e+00	7.499999999999999722e-03	-5.697529999999999539e-01	7.440862945719706016e-03
1.053700000000000045e+02	3.450000000000000178e+00	3.059999999999999942e-01	-2.674099999999999810e-01	3.050126283694523655e-01
1.109300000000000068e+02	3.450000000000000178e+00	6.046000000000000263e-01	3.802799999999999930e-02	6.066820257345553191e-01
1.164800000000000040e+02	3.450000000000000178e+00	9.105999999999999650e-01	3.458490000000000175e-01	9.095442551424770539e-01
1.220400000000000063e+02	3.450000000000000178e+00	1.220399999999999929e+00	6.576199999999999823e-01	1.220937886828614483e+00
1.275900000000000034e+02	3.450000000000000178e+00	1.537600000000000078e+00	9.727970000000000228e-01	1.534059688374277641e+00
1.331500000000000057e+02	3.450000000000000178e+00	1.858500000000000041e+00	1.293260000000000076e+00	1.861984398206343760e+00
1.387100000000000080e+02	3.450000000000000178e+00	2.179499999999999993e+00	1.619439999999999991e+00	2.184724727309022008e+00
1.442599999999999909e+02	3.450000000000000178e+00	2.515400000000000080e+00	1.952029999999999932e+00	2.519582683303887904e+00
1.498199999999999932e+02	3.450000000000000178e+00	2.854999999999999982e+00	2.294049999999999923e+00	2.849540447175213487e+00
1.553700000000000045e+02	3.450000000000000178e+00	3.198300000000000143e+00	2.646830000000000016e+00	3.206503941964270243e+00
1.609300000000000068e+02	3.450000000000000178e+00	3.575299999999999923e+00	3.015550000000000175e+00	3.509704652707744454e+00
1.664799999999999898e+02	3.450000000000000178e+00	3.970899999999999874e+00	3.405250000000000110e+00	3.949880516094610439e+00
1.720399999999999920e+02	3.450000000000000178e+00	4.392599999999999838e+00	3.829209999999999781e+00	4.363087750609095039e+00
1.775900000000000034e+02	3.450000000000000178e+00	4.877699999999999925e+00	4.313710000000000377e+00	4.861679043600645400e+00
9.981999999999999318e+01	3.790000000000000036e+00	1.119999999999999989e-02	-5.611329999999999929e-01	1.091580011557020252e-02
1.053700000000000045e+02	3.790000000000000036e+00	3.098000000000000198e-01	-2.590140000000000220e-01	3.095661471088234085e-01
1.109300000000000068e+02	3.790000000000000036e+00	6.082999999999999519e-01	4.615339999999999721e-02	6.173811504673645256e-01
1.164800000000000040e+02	3.790000000000000036e+00	9.143000000000000016e-01	3.536469999999999891e-01	9.131016885904704727e-01
1.220400000000000063e+02	3.790000000000000036e+00	1.224099999999999966e+00	6.650169999999999693e-01	1.224593608063829109e+00
1.275900000000000034e+02	3.790000000000000036e+00	1.537600000000000078e+00	9.797019999999999618e-01	1.537181084498742578e+00
1.331500000000000057e+02	3.790000000000000036e+00	1.858500000000000041e+00	1.299549999999999983e+00	1.855230684270502195e+00
1.387100000000000080e+02	3.790000000000000036e+00	2.179499999999999993e+00	1.624949999999999894e+00	2.181220831308633645e+00
1.442599999999999909e+02	3.790000000000000036e+00	2.511600000000000055e+00	1.956530000000000102e+00	2.515646085622738948e+00
1.498199999999999932e+02	3.790000000000000036e+00	2.847500000000000142e+00	2.297200000000000131e+00	2.849417769064306327e+00
1.553700000000000045e+02	3.790000000000000036e+00	3.194599999999999884e+00	2.648140000000000160e+00	3.193478287890126666e+00
1.609300000000000068e+02	3.790000000000000036e+00	3.564099999999999824e+00	3.014180000000000081e+00	3.566209881461278819e+00
1.664799999999999898e+02	3.790000000000000036e+00	3.955900000000000194e+00	3.399739999999999984e+00	3.949610231268552596e+00
1.720399999999999920e+02	3.790000000000000036e+00	4.373899999999999899e+00	3.816469999999999807e+00	4.367038452804151483e+00
1.775900000000000034e+02	3.790000000000000036e+00	4.847900000000000098e+00	4.285180000000000433e+00	4.832203004714502370e+00
1.831500000000000057e+02	3.790000000000000036e+00	5.437500000000000000e+00	4.882430000000000270e+00	5.400401345200408265e+00
9.981999999999999318e+01	4.139999999999999680e+00	1.490000000000000005e-02	-5.522510000000000474e-01	1.931138477144108551e-02
1.053700000000000045e+02	4.139999999999999680e+00	3.135000000000000009e-01	-2.503589999999999982e-01	3.140130050671728346e-01
1.109300000000000068e+02	4.139999999999999680e+00	6.119999999999999885e-01	5.453340000000000271e-02	6.062177963394594915e-01
1.164800000000000040e+02	4.139999999999999680e+00	9.181000000000000272e-01	3.616949999999999887e-01	9.192185601779255810e-01
1.220400000000000063e+02	4.139999999999999680e+00	1.227800000000000002e+00	6.726609999999999534e-01	1.228233799358960932e+00
1.275900000000000034e+02	4.139999999999999680e+00	1.541299999999999892e+00	9.868489999999999762e-01	1.553516638886640822e+00
1.331500000000000057e+02	4.139999999999999680e+00	1.858500000000000041e+00	1.306079999999999908e+00	1.852754112711162859e+00
1.387100000000000080e+02	4.139999999999999680e+00	2.179499999999999993e+00	1.630689999999999973e+00	2.179385291932808499e+00
1.442599999999999909e+02	4.139999999999999680e+00	2.511600000000000055e+00	1.961270000000000069e+00	2.505962677139001116e+00
1.498199999999999932e+02	4.139999999999999680e+00	2.843799999999999883e+00	2.300600000000000200e+00	2.843748173015354208e+00
1.553700000000000045e+02	4.139999999999999680e+00	3.190900000000000070e+00	2.649729999999999919e+00	3.191129724362383513e+00
1.609300000000000068e+02	4.139999999999999680e+00	3.556599999999999984e+00	3.013170000000000126e+00	3.552157784371092752e+00
1.664799999999999898e+02	4.139999999999999680e+00	3.944700000000000095e+00	3.394789999999999974e+00	3.943607525884393894e+00
1.720399999999999920e+02	4.139999999999999680e+00	4.351499999999999702e+00	3.804860000000000131e+00	4.343909365703410685e+00
1.775900000000000034e+02	4.139999999999999680e+00	4.814300000000000246e+00	4.260069999999999801e+00	4.843750888542414756e+00
1.831500000000000057e+02	4.139999999999999680e+00	5.366600000000000037e+00	4.813410000000000188e+00	5.364225575503906995e+00
1.859300000000000068e+02	4.139999999999999680e+00	5.751000000000000334e+00	5.191939999999999777e+00	5.718352508772456488e+00
9.981999999999999318e+01	4.309999999999999609e+00	1.490000000000000005e-02	-5.479330000000000034e-01	1.543232726141719954e-02
1.053700000000000045e+02	4.309999999999999609e+00	3.135000000000000009e-01	-2.461520000000000097e-01	3.158382699133794325e-01
1.109300000000000068e+02	4.309999999999999609e+00	6.119999999999999885e-01	5.860939999999999900e-02	6.091856212757157385e-01
1.164800000000000040e+02	4.309999999999999609e+00	9.181000000000000272e-01	3.656119999999999925e-01	9.245197543035390542e-01
1.220400000000000063e+02	4.309999999999999609e+00	1.227800000000000002e+00	6.763839999999999852e-01	1.227318014115030609e+00
1.275900000000000034e+02	4.309999999999999609e+00	1.541299999999999892e+00	9.903340000000000476e-01	1.549454189310780050e+00
1.331500000000000057e+02	4.309999999999999609e+00	1.858500000000000041e+00	1.309269999999999934e+00	1.857539426665651972e+00
1.387100000000000080e+02	4.309999999999999609e+00	2.179499999999999993e+00	1.633510000000000018e+00	2.184059711169941576e+00
1.442599999999999909e+02	4.309999999999999609e+00	2.511600000000000055e+00	1.963600000000000012e+00	2.507602733028161612e+00
1.498199999999999932e+02	4.309999999999999609e+00	2.843799999999999883e+00	2.302309999999999857e+00	2.842526957655366449e+00
1.553700000000000045e+02	4.309999999999999609e+00	3.190900000000000070e+00	2.650580000000000158e+00	3.191197513520350526e+00
1.609300000000000068e+02	4.309999999999999609e+00	3.552900000000000169e+00	3.012820000000000054e+00	3.543027654810967153e+00
1.664799999999999898e+02	4.309999999999999609e+00	3.937300000000000022e+00	3.392619999999999969e+00	3.937278319661784654e+00
1.720399999999999920e+02	4.309999999999999609e+00	4.340300000000000047e+00	3.799710000000000143e+00	4.341136613849861270e+00
1.775900000000000034e+02	4.309999999999999609e+00	4.803099999999999703e+00	4.249139999999999695e+00	4.816592679986865022e+00
1.831500000000000057e+02	4.309999999999999609e+00	5.340499999999999581e+00	4.786380000000000301e+00	5.316125351913334462e+00
1.859300000000000068e+02	4.309999999999999609e+00	5.695000000000000284e+00	5.135530000000000150e+00	5.713154958438012798e+00
9.981999999999999318e+01	4.690000000000000391e+00	2.239999999999999977e-02	-5.382749999999999480e-01	2.790804551587902638e-02
1.053700000000000045e+02	4.690000000000000391e+00	3.210000000000000075e-01	-2.367360000000000020e-01	3.224808808030424911e-01
1.109300000000000068e+02	4.690000000000000391e+00	6.195000000000000506e-01	6.773350000000000204e-02	6.159516862024495554e-01
1.164800000000000040e+02	4.690000000000000391e+00	9.254999999999999893e-01	3.743839999999999946e-01	9.247411710956215947e-01
1.220400000000000063e+02	4.690000000000000391e+00	1.235300000000000065e+00	6.847290000000000321e-01	1.236241780657665768e+00
1.275900000000000034e+02	4.690000000000000391e+00	1.545099999999999918e+00	9.981550000000000145e-01	1.544727994462839815e+00
1.331500000000000057e+02	4.690000000000000391e+00	1.858500000000000041e+00	1.316440000000000055e+00	1.859514047750125965e+00
1.387100000000000080e+02	4.690000000000000391e+00	2.179499999999999993e+00	1.639860000000000095e+00	2.176824852595223181e+00
1.442599999999999909e+02	4.690000000000000391e+00	2.511600000000000055e+00	1.968920000000000003e+00	2.511212526453475924e+00
1.498199999999999932e+02	4.690000000000000391e+00	2.843799999999999883e+00	2.306259999999999977e+00	2.817821146476889194e+00
1.553700000000000045e+02	4.690000000000000391e+00	3.187100000000000044e+00	2.652680000000000149e+00	3.192703969567947109e+00
1.609300000000000068e+02	4.690000000000000391e+00	3.541700000000000070e+00	3.012340000000000018e+00	3.541450952845686118e+00
1.664799999999999898e+02	4.690000000000000391e+00	3.918600000000000083e+00	3.388320000000000221e+00	3.922138195035640873e+00
1.720399999999999920e+02	4.690000000000000391e+00	4.321699999999999875e+00	3.789219999999999811e+00	4.318319403346230878e+00
1.775900000000000034e+02	4.690000000000000391e+00	4.773200000000000109e+00	4.227199999999999847e+00	4.763229596831759061e+00
1.831500000000000057e+02	4.690000000000000391e+00	5.280800000000000161e+00	4.735850000000000115e+00	5.267195273444039927e+00
1.859300000000000068e+02	4.690000000000000391e+00	5.575599999999999667e+00	5.044200000000000017e+00	5.647775402588742999e+00
1.887100000000000080e+02	4.690000000000000391e+00	5.978699999999999903e+00	5.445579999999999643e+00	5.936410170949177889e+00
1.905900000000000034e+02	4.690000000000000391e+00	6.441399999999999793e+00	5.926099999999999923e+00	6.317843241570468393e+00
9.981999999999999318e+01	4.830000000000000071e+00	2.610000000000000167e-02	-5.347150000000000514e-01	1.507278769036873682e-02
1.053700000000000045e+02	4.830000000000000071e+00	3.246999999999999886e-01	-2.332639999999999991e-01	3.257654373850258911e-01
1.109300000000000068e+02	4.830000000000000071e+00	6.231999999999999762e-01	7.109949999999999604e-02	6.172835038248080108e-01
1.164800000000000040e+02	4.830000000000000071e+00	9.293000000000000149e-01	3.776229999999999865e-01	9.295963427892935949e-01
1.220400000000000063e+02	4.830000000000000071e+00	1.239000000000000101e+00	6.878109999999999502e-01	1.239472728674160029e+00
1.275900000000000034e+02	4.830000000000000071e+00	1.548799999999999955e+00	1.001049999999999995e+00	1.547127912187197696e+00
1.331500000000000057e+02	4.830000000000000071e+00	1.862300000000000066e+00	1.319099999999999939e+00	1.860247991512135934e+00
1.387100000000000080e+02	4.830000000000000071e+00	2.183199999999999807e+00	1.642220000000000013e+00	2.177144469479345368e+00
1.442599999999999909e+02	4.830000000000000071e+00	2.511600000000000055e+00	1.970900000000000096e+00	2.511157756476513292e+00
1.498199999999999932e+02	4.830000000000000071e+00	2.843799999999999883e+00	2.307749999999999968e+00	2.855598120974636611e+00
1.553700000000000045e+02	4.830000000000000071e+00	3.187100000000000044e+00	2.653519999999999879e+00	3.172823257321001122e+00
1.609300000000000068e+02	4.830000000000000071e+00	3.541700000000000070e+00	3.012270000000000003e+00	3.539547737363160085e+00
1.664799999999999898e+02	4.830000000000000071e+00	3.918600000000000083e+00	3.386909999999999865e+00	3.917039764994355355e+00
1.720399999999999920e+02	4.830000000000000071e+00	4.314199999999999591e+00	3.785690000000000222e+00	4.324623095040903920e+00
1.775900000000000034e+02	4.830000000000000071e+00	4.754599999999999937e+00	4.219879999999999853e+00	4.768403341130901474e+00
1.831500000000000057e+02	4.830000000000000071e+00	5.258399999999999963e+00	4.719859999999999722e+00	5.257669141843187788e+00
1.859300000000000068e+02	4.830000000000000071e+00	5.549500000000000099e+00	5.017780000000000129e+00	5.599130483479257236e+00
1.887100000000000080e+02	4.830000000000000071e+00	5.915199999999999569e+00	5.389619999999999855e+00	5.927401076483246989e+00
1.905900000000000034e+02	4.830000000000000071e+00	6.254800000000000360e+00	5.757310000000000372e+00	6.381615473968249574e+00
9.981999999999999318e+01	5.519999999999999574e+00	4.109999999999999765e-02	-5.171459999999999946e-01	-5.715025748361717527e-03
1.053700000000000045e+02	5.519999999999999574e+00	3.396000000000000130e-01	-2.161240000000000105e-01	3.443257275118145611e-01
1.109300000000000068e+02	5.519999999999999574e+00	6.381999999999999895e-01	8.772399999999999642e-02	6.272853918219281066e-01
1.164800000000000040e+02	5.519999999999999574e+00	9.405000000000000027e-01	3.936279999999999779e-01	9.434250796553336205e-01
1.220400000000000063e+02	5.519999999999999574e+00	1.246499999999999941e+00	7.030669999999999975e-01	1.251046281925560111e+00
1.275900000000000034e+02	5.519999999999999574e+00	1.556200000000000028e+00	1.015390000000000015e+00	1.555546838483947925e+00
1.331500000000000057e+02	5.519999999999999574e+00	1.866000000000000103e+00	1.332310000000000105e+00	1.862175767077741018e+00
1.387100000000000080e+02	5.519999999999999574e+00	2.186999999999999833e+00	1.654020000000000046e+00	2.189657376620943285e+00
1.442599999999999909e+02	5.519999999999999574e+00	2.511600000000000055e+00	1.980909999999999949e+00	2.528227611357626525e+00
1.498199999999999932e+02	5.519999999999999574e+00	2.843799999999999883e+00	2.315440000000000165e+00	2.848961648913322264e+00
1.553700000000000045e+02	5.519999999999999574e+00	3.187100000000000044e+00	2.658139999999999947e+00	3.187845408666031943e+00
1.609300000000000068e+02	5.519999999999999574e+00	3.541700000000000070e+00	3.012640000000000207e+00	3.537125142922338927e+00
1.664799999999999898e+02	5.519999999999999574e+00	3.911099999999999799e+00	3.381180000000000074e+00	3.916642869085627865e+00
1.720399999999999920e+02	5.519999999999999574e+00	4.299299999999999677e+00	3.770550000000000068e+00	4.311029717811026174e+00
1.775900000000000034e+02	5.519999999999999574e+00	4.721000000000000085e+00	4.188640000000000363e+00	4.689093520814851423e+00
