# Temperature (K)	Pressure (MPa)	Experimental(J/mol*K)	NIST(J/mol*K)	Model(J/mol*K)
1.704000000000000057e+02	6.540000000000000036e+00	3.044000000000000128e+01	3.026060000000000016e+01	3.076577426080997668e+01
1.721899999999999977e+02	7.690000000000000391e+00	3.048999999999999844e+01	3.021199999999999974e+01	3.038226555093597980e+01
1.749000000000000057e+02	9.419999999999999929e+00	3.039999999999999858e+01	3.014709999999999823e+01	3.037420069799480160e+01
1.785099999999999909e+02	1.172000000000000064e+01	2.035000000000000142e+01	3.007430000000000092e+01	3.038684567778354761e+01
1.820900000000000034e+02	1.399000000000000021e+01	2.028000000000000114e+01	3.001480000000000103e+01	2.956791128523165924e+01
1.466100000000000136e+02	6.849999999999999645e+00	3.119999999999999929e+01	3.111159999999999926e+01	3.162603603035310229e+01
1.483600000000000136e+02	8.539999999999999147e+00	3.128000000000000114e+01	3.109149999999999991e+01	3.146681385586090940e+01
1.500900000000000034e+02	1.019999999999999929e+01	3.128999999999999915e+01	3.107239999999999824e+01	3.138637951020656303e+01
1.526899999999999977e+02	1.267999999999999972e+01	3.125000000000000000e+01	3.104520000000000124e+01	3.136530575572573554e+01
1.561699999999999875e+02	1.596000000000000085e+01	3.119999999999999929e+01	3.101079999999999970e+01	3.117180104588767264e+01
1.600600000000000023e+02	1.957999999999999829e+01	3.117999999999999972e+01	3.097520000000000095e+01	3.116696597362876275e+01
1.643499999999999943e+02	2.351999999999999957e+01	3.110999999999999943e+01	3.093939999999999912e+01	3.100430756917917563e+01
1.879499999999999886e+02	5.110000000000000320e+00	3.203999999999999915e+01	3.166120000000000090e+01	3.146274933540314578e+01
1.886699999999999875e+02	5.349999999999999645e+00	3.198999999999999844e+01	3.154500000000000171e+01	3.146222239671005028e+01
1.875900000000000034e+02	4.929999999999999716e+00	3.220000000000000284e+01	3.181749999999999901e+01	3.141599973961224634e+01
1.895900000000000034e+02	5.589999999999999858e+00	3.182999999999999829e+01	3.148610000000000042e+01	3.148254846510788241e+01
1.847599999999999909e+02	4.540000000000000036e+00	3.171999999999999886e+01	3.146450000000000102e+01	3.098735880061657966e+01
1.878300000000000125e+02	5.669999999999999929e+00	3.135999999999999943e+01	3.104949999999999832e+01	3.152231771998425103e+01
1.900999999999999943e+02	6.509999999999999787e+00	3.114999999999999858e+01	3.080229999999999890e+01	3.064064482887481233e+01
1.873199999999999932e+02	5.849999999999999645e+00	3.121999999999999886e+01	3.085610000000000142e+01	3.149818105785011824e+01
1.785800000000000125e+02	3.799999999999999822e+00	3.128000000000000114e+01	3.087130000000000152e+01	3.007733458249812841e+01
1.816500000000000057e+02	5.179999999999999716e+00	3.098999999999999844e+01	3.059880000000000067e+01	3.022155499627278985e+01
1.862199999999999989e+02	7.250000000000000000e+00	3.060000000000000142e+01	3.028669999999999973e+01	3.031769592564842952e+01
1.725999999999999943e+02	4.030000000000000249e+00	3.064000000000000057e+01	3.042670000000000030e+01	3.102849708171457621e+01
1.785500000000000114e+02	7.339999999999999858e+00	3.058999999999999986e+01	3.015980000000000061e+01	2.932462849673474281e+01
1.816100000000000136e+02	9.039999999999999147e+00	3.030999999999999872e+01	3.005640000000000001e+01	2.918064961704962812e+01
1.846399999999999864e+02	1.072000000000000064e+01	3.026000000000000156e+01	2.997100000000000009e+01	2.920907748538499149e+01
1.876299999999999955e+02	1.236999999999999922e+01	3.008999999999999986e+01	2.990040000000000120e+01	2.891406869389868461e+01
1.906800000000000068e+02	1.406000000000000050e+01	3.007999999999999829e+01	2.983999999999999986e+01	2.877704835618085255e+01
1.611399999999999864e+02	3.939999999999999947e+00	3.053999999999999915e+01	3.047169999999999845e+01	3.113135124918650121e+01
1.651899999999999977e+02	6.849999999999999645e+00	3.057000000000000028e+01	3.037389999999999901e+01	3.084316487008362628e+01
1.668300000000000125e+02	8.019999999999999574e+00	3.051000000000000156e+01	3.033980000000000032e+01	3.062516270923522654e+01
1.719199999999999875e+02	1.164000000000000057e+01	3.050000000000000000e+01	3.025029999999999930e+01	2.977227766007142407e+01
1.724900000000000091e+02	1.203999999999999915e+01	3.033999999999999986e+01	3.024149999999999849e+01	2.978391591940467364e+01
