# Temperature (K)	Pressure (MPa)	Experimental(kJ/mol)	NIST(kJ/mol)	Model(kJ/mol)
1.300000000000000000e+02	5.000000000000000000e+00	5.667999999999999705e-01	1.141750000000000043e+00	1.548431500000000405e+00
1.400000000000000000e+02	5.000000000000000000e+00	1.150500000000000078e+00	1.720809999999999951e+00	2.182174477972759874e+00
1.500000000000000000e+02	5.000000000000000000e+00	1.758099999999999996e+00	2.320629999999999971e+00	1.414349769642852195e+00
1.600000000000000000e+02	5.000000000000000000e+00	2.397699999999999942e+00	2.951430000000000220e+00	2.236902028084417626e+00
1.700000000000000000e+02	5.000000000000000000e+00	3.089799999999999880e+00	3.633010000000000073e+00	3.050169716666665476e+00
1.800000000000000000e+02	5.000000000000000000e+00	3.888399999999999856e+00	4.414220000000000255e+00	4.757392999999987993e+00
1.850000000000000000e+02	5.000000000000000000e+00	4.368999999999999773e+00	4.888440000000000119e+00	5.455406749999997196e+00
1.900000000000000000e+02	5.000000000000000000e+00	5.034799999999999720e+00	5.535330000000000084e+00	6.212258500000001682e+00
1.500000000000000000e+02	3.200000000000000178e+00	6.100999999999999757e-01	2.303119999999999834e+00	2.150772077380957992e+00
1.600000000000000000e+02	3.200000000000000178e+00	1.269400000000000084e+00	2.953440000000000065e+00	2.843016262637354963e+00
1.700000000000000000e+02	3.200000000000000178e+00	1.997500000000000053e+00	3.676349999999999785e+00	3.500195499999999349e+00
1.750000000000000000e+02	3.200000000000000178e+00	2.435400000000000009e+00	4.092810000000000059e+00	4.897104500000004634e+00
9.981999999999999318e+01	3.400000000000000244e-01	0.000000000000000000e+00	-6.481959999999999944e-01	1.850000000000000245e-05
1.053700000000000045e+02	3.400000000000000244e-01	2.985999999999999766e-01	-3.436589999999999923e-01	2.986185000000003975e-01
1.109300000000000068e+02	3.400000000000000244e-01	6.008999999999999897e-01	-3.555090000000000333e-02	6.001391555555545265e-01
1.164800000000000040e+02	3.400000000000000244e-01	9.069000000000000394e-01	2.755270000000000219e-01	9.055654761904751160e-01
1.220400000000000063e+02	3.400000000000000244e-01	1.216599999999999904e+00	5.913249999999999895e-01	1.215070320666831849e+00
9.981999999999999318e+01	6.899999999999999467e-01	0.000000000000000000e+00	-6.394060000000000299e-01	0.000000000000000000e+00
1.053700000000000045e+02	6.899999999999999467e-01	2.985999999999999766e-01	-3.351299999999999835e-01	2.986185000000003420e-01
1.109300000000000068e+02	6.899999999999999467e-01	6.008999999999999897e-01	-2.734119999999999953e-02	6.001037190476180561e-01
1.164800000000000040e+02	6.899999999999999467e-01	9.069000000000000394e-01	2.833450000000000135e-01	9.041443591269821001e-01
1.220400000000000063e+02	6.899999999999999467e-01	1.216599999999999904e+00	5.986540000000000195e-01	1.213929146536794512e+00
1.275900000000000034e+02	6.899999999999999467e-01	1.533900000000000041e+00	9.182360000000000522e-01	1.530315227777780951e+00
1.331500000000000057e+02	6.899999999999999467e-01	1.858500000000000041e+00	1.244289999999999896e+00	1.854886643078455855e+00
