# Temperature (K)	Pressure (MPa)	Experimental(uPas)	NIST(uPas)	Model(uPas)
2.600000000000000000e+02	4.750000000000000000e+00	1.089600000000000080e+01	1.089070000000000071e+01	1.132057999999999964e+01
2.600000000000000000e+02	5.000000000000000000e+00	1.098799999999999955e+01	1.098070000000000057e+01	1.141790999999999734e+01
2.600000000000000000e+02	5.500000000000000000e+00	1.118200000000000038e+01	1.117329999999999934e+01	1.164748000000000339e+01
2.600000000000000000e+02	6.000000000000000000e+00	1.139400000000000013e+01	1.138330000000000020e+01	1.157591999999999466e+01
2.600000000000000000e+02	6.500000000000000000e+00	1.162299999999999933e+01	1.161180000000000057e+01	1.199751000000001255e+01
2.600000000000000000e+02	7.000000000000000000e+00	1.187100000000000044e+01	1.185989999999999966e+01	1.210932000000000031e+01
2.600000000000000000e+02	7.500000000000000000e+00	1.214100000000000001e+01	1.212829999999999941e+01	1.269804999999999673e+01
2.600000000000000000e+02	7.990000000000000213e+00	1.242800000000000082e+01	1.241189999999999927e+01	1.286240000000000272e+01
2.600000000000000000e+02	8.480000000000000426e+00	1.272600000000000087e+01	1.271630000000000038e+01	1.319924999999998860e+01
2.600000000000000000e+02	9.009999999999999787e+00	1.307199999999999918e+01	1.306930000000000014e+01	1.334525999999999613e+01
2.600000000000000000e+02	9.460000000000000853e+00	1.338899999999999935e+01	1.338819999999999943e+01	1.357135999999999498e+01
2.600000000000000000e+02	9.990000000000000213e+00	1.379100000000000037e+01	1.378589999999999982e+01	1.381909999999999172e+01
2.600000000000000000e+02	1.050000000000000000e+01	1.418500000000000050e+01	1.419030000000000058e+01	1.410337999999999781e+01
2.600000000000000000e+02	1.100999999999999979e+01	1.459699999999999953e+01	1.461430000000000007e+01	1.448528000000001548e+01
2.600000000000000000e+02	1.148000000000000043e+01	1.500399999999999956e+01	1.502089999999999925e+01	1.485191000000000727e+01
2.600000000000000000e+02	1.200999999999999979e+01	1.548199999999999932e+01	1.549510000000000076e+01	1.546757000000000737e+01
2.600000000000000000e+02	1.248000000000000043e+01	1.590300000000000047e+01	1.592719999999999914e+01	1.552131000000000327e+01
2.600000000000000000e+02	1.301999999999999957e+01	1.639600000000000080e+01	1.643430000000000035e+01	1.584562000000000559e+01
2.600000000000000000e+02	1.350000000000000000e+01	1.684600000000000009e+01	1.689179999999999993e+01	1.628580999999999790e+01
2.600000000000000000e+02	1.399000000000000021e+01	1.732600000000000051e+01	1.736289999999999978e+01	1.639986000000000033e+01
2.600000000000000000e+02	1.450000000000000000e+01	1.780000000000000071e+01	1.785529999999999973e+01	1.742041000000001105e+01
2.600000000000000000e+02	1.500999999999999979e+01	1.829200000000000159e+01	1.834740000000000038e+01	1.770914000000000499e+01
2.600000000000000000e+02	1.552999999999999936e+01	1.878600000000000136e+01	1.884690000000000154e+01	1.795899000000000711e+01
2.600000000000000000e+02	1.601000000000000156e+01	1.923999999999999844e+01	1.930450000000000088e+01	1.800115999999999161e+01
2.600000000000000000e+02	1.653999999999999915e+01	1.973499999999999943e+01	1.980460000000000065e+01	1.848056000000000409e+01
2.600000000000000000e+02	1.701999999999999957e+01	2.019200000000000017e+01	2.025199999999999889e+01	1.893019000000001029e+01
2.600000000000000000e+02	1.739000000000000057e+01	2.053200000000000003e+01	2.059280000000000044e+01	1.996937000000000140e+01
2.600000000000000000e+02	1.798999999999999844e+01	2.106200000000000117e+01	2.113759999999999906e+01	1.990569000000000699e+01
2.600000000000000000e+02	1.846999999999999886e+01	2.149599999999999866e+01	2.156599999999999895e+01	2.017050000000000054e+01
2.600000000000000000e+02	1.898999999999999844e+01	2.194300000000000139e+01	2.202260000000000062e+01	2.051591000000001230e+01
