# Temperature (K)	Pressure (MPa)	Experimental(uPas)	NIST(uPas)	Model(uPas)
2.929599999999999795e+02	3.400000000000000244e-01	1.092600000000000016e+01	1.093950000000000067e+01	1.195202775924028415e+01
2.970799999999999841e+02	3.400000000000000244e-01	1.106199999999999939e+01	1.107300000000000040e+01	1.202370312393983909e+01
3.238600000000000136e+02	3.400000000000000244e-01	1.191399999999999970e+01	1.192430000000000057e+01	1.249355590402126381e+01
3.505500000000000114e+02	3.400000000000000244e-01	1.273499999999999943e+01	1.274559999999999960e+01	1.296251400335243531e+01
3.781499999999999773e+02	3.400000000000000244e-01	1.356199999999999939e+01	1.356850000000000023e+01	1.344953164831033554e+01
4.058799999999999955e+02	3.400000000000000244e-01	1.436500000000000021e+01	1.437010000000000076e+01	1.392653059071783161e+01
4.338299999999999841e+02	3.400000000000000244e-01	1.514899999999999913e+01	1.515450000000000053e+01	1.441355878109361655e+01
4.618500000000000227e+02	3.400000000000000244e-01	1.591200000000000081e+01	1.591869999999999941e+01	1.490549541122867439e+01
4.901299999999999955e+02	3.400000000000000244e-01	1.666300000000000026e+01	1.666929999999999978e+01	1.539393247695850597e+01
5.188300000000000409e+02	3.400000000000000244e-01	1.739799999999999969e+01	1.741130000000000067e+01	1.588630158671768910e+01
5.426000000000000227e+02	3.400000000000000244e-01	1.799599999999999866e+01	1.801180000000000092e+01	1.629103800698535309e+01
5.653799999999999955e+02	3.400000000000000244e-01	1.856400000000000006e+01	1.857620000000000005e+01	1.667590002284259043e+01
5.940800000000000409e+02	3.400000000000000244e-01	1.926099999999999923e+01	1.927260000000000062e+01	1.715666343333386834e+01
6.233300000000000409e+02	3.400000000000000244e-01	1.995299999999999940e+01	1.996679999999999922e+01	1.764154237779234080e+01
2.919300000000000068e+02	3.400000000000000244e-01	1.089100000000000001e+01	1.090600000000000058e+01	1.193194431112089582e+01
2.964300000000000068e+02	3.400000000000000244e-01	1.102899999999999991e+01	1.105199999999999960e+01	1.201076393917927376e+01
2.890500000000000114e+02	3.400000000000000244e-01	1.081300000000000061e+01	1.081209999999999916e+01	1.188145592211053447e+01
2.965699999999999932e+02	3.400000000000000244e-01	1.104800000000000004e+01	1.105649999999999977e+01	1.201389207664177405e+01
3.234300000000000068e+02	3.400000000000000244e-01	1.188599999999999923e+01	1.191080000000000005e+01	1.248481278061812993e+01
3.506399999999999864e+02	3.400000000000000244e-01	1.272499999999999964e+01	1.274830000000000041e+01	1.296442175460901503e+01
3.782500000000000000e+02	3.400000000000000244e-01	1.355199999999999960e+01	1.357140000000000057e+01	1.344881137385299397e+01
4.060299999999999727e+02	3.400000000000000244e-01	1.435999999999999943e+01	1.437439999999999962e+01	1.393829209571377348e+01
4.340199999999999818e+02	3.400000000000000244e-01	1.514100000000000001e+01	1.515970000000000084e+01	1.442292559933331475e+01
4.617500000000000000e+02	3.400000000000000244e-01	1.590099999999999980e+01	1.591600000000000037e+01	1.491018013419851229e+01
4.901499999999999773e+02	3.400000000000000244e-01	1.664900000000000091e+01	1.666979999999999862e+01	1.540133147020037896e+01
5.187999999999999545e+02	3.400000000000000244e-01	1.740299999999999869e+01	1.741049999999999898e+01	1.589287707060263699e+01
5.423600000000000136e+02	3.400000000000000244e-01	1.798100000000000165e+01	1.800580000000000069e+01	1.629493552670231793e+01
5.651000000000000227e+02	3.400000000000000244e-01	1.854400000000000048e+01	1.856929999999999836e+01	1.669159116298266454e+01
5.938400000000000318e+02	3.400000000000000244e-01	1.923900000000000077e+01	1.926689999999999969e+01	1.717543932200279500e+01
6.230499999999999545e+02	3.400000000000000244e-01	1.993400000000000105e+01	1.996020000000000039e+01	1.768317521550304861e+01
2.904100000000000250e+02	3.400000000000000244e-01	1.083300000000000018e+01	1.085650000000000048e+01	1.191402560812796807e+01
2.107599999999999909e+02	0.000000000000000000e+00	8.080000000000000071e+00	8.075350000000000250e+00	1.050824221320733898e+01
2.258100000000000023e+02	0.000000000000000000e+00	8.621999999999999886e+00	8.613369999999999749e+00	1.077769574986120560e+01
2.482500000000000000e+02	0.000000000000000000e+00	9.407999999999999474e+00	9.397270000000000678e+00	1.117311984534768854e+01
2.731600000000000250e+02	0.000000000000000000e+00	1.025399999999999956e+01	1.024189999999999934e+01	1.162016125818022516e+01
2.981399999999999864e+02	0.000000000000000000e+00	1.107499999999999929e+01	1.106259999999999977e+01	1.206491927606425563e+01
2.981499999999999773e+02	0.000000000000000000e+00	1.107300000000000040e+01	1.106290000000000084e+01	1.206509898353970556e+01
2.981499999999999773e+02	0.000000000000000000e+00	1.107499999999999929e+01	1.106290000000000084e+01	1.206509898353970556e+01
