# Temperature (K)	Pressure (MPa)	Experimental(uPas)	NIST(uPas)	Model(uPas)
1.800000000000000000e+02	2.962000000000000099e+01	5.806000000000000227e+01	5.842900000000000205e+01	8.998435905590278594e+01
1.800000000000000000e+02	2.608999999999999986e+01	5.535000000000000142e+01	5.589759999999999707e+01	8.056773571406364454e+01
1.800000000000000000e+02	2.255999999999999872e+01	5.290999999999999659e+01	5.321079999999999899e+01	7.074255957032818287e+01
1.800000000000000000e+02	1.894000000000000128e+01	5.000000000000000000e+01	5.025289999999999679e+01	6.138529330316856658e+01
1.800000000000000000e+02	1.800000000000000000e+01	4.904999999999999716e+01	4.944409999999999883e+01	5.928365625230981095e+01
1.800000000000000000e+02	1.552999999999999936e+01	4.734000000000000341e+01	4.722120000000000317e+01	5.204160725690906020e+01
1.800000000000000000e+02	1.435999999999999943e+01	4.607000000000000028e+01	4.611099999999999710e+01	4.904153124338887437e+01
1.800000000000000000e+02	1.097000000000000064e+01	4.277000000000000313e+01	4.262120000000000175e+01	4.009319161802542908e+01
1.800000000000000000e+02	6.679999999999999716e+00	3.764000000000000057e+01	3.726039999999999708e+01	2.790696963055131619e+01
1.800000000000000000e+02	4.730000000000000426e+00	3.446999999999999886e+01	3.408630000000000138e+01	2.277846914055413663e+01
1.800000000000000000e+02	3.529999999999999805e+00	3.178000000000000114e+01	3.153209999999999980e+01	1.954987357726997743e+01
1.700000000000000000e+02	3.135999999999999943e+01	6.587000000000000455e+01	6.653730000000000189e+01	1.100697066770512720e+02
1.700000000000000000e+02	2.801000000000000156e+01	6.350000000000000000e+01	6.414589999999999748e+01	1.018261550118731407e+02
1.700000000000000000e+02	2.462999999999999901e+01	6.125999999999999801e+01	6.161520000000000152e+01	9.205168000326517586e+01
1.700000000000000000e+02	2.144000000000000128e+01	5.820000000000000284e+01	5.909870000000000090e+01	8.392010664337954040e+01
1.700000000000000000e+02	1.778000000000000114e+01	5.565999999999999659e+01	5.602499999999999858e+01	7.377604476533684874e+01
1.700000000000000000e+02	1.476999999999999957e+01	5.331000000000000227e+01	5.331150000000000233e+01	6.601685876227406879e+01
1.700000000000000000e+02	1.465000000000000036e+01	5.325999999999999801e+01	5.319919999999999760e+01	6.574149640634914249e+01
1.700000000000000000e+02	1.161999999999999922e+01	5.025999999999999801e+01	5.023890000000000100e+01	5.721032707979981069e+01
1.700000000000000000e+02	8.589999999999999858e+00	4.707000000000000028e+01	4.697910000000000252e+01	4.906653976163264019e+01
1.700000000000000000e+02	5.919999999999999929e+00	4.364999999999999858e+01	4.374649999999999750e+01	4.176797601120415493e+01
1.700000000000000000e+02	3.209999999999999964e+00	4.024000000000000199e+01	3.989419999999999789e+01	3.464539126608474362e+01
1.400000000000000000e+02	3.217000000000000171e+01	9.731999999999999318e+01	9.864570000000000505e+01	1.602985698966343193e+02
1.400000000000000000e+02	2.869000000000000128e+01	9.395000000000000284e+01	9.579210000000000491e+01	1.498716668843361504e+02
1.400000000000000000e+02	2.551000000000000156e+01	9.109999999999999432e+01	9.309550000000000125e+01	1.417699082999003508e+02
1.400000000000000000e+02	2.198000000000000043e+01	8.846999999999999886e+01	8.999020000000000152e+01	1.323341518691745193e+02
1.400000000000000000e+02	1.837000000000000099e+01	8.503000000000000114e+01	8.667589999999999861e+01	1.232892463795345179e+02
1.400000000000000000e+02	1.671000000000000085e+01	8.260999999999999943e+01	8.509919999999999618e+01	1.192225346339564567e+02
1.400000000000000000e+02	1.482000000000000028e+01	8.170000000000000284e+01	8.325910000000000366e+01	1.137913765377359709e+02
1.400000000000000000e+02	1.439000000000000057e+01	8.104999999999999716e+01	8.283339999999999748e+01	1.125557162301302583e+02
1.400000000000000000e+02	1.169999999999999929e+01	7.845999999999999375e+01	8.010590000000000543e+01	1.048647994688998040e+02
1.400000000000000000e+02	1.155000000000000071e+01	7.850000000000000000e+01	7.995029999999999859e+01	1.044868935228189457e+02
1.400000000000000000e+02	8.800000000000000711e+00	7.532999999999999829e+01	7.702750000000000341e+01	9.687959894849774400e+01
1.400000000000000000e+02	8.109999999999999432e+00	7.521999999999999886e+01	7.627150000000000318e+01	9.521864036800303666e+01
1.400000000000000000e+02	5.929999999999999716e+00	7.193000000000000682e+01	7.381640000000000157e+01	8.983128771962213932e+01
