# Temperature (K)	Pressure (MPa)	Experimental(J/mol*K)	NIST(J/mol*K)	Model(J/mol*K)
2.942599999999999909e+02	0.000000000000000000e+00	3.559660000000000224e+01	3.556640000000000157e+01	5.573510831191811121e+00
2.942599999999999909e+02	1.719999999999999973e+00	3.722800000000000153e+01	3.732690000000000197e+01	2.175914175933513661e+01
2.942599999999999909e+02	3.450000000000000178e+00	3.900719999999999743e+01	3.935609999999999786e+01	3.818331091822425094e+01
3.109300000000000068e+02	0.000000000000000000e+00	3.625450000000000017e+01	3.620420000000000016e+01	-9.199553894707946711e+00
3.109300000000000068e+02	1.719999999999999973e+00	3.768460000000000321e+01	3.771249999999999858e+01	5.756094220113766369e+00
3.109300000000000068e+02	3.450000000000000178e+00	3.924219999999999686e+01	3.939690000000000225e+01	2.309952473523080130e+01
3.275899999999999750e+02	0.000000000000000000e+00	3.695949999999999847e+01	3.691270000000000095e+01	-2.460496353533721958e+01
3.275899999999999750e+02	1.719999999999999973e+00	3.821490000000000009e+01	3.822030000000000172e+01	-8.999992634469208497e+00
3.275899999999999750e+02	3.450000000000000178e+00	3.956439999999999912e+01	3.964549999999999841e+01	5.079051673505773579e+00
3.442599999999999909e+02	0.000000000000000000e+00	3.773160000000000025e+01	3.768430000000000035e+01	-4.243254621070332178e+01
3.442599999999999909e+02	1.719999999999999973e+00	3.881920000000000215e+01	3.882900000000000063e+01	-2.609525185764925936e+01
3.442599999999999909e+02	3.450000000000000178e+00	4.000079999999999814e+01	4.005319999999999681e+01	-1.181108900681104501e+01
3.609300000000000068e+02	0.000000000000000000e+00	3.859089999999999776e+01	3.850970000000000226e+01	-5.979128406295208720e+01
3.609300000000000068e+02	1.719999999999999973e+00	3.953090000000000259e+01	3.952040000000000219e+01	-4.763571970773193698e+01
3.609300000000000068e+02	3.450000000000000178e+00	4.055140000000000100e+01	4.058509999999999707e+01	-3.061509127424551480e+01
3.775899999999999750e+02	0.000000000000000000e+00	3.947710000000000008e+01	3.937989999999999924e+01	-8.016712435339638887e+01
3.775899999999999750e+02	1.719999999999999973e+00	4.031640000000000157e+01	4.027890000000000015e+01	-6.644643256126897768e+01
3.775899999999999750e+02	3.450000000000000178e+00	4.120259999999999678e+01	4.121450000000000102e+01	-4.907290252819660736e+01
1.800000000000000000e+02	3.200000000000000178e+00	1.277547900000000027e+03	1.034530000000000030e+02	1.044422025620579575e+02
1.805000000000000000e+02	3.200000000000000178e+00	9.664186999999999443e+02	9.820130000000000337e+01	1.125250930912688148e+02
1.805999999999999943e+02	3.200000000000000178e+00	9.712496999999999616e+02	9.725650000000000261e+01	1.123267813874549290e+02
1.855000000000000000e+02	3.200000000000000178e+00	7.256199999999999761e+01	7.180429999999999779e+01	1.337064221885158872e+02
1.931999999999999886e+02	3.200000000000000178e+00	5.798859999999999815e+01	5.785020000000000095e+01	1.259866745360892537e+02
1.930999999999999943e+02	3.200000000000000178e+00	5.810099999999999909e+01	5.796350000000000335e+01	1.260877218639735418e+02
2.029000000000000057e+02	3.200000000000000178e+00	5.020439999999999969e+01	5.030830000000000268e+01	1.162624011922286797e+02
2.029000000000000057e+02	3.200000000000000178e+00	5.002790000000000248e+01	5.030830000000000268e+01	1.162661909845307093e+02
1.553700000000000045e+02	1.030000000000000027e+00	4.209550000000000125e+01	4.348660000000000281e+01	1.405901109053644120e+02
1.609300000000000068e+02	1.030000000000000027e+00	4.048420000000000130e+01	4.165720000000000312e+01	1.353138309444441632e+02
