# Temperature (K)	Pressure (MPa)	Experimental(m3/kg)	NIST(m3/kg)	Model(m3/kg)
1.500000000000000000e+02	1.026000000000000023e+00	6.234413965087279991e-02	6.231020000000000308e-02	3.761955712525996698e-01
1.550000000000000000e+02	1.074400000000000022e+00	6.234413965087279991e-02	6.233299999999999952e-02	4.593964885822531263e-01
1.600000000000000000e+02	1.122200000000000086e+00	6.234413965087279991e-02	6.235109999999999958e-02	5.983759491124730767e-02
1.650000000000000000e+02	1.169599999999999973e+00	6.234413965087279991e-02	6.236330000000000345e-02	2.450238339620714190e-01
1.700000000000000000e+02	1.216499999999999915e+00	6.234413965087279991e-02	6.238239999999999758e-02	1.436027118463476526e-01
1.750000000000000000e+02	1.263200000000000101e+00	6.234413965087279991e-02	6.239349999999999757e-02	1.673099917569244866e-01
1.800000000000000000e+02	1.309600000000000097e+00	6.234413965087279991e-02	6.240559999999999857e-02	5.319974274161032302e-01
1.850000000000000000e+02	1.355900000000000105e+00	6.234413965087279991e-02	6.240980000000000139e-02	3.013740099655601301e-01
1.900000000000000000e+02	1.401999999999999913e+00	6.234413965087279991e-02	6.241359999999999963e-02	-1.706108624566030629e-01
1.950000000000000000e+02	1.447899999999999965e+00	6.234413965087279991e-02	6.241800000000000126e-02	5.026825306146628369e-01
2.000000000000000000e+02	1.493700000000000028e+00	6.234413965087279991e-02	6.241929999999999701e-02	2.787504413626848421e-02
2.050000000000000000e+02	1.539400000000000102e+00	6.234413965087279991e-02	6.241859999999999770e-02	3.871413481860237482e-01
2.100000000000000000e+02	1.585099999999999953e+00	6.234413965087279991e-02	6.241239999999999982e-02	8.986077941840339145e-01
2.150000000000000000e+02	1.630600000000000049e+00	6.234413965087279991e-02	6.241000000000000020e-02	3.848653538857756962e-01
2.200000000000000000e+02	1.676099999999999923e+00	6.234413965087279991e-02	6.240359999999999657e-02	6.892861943404477998e-01
2.250000000000000000e+02	1.721500000000000030e+00	6.234413965087279991e-02	6.239770000000000039e-02	1.201657931845318272e-01
2.300000000000000000e+02	1.766799999999999926e+00	6.234413965087279991e-02	6.239270000000000232e-02	5.087123735764385035e-01
2.350000000000000000e+02	1.812000000000000055e+00	6.234413965087279991e-02	6.238869999999999832e-02	-1.646876643885132607e-02
2.400000000000000000e+02	1.857199999999999962e+00	6.234413965087279991e-02	6.238219999999999876e-02	-8.551047344542284101e-01
2.450000000000000000e+02	1.902300000000000102e+00	6.234413965087279991e-02	6.237729999999999664e-02	9.998206088030014982e-02
2.500000000000000000e+02	1.947400000000000020e+00	6.234413965087279991e-02	6.237039999999999945e-02	-1.372314181054131721e-01
2.550000000000000000e+02	1.992399999999999949e+00	6.234413965087279991e-02	6.236540000000000139e-02	7.296365693257647611e-02
2.600000000000000000e+02	2.037300000000000111e+00	6.234413965087279991e-02	6.236200000000000077e-02	-3.135757778568395437e-01
