# Temperature (K)	Pressure (MPa)	Experimental(kJ/mol)	NIST(kJ/mol)	Model(kJ/mol)
1.800000000000000000e+02	3.200000000000000178e+00	7.157000000000000028e+00	8.670930000000000248e+00	8.598182000000001324e+00
1.850000000000000000e+02	3.200000000000000178e+00	7.581699999999999662e+00	9.097229999999999706e+00	8.657087666666667403e+00
1.900000000000000000e+02	3.200000000000000178e+00	7.924500000000000099e+00	9.432550000000000878e+00	9.206117166666667018e+00
2.000000000000000000e+02	3.200000000000000178e+00	8.508300000000000196e+00	9.995900000000000674e+00	1.011416299999999779e+01
2.100000000000000000e+02	3.200000000000000178e+00	8.974099999999999966e+00	1.048949999999999960e+01	1.093212400000000173e+01
3.387099999999999795e+02	3.450000000000000178e+00	4.254000000000000004e-01	1.566549999999999976e+01	4.286365000000001979e-01
2.942599999999999909e+02	3.450000000000000178e+00	5.661000000000000476e-01	1.390900000000000070e+01	6.427703333333335323e+00
3.109300000000000068e+02	3.450000000000000178e+00	4.993000000000000216e-01	1.456509999999999927e+01	1.544882666666667514e+00
3.275899999999999750e+02	3.450000000000000178e+00	4.552999999999999825e-01	1.522330000000000005e+01	5.322953333333331205e-01
3.442599999999999909e+02	3.450000000000000178e+00	4.190999999999999726e-01	1.588739999999999952e+01	4.191160000000000441e-01
3.609300000000000068e+02	3.450000000000000178e+00	3.803000000000000269e-01	1.655930000000000035e+01	3.997753333333335379e-01
3.775899999999999750e+02	3.450000000000000178e+00	3.512000000000000122e-01	1.724060000000000059e+01	3.990453333333331409e-01
9.981999999999999318e+01	0.000000000000000000e+00	8.449299999999999145e+00	7.901449999999999640e+00	8.756252499999998662e+00
1.053700000000000045e+02	0.000000000000000000e+00	8.632099999999999440e+00	8.086130000000000706e+00	8.775717333333332704e+00
1.109300000000000068e+02	0.000000000000000000e+00	8.818699999999999761e+00	8.271160000000000068e+00	8.772001333333331985e+00
1.164800000000000040e+02	0.000000000000000000e+00	9.001599999999999824e+00	8.455859999999999488e+00	8.926000999999995855e+00
1.220400000000000063e+02	0.000000000000000000e+00	9.184499999999999886e+00	8.640900000000000247e+00	9.015639166666664650e+00
1.275900000000000034e+02	0.000000000000000000e+00	9.367300000000000182e+00	8.825620000000000687e+00	8.675584333333336673e+00
