# Temperature (K)	Pressure (MPa)	Experimental(m3/kg)	NIST(m3/kg)	Model(m3/kg)
2.528329999999999984e+02	4.589699999999999669e+00	2.352697824479139943e-02	2.444059999999999983e-02	2.149312522534122319e-02
2.033990000000000009e+02	4.855900000000000105e+00	2.453817438141960017e-02	1.330970000000000070e-02	1.282658282339528034e-02
2.733799999999999955e+02	5.105800000000000338e+00	2.447363572696580059e-02	2.446169999999999942e-02	2.430363072700833169e-02
2.085740000000000123e+02	6.027000000000000135e+00	9.648704561066100832e-03	9.682480000000000253e-03	9.503506613156020855e-03
2.232340000000000089e+02	7.234600000000000364e+00	9.655129957856100134e-03	9.669540000000000773e-03	9.330155756693252894e-03
2.344399999999999977e+02	8.143299999999999983e+00	9.659917205236000573e-03	9.668740000000000320e-03	9.745925420870040976e-03
2.437330000000000041e+02	8.891299999999999315e+00	9.664559380367199193e-03	9.667989999999999570e-03	9.549332316755599834e-03
2.437729999999999961e+02	8.893900000000000361e+00	9.664559380367199193e-03	9.668909999999999311e-03	9.556789550774821146e-03
2.513760000000000048e+02	9.501799999999999358e+00	9.668306321181199467e-03	9.669409999999999811e-03	9.532357775174330958e-03
2.621899999999999977e+02	1.035050000000000026e+01	9.672956564710599378e-03	9.683419999999999875e-03	9.224270726638807844e-03
2.721549999999999727e+02	1.114780000000000015e+01	9.677611283723099728e-03	9.673460000000000045e-03	9.670935129432031360e-03
2.721850000000000023e+02	1.114939999999999998e+01	9.677611283723099728e-03	9.674260000000000498e-03	9.672626007847254237e-03
1.910320000000000107e+02	4.614499999999999602e+00	8.618092043360300533e-03	8.485799999999999940e-03	6.518510372398641367e-03
1.933249999999999886e+02	4.833599999999999675e+00	8.621071360538799452e-03	8.702980000000000785e-03	6.471587826217980316e-03
1.977369999999999948e+02	5.272199999999999775e+00	8.622502164592900711e-03	8.674730000000000288e-03	7.741963110075406398e-03
2.027529999999999859e+02	5.762699999999999712e+00	8.624768575897100512e-03	8.657579999999999790e-03	8.694228740486621698e-03
2.032239999999999895e+02	6.290899999999999714e+00	8.627036178960000717e-03	6.701050000000000062e-03	6.525529823080558102e-03
2.121649999999999920e+02	6.668899999999999828e+00	8.628468963776699321e-03	8.642459999999999379e-03	8.613548097949855209e-03
2.171359999999999957e+02	7.142100000000000115e+00	8.630738513306899368e-03	8.640099999999999517e-03	8.356101293274621061e-03
2.229259999999999877e+02	7.690900000000000070e+00	8.632889714454000663e-03	8.637459999999999583e-03	8.407961141094840926e-03
2.300500000000000114e+02	8.361399999999999721e+00	8.635879273447499838e-03	8.637680000000000011e-03	8.424519790574212103e-03
2.373360000000000127e+02	9.043200000000000571e+00	8.638870903719500158e-03	8.639020000000000726e-03	8.841203809645602901e-03
2.427090000000000032e+02	9.543400000000000105e+00	8.641145929322000679e-03	8.640800000000000564e-03	8.839642717481221990e-03
2.484439999999999884e+02	1.007569999999999943e+01	8.643422153485099194e-03	8.642449999999999438e-03	8.288062166892871604e-03
2.501939999999999884e+02	1.023760000000000048e+01	8.644141210275799528e-03	8.643150000000000485e-03	8.717572656046787896e-03
2.534449999999999932e+02	1.053780000000000072e+01	8.645579682832400456e-03	8.644580000000000666e-03	8.902527375039178889e-03
2.536419999999999959e+02	1.101720000000000077e+01	8.647858243754200439e-03	8.185619999999999355e-03	8.508465530316387804e-03
2.630500000000000114e+02	1.142290000000000028e+01	8.649417951258000711e-03	8.647449999999999234e-03	8.994709382654121968e-03
2.683009999999999877e+02	1.190489999999999959e+01	8.651578475301799701e-03	8.649070000000000022e-03	8.458272870310579866e-03
2.731709999999999923e+02	1.236040000000000028e+01	8.653860199726899280e-03	8.642830000000000651e-03	8.272747217585264476e-03
1.910320000000000107e+02	4.657899999999999707e+00	6.896170484809599661e-03	7.105710000000000325e-03	6.167436483741350894e-03
