# Temperature (K)	Pressure (MPa)	Experimental(J/mol*K)	NIST(J/mol*K)	Model(J/mol*K)
1.210999999999999943e+02	5.000000000000000000e+00	5.521200000000000330e+01	5.595360000000000156e+01	5.508797299246023726e+01
1.210999999999999943e+02	5.000000000000000000e+00	5.508359999999999701e+01	5.595360000000000156e+01	5.514057980753954524e+01
1.210999999999999943e+02	5.000000000000000000e+00	5.500339999999999918e+01	5.595360000000000156e+01	5.517691334272482351e+01
1.210000000000000000e+02	5.000000000000000000e+00	5.517990000000000350e+01	5.594239999999999924e+01	5.512869412711634709e+01
1.360999999999999943e+02	5.000000000000000000e+00	5.736269999999999669e+01	5.807469999999999999e+01	5.758084695753981919e+01
1.361999999999999886e+02	5.000000000000000000e+00	5.742690000000000339e+01	5.809250000000000114e+01	5.753932303108477697e+01
1.361999999999999886e+02	5.000000000000000000e+00	5.726639999999999731e+01	5.809250000000000114e+01	5.763086325013230038e+01
1.513000000000000114e+02	5.000000000000000000e+00	6.129500000000000171e+01	6.171309999999999718e+01	6.103911868597877088e+01
1.513000000000000114e+02	5.000000000000000000e+00	6.107030000000000314e+01	6.171309999999999718e+01	6.117304664669305225e+01
1.511999999999999886e+02	5.000000000000000000e+00	6.099000000000000199e+01	6.168110000000000070e+01	6.116248373981478181e+01
1.650999999999999943e+02	5.000000000000000000e+00	6.787550000000000239e+01	6.805060000000000286e+01	6.801484910555564056e+01
1.650999999999999943e+02	5.000000000000000000e+00	6.785939999999999372e+01	6.805060000000000286e+01	6.802128251507926393e+01
1.650999999999999943e+02	5.000000000000000000e+00	6.808410000000000650e+01	6.805060000000000286e+01	6.792071573888884473e+01
1.650000000000000000e+02	5.000000000000000000e+00	6.776309999999999434e+01	6.798510000000000275e+01	6.802998018888887088e+01
1.755999999999999943e+02	5.000000000000000000e+00	7.861289999999999623e+01	7.840460000000000207e+01	7.923840394444454205e+01
1.756999999999999886e+02	5.000000000000000000e+00	7.912649999999999295e+01	7.855419999999999447e+01	7.910024996349221738e+01
1.755999999999999943e+02	5.000000000000000000e+00	7.874129999999999541e+01	7.840460000000000207e+01	7.916735594444438107e+01
1.755000000000000000e+02	5.000000000000000000e+00	7.911050000000000182e+01	7.825639999999999930e+01	7.910674783015888067e+01
1.826999999999999886e+02	5.000000000000000000e+00	9.466289999999999338e+01	9.493699999999999761e+01	9.592932100158722619e+01
1.826999999999999886e+02	5.000000000000000000e+00	9.461480000000000246e+01	9.493699999999999761e+01	9.595007996904752190e+01
1.826999999999999886e+02	5.000000000000000000e+00	9.469499999999999318e+01	9.493699999999999761e+01	9.591491863412662155e+01
1.841999999999999886e+02	5.000000000000000000e+00	1.018854000000000042e+02	1.012690000000000055e+02	1.021724192294973363e+02
1.864000000000000057e+02	5.000000000000000000e+00	1.162982999999999976e+02	1.149380000000000024e+02	1.280081422499996222e+02
1.885000000000000000e+02	5.000000000000000000e+00	1.404696000000000140e+02	1.383930000000000007e+02	1.287932405833329028e+02
1.444000000000000057e+02	3.200000000000000178e+00	5.988259999999999650e+01	6.085459999999999781e+01	6.031116126071417938e+01
1.443000000000000114e+02	3.200000000000000178e+00	6.071719999999999828e+01	6.082529999999999859e+01	6.029585308161379942e+01
1.444000000000000057e+02	3.200000000000000178e+00	5.999490000000000123e+01	6.085459999999999781e+01	6.021800881666685257e+01
1.461999999999999886e+02	3.200000000000000178e+00	6.163199999999999790e+01	6.140489999999999782e+01	6.062042932023841502e+01
1.465000000000000000e+02	3.200000000000000178e+00	6.092580000000000240e+01	6.150110000000000099e+01	6.107808360589226737e+01
1.549000000000000057e+02	3.200000000000000178e+00	6.402339999999999520e+01	6.486180000000000234e+01	6.441256735555566593e+01
1.548000000000000114e+02	3.200000000000000178e+00	6.416790000000000305e+01	6.481229999999999336e+01	6.433085082301572299e+01
1.649000000000000057e+02	3.200000000000000178e+00	7.159910000000000707e+01	7.183180000000000121e+01	7.134159851111122919e+01
1.649000000000000057e+02	3.200000000000000178e+00	7.134229999999999450e+01	7.183180000000000121e+01	7.150167051111095873e+01
1.743000000000000114e+02	3.200000000000000178e+00	8.920589999999999975e+01	8.751439999999999486e+01	8.858052760000016690e+01
1.784000000000000057e+02	3.200000000000000178e+00	8.473115999999999985e+02	1.057930000000000064e+02	9.678943083333371078e+01
