Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
327.150	1.72400	10.3801	0.0963385	12.7722	15.4367	86.3891	28.7871	38.2087	464.819	3.49549	12.2211	0.0391090	vapor
327.150	3.44700	21.1708	0.0472349	12.5941	15.2062	80.0914	28.9930	39.6341	462.886	3.37713	12.5124	0.0403036	vapor
327.150	5.17100	32.3620	0.0309004	12.4124	14.9758	76.1774	29.1944	41.1610	462.234	3.23933	12.8620	0.0416640	supercritical
327.150	6.89500	43.9055	0.0227762	12.2277	14.7471	73.2426	29.3886	42.7662	463.065	3.08128	13.2726	0.0432058	supercritical
327.150	8.61800	55.7285	0.0179441	12.0414	14.5223	70.8506	29.5725	44.4124	465.572	2.90392	13.7450	0.0449368	supercritical
327.150	10.3420	67.7542	0.0147592	11.8545	14.3033	68.8075	29.7438	46.0529	469.923	2.70980	14.2791	0.0468568	supercritical
342.150	0.00000	0.00000	infinite	13.3800	16.2248	-9.99996e+06	29.2689	37.5834	477.179	undefined	12.4484	0.0403067	vapor
342.150	1.72400	9.88912	0.101121	13.2170	16.0138	88.1138	29.4506	38.7499	475.005	3.15794	12.6770	0.0413154	vapor
342.150	3.44700	20.0941	0.0497660	13.0512	15.8033	81.8757	29.6288	39.9919	473.848	3.04784	12.9523	0.0424328	vapor
342.150	5.17100	30.5997	0.0326800	12.8830	15.5940	78.0251	29.8021	41.3005	473.845	2.92328	13.2767	0.0436877	supercritical
342.150	6.89500	41.3595	0.0241782	12.7130	15.3875	75.1565	29.9688	42.6566	475.141	2.78401	13.6516	0.0450902	supercritical
342.150	8.61800	52.3110	0.0191164	12.5422	15.1852	72.8320	30.1271	44.0330	477.868	2.63097	14.0770	0.0466444	supercritical
342.150	10.3420	63.3956	0.0157740	12.3716	14.9887	70.8560	30.2755	45.3982	482.139	2.46599	14.5523	0.0483500	supercritical
366.150	0.00000	0.00000	infinite	14.0966	17.1409	-9.99996e+06	30.4634	38.7779	491.486	undefined	13.1741	0.0440845	vapor
366.150	1.72400	9.19830	0.108716	13.9487	16.9555	90.7736	30.6115	39.7538	490.433	2.69409	13.3905	0.0450152	vapor
366.150	3.44700	18.6032	0.0537543	13.7994	16.7720	84.6118	30.7557	40.7710	490.277	2.59682	13.6441	0.0460300	vapor
366.150	5.17100	28.1980	0.0354634	13.6489	16.5909	80.8407	30.8954	41.8217	491.103	2.49035	13.9360	0.0471499	supercritical
366.150	6.89500	37.9422	0.0263558	13.4978	16.4132	78.0539	31.0295	42.8924	492.998	2.37483	14.2662	0.0483801	supercritical
366.150	8.61800	47.7868	0.0209263	13.3469	16.2401	75.8118	31.1573	43.9657	496.034	2.25106	14.6342	0.0497217	supercritical
366.150	10.3420	57.6929	0.0173331	13.1966	16.0724	73.9173	31.2781	45.0239	500.272	2.12019	15.0394	0.0511741	supercritical
393.150	0.00000	0.00000	infinite	14.9384	18.2073	-9.99996e+06	31.9119	40.2264	506.800	undefined	13.9672	0.0485575	vapor
393.150	1.72400	8.53302	0.117192	14.8046	18.0459	93.6464	32.0320	41.0388	506.738	2.26375	14.1713	0.0494146	vapor
393.150	3.44700	17.1907	0.0581708	14.6704	17.8872	87.5501	32.1484	41.8712	507.450	2.17955	14.4048	0.0503364	vapor
393.150	5.17100	25.9588	0.0385226	14.5358	17.7315	83.8462	32.2609	42.7176	508.989	2.08969	14.6678	0.0513387	supercritical
393.150	6.89500	34.8037	0.0287326	14.4014	17.5796	81.1273	32.3690	43.5687	511.401	1.99446	14.9601	0.0524239	supercritical
393.150	8.61800	43.6879	0.0228896	14.2676	17.4322	78.9531	32.4723	44.4140	514.724	1.89448	15.2809	0.0535917	supercritical
393.150	10.3420	52.5865	0.0190163	14.1347	17.2898	77.1252	32.5708	45.2432	518.988	1.79046	15.6294	0.0548415	supercritical
311.860	2.02500	12.9031	0.0775008	12.2942	14.8120	83.1282	28.2118	38.0200	453.333	3.86439	11.7977	0.0371575	vapor
311.860	3.04000	19.6535	0.0508815	12.1809	14.6624	79.3906	28.3543	38.9958	451.609	3.79039	11.9790	0.0379118	vapor
311.860	4.05500	26.5909	0.0376068	12.0656	14.5120	76.6316	28.4959	40.0271	450.356	3.70743	12.1842	0.0387345	vapor
311.860	5.06600	33.6818	0.0296896	11.9489	14.3619	74.4154	28.6352	41.1063	449.634	3.61527	12.4136	0.0396278	supercritical
311.860	6.07800	40.9518	0.0244190	11.8305	14.2116	72.5334	28.7721	42.2326	449.496	3.51315	12.6690	0.0406007	supercritical
311.860	7.08900	48.3732	0.0206726	11.7109	14.0619	70.8860	28.9054	43.3948	450.002	3.40122	12.9508	0.0416552	supercritical
311.860	8.10200	55.9504	0.0178730	11.5899	13.9130	69.4076	29.0345	44.5843	451.212	3.27948	13.2603	0.0427968	supercritical
268.000	2.02500	15.3633	0.0650903	11.0458	13.1604	77.4217	26.8799	37.5014	417.726	5.32040	10.4021	0.0314925	vapor
268.000	3.04000	23.7028	0.0421890	10.8974	12.9549	73.4898	27.1292	39.1730	413.559	5.24055	10.6262	0.0324759	vapor
268.000	4.05500	32.5118	0.0307580	10.7428	12.7437	70.5187	27.3849	41.0596	409.995	5.13690	10.8952	0.0336018	vapor
268.000	5.06600	41.7798	0.0239350	10.5825	12.5278	68.0735	27.6433	43.1669	407.205	5.00596	11.2135	0.0348898	supercritical
268.000	6.07800	51.5673	0.0193921	10.4159	12.3068	65.9450	27.9017	45.5069	405.368	4.84382	11.5883	0.0363704	supercritical
268.000	7.08900	61.8545	0.0161670	10.2437	12.0823	64.0365	28.1547	48.0566	404.712	4.64880	12.0247	0.0380628	supercritical
268.000	8.10200	72.6462	0.0137653	10.0661	11.8553	62.2852	28.3972	50.7758	405.481	4.42027	12.5287	0.0399861	supercritical
248.540	2.02500	16.8395	0.0593840	10.4994	12.4286	74.5869	26.5405	37.7751	399.487	6.20159	9.75966	0.0292172	vapor
248.540	3.04000	26.2411	0.0381081	10.3266	12.1851	70.5073	26.8840	40.0651	393.549	6.13040	10.0119	0.0303703	vapor
248.540	4.05500	36.4052	0.0274686	10.1428	11.9298	67.3650	27.2467	42.7999	388.232	6.01988	10.3283	0.0317452	vapor
248.540	5.06600	47.3852	0.0211036	9.94796	11.6631	64.7226	27.6224	46.0452	383.833	5.86041	10.7204	0.0333929	supercritical
248.540	6.07800	59.3227	0.0168569	9.74040	11.3841	62.3686	28.0047	49.8752	380.704	5.64153	11.2053	0.0353850	supercritical
248.540	7.08900	72.2539	0.0138401	9.52062	11.0946	60.2075	28.3801	54.2820	379.340	5.35630	11.7987	0.0377784	supercritical
248.540	8.10200	86.2060	0.0116001	9.28925	10.7970	58.1818	28.7318	59.1524	380.334	5.00194	12.5180	0.0406148	supercritical
